,Method,R_e,A@e,RA@e,Run,n_clusters,algorithm,n_components,max info loss,gini,p value
365,SPH+CPI,6,0.77,1.567099567099567,1,,,,0.25,0.3,0.75
366,SPH+CPI,7,0.7866666666666666,1.6822033898305084,1,,,,0.25,0.3,0.75
367,SPH+CPI,8,0.8033333333333333,1.8132780082987552,1,,,,0.25,0.3,0.75
368,SPH+CPI,9,0.8133333333333334,1.901639344262295,1,,,,0.25,0.3,0.75
369,SPH+CPI,10,0.8166666666666667,1.9346938775510205,1,,,,0.25,0.3,0.75
370,SPH+CPI,1,0.5833333333333334,1.0,1,,,,0.25,0.3,0.8
371,SPH+CPI,2,0.6566666666666666,1.1116751269035532,1,,,,0.25,0.3,0.8
372,SPH+CPI,3,0.6966666666666667,1.2200956937799043,1,,,,0.25,0.3,0.8
373,SPH+CPI,4,0.72,1.3101851851851851,1,,,,0.25,0.3,0.8
374,SPH+CPI,5,0.7466666666666667,1.4419642857142858,1,,,,0.25,0.3,0.8
375,SPH+CPI,6,0.76,1.5219298245614035,1,,,,0.25,0.3,0.8
376,SPH+CPI,7,0.78,1.6623931623931625,1,,,,0.25,0.3,0.8
377,SPH+CPI,8,0.7966666666666666,1.794979079497908,1,,,,0.25,0.3,0.8
378,SPH+CPI,9,0.81,1.9135802469135803,1,,,,0.25,0.3,0.8
379,SPH+CPI,10,0.8133333333333334,1.9467213114754098,1,,,,0.25,0.3,0.8
380,SPH+CPI,1,0.5833333333333334,1.0,1,,,,0.25,0.3,0.85
381,SPH+CPI,2,0.65,1.1025641025641026,1,,,,0.25,0.3,0.85
382,SPH+CPI,3,0.6866666666666666,1.203883495145631,1,,,,0.25,0.3,0.85
383,SPH+CPI,4,0.7133333333333334,1.308411214953271,1,,,,0.25,0.3,0.85
384,SPH+CPI,5,0.7433333333333333,1.4573991031390134,1,,,,0.25,0.3,0.85
385,SPH+CPI,6,0.76,1.5570175438596492,1,,,,0.25,0.3,0.85
386,SPH+CPI,7,0.7766666666666666,1.6738197424892705,1,,,,0.25,0.3,0.85
387,SPH+CPI,8,0.7933333333333333,1.8067226890756303,1,,,,0.25,0.3,0.85
388,SPH+CPI,9,0.8066666666666666,1.9256198347107438,1,,,,0.25,0.3,0.85
389,SPH+CPI,10,0.81,1.9588477366255144,1,,,,0.25,0.3,0.85
390,SPH+CPI,1,0.54,1.0,1,,,,0.25,0.3,0.9
391,SPH+CPI,2,0.65,1.1692307692307693,1,,,,0.25,0.3,0.9
392,SPH+CPI,3,0.6933333333333334,1.2836538461538463,1,,,,0.25,0.3,0.9
393,SPH+CPI,4,0.7233333333333334,1.3963133640552996,1,,,,0.25,0.3,0.9
394,SPH+CPI,5,0.7533333333333333,1.5398230088495575,1,,,,0.25,0.3,0.9
395,SPH+CPI,6,0.7766666666666666,1.6738197424892705,1,,,,0.25,0.3,0.9
396,SPH+CPI,7,0.7966666666666666,1.8075313807531381,1,,,,0.25,0.3,0.9
397,SPH+CPI,8,0.8066666666666666,1.884297520661157,1,,,,0.25,0.3,0.9
398,SPH+CPI,9,0.8166666666666667,1.9714285714285715,1,,,,0.25,0.3,0.9
399,SPH+CPI,1,0.59,1.0,1,,,,0.25,0.35,0.7
400,SPH+CPI,2,0.6666666666666666,1.115,1,,,,0.25,0.35,0.7
401,SPH+CPI,3,0.6966666666666667,1.1961722488038278,1,,,,0.25,0.35,0.7
402,SPH+CPI,4,0.72,1.287037037037037,1,,,,0.25,0.35,0.7
403,SPH+CPI,5,0.7566666666666667,1.4669603524229076,1,,,,0.25,0.35,0.7
404,SPH+CPI,6,0.7733333333333333,1.5646551724137931,1,,,,0.25,0.35,0.7
405,SPH+CPI,7,0.79,1.6793248945147679,1,,,,0.25,0.35,0.7
406,SPH+CPI,8,0.8,1.7583333333333333,1,,,,0.25,0.35,0.7
407,SPH+CPI,9,0.8133333333333334,1.8770491803278688,1,,,,0.25,0.35,0.7
408,SPH+CPI,10,0.8166666666666667,1.910204081632653,1,,,,0.25,0.35,0.7
409,SPH+CPI,1,0.5933333333333334,1.0,1,,,,0.25,0.35,0.75
410,SPH+CPI,2,0.67,1.1144278606965174,1,,,,0.25,0.35,0.75
411,SPH+CPI,3,0.6933333333333334,1.1778846153846154,1,,,,0.25,0.35,0.75
412,SPH+CPI,4,0.7166666666666667,1.2697674418604652,1,,,,0.25,0.35,0.75
413,SPH+CPI,5,0.7566666666666667,1.4669603524229076,1,,,,0.25,0.35,0.75
414,SPH+CPI,6,0.7766666666666666,1.5836909871244635,1,,,,0.25,0.35,0.75
415,SPH+CPI,7,0.7933333333333333,1.6974789915966386,1,,,,0.25,0.35,0.75
416,SPH+CPI,8,0.8033333333333333,1.7759336099585061,1,,,,0.25,0.35,0.75
417,SPH+CPI,9,0.8166666666666667,1.8938775510204082,1,,,,0.25,0.35,0.75
418,SPH+CPI,10,0.82,1.9268292682926829,1,,,,0.25,0.35,0.75
419,SPH+CPI,1,0.59,1.0,1,,,,0.25,0.35,0.8
420,SPH+CPI,2,0.6733333333333333,1.1237623762376239,1,,,,0.25,0.35,0.8
421,SPH+CPI,3,0.6966666666666667,1.186602870813397,1,,,,0.25,0.35,0.8
422,SPH+CPI,4,0.7133333333333334,1.2523364485981308,1,,,,0.25,0.35,0.8
423,SPH+CPI,5,0.7566666666666667,1.4669603524229076,1,,,,0.25,0.35,0.8
424,SPH+CPI,6,0.77,1.5454545454545454,1,,,,0.25,0.35,0.8
425,SPH+CPI,7,0.79,1.6835443037974684,1,,,,0.25,0.35,0.8
426,SPH+CPI,8,0.8,1.7625,1,,,,0.25,0.35,0.8
427,SPH+CPI,9,0.8133333333333334,1.8811475409836065,1,,,,0.25,0.35,0.8
428,SPH+CPI,1,0.59,1.0,1,,,,0.25,0.35,0.85
429,SPH+CPI,2,0.6666666666666666,1.115,1,,,,0.25,0.35,0.85
430,SPH+CPI,3,0.6866666666666666,1.1699029126213591,1,,,,0.25,0.35,0.85
431,SPH+CPI,4,0.7066666666666667,1.25,1,,,,0.25,0.35,0.85
432,SPH+CPI,5,0.7533333333333333,1.4823008849557522,1,,,,0.25,0.35,0.85
433,SPH+CPI,6,0.77,1.58008658008658,1,,,,0.25,0.35,0.85
434,SPH+CPI,7,0.7866666666666666,1.694915254237288,1,,,,0.25,0.35,0.85
435,SPH+CPI,8,0.8,1.8,1,,,,0.25,0.35,0.85
436,SPH+CPI,9,0.8133333333333334,1.9180327868852458,1,,,,0.25,0.35,0.85
437,SPH+CPI,1,0.5466666666666666,1.0,1,,,,0.25,0.35,0.9
438,SPH+CPI,2,0.6566666666666666,1.16751269035533,1,,,,0.25,0.35,0.9
439,SPH+CPI,3,0.69,1.2560386473429952,1,,,,0.25,0.35,0.9
440,SPH+CPI,4,0.7166666666666667,1.3581395348837209,1,,,,0.25,0.35,0.9
441,SPH+CPI,5,0.7633333333333333,1.5807860262008733,1,,,,0.25,0.35,0.9
442,SPH+CPI,6,0.7833333333333333,1.6936170212765957,1,,,,0.25,0.35,0.9
443,SPH+CPI,7,0.7966666666666666,1.782426778242678,1,,,,0.25,0.35,0.9
444,SPH+CPI,8,0.8066666666666666,1.859504132231405,1,,,,0.25,0.35,0.9
445,SPH+CPI,9,0.8166666666666667,1.9469387755102041,1,,,,0.25,0.35,0.9
446,SPH+CPI,1,0.5933333333333334,1.0,1,,,,0.25,0.4,0.7
447,SPH+CPI,2,0.6666666666666666,1.11,1,,,,0.25,0.4,0.7
448,SPH+CPI,3,0.6966666666666667,1.1913875598086126,1,,,,0.25,0.4,0.7
449,SPH+CPI,4,0.72,1.2824074074074074,1,,,,0.25,0.4,0.7
450,SPH+CPI,5,0.7566666666666667,1.4625550660792952,1,,,,0.25,0.4,0.7
451,SPH+CPI,6,0.7733333333333333,1.5603448275862069,1,,,,0.25,0.4,0.7
452,SPH+CPI,7,0.79,1.6751054852320675,1,,,,0.25,0.4,0.7
453,SPH+CPI,8,0.8,1.7541666666666667,1,,,,0.25,0.4,0.7
454,SPH+CPI,9,0.8133333333333334,1.8729508196721312,1,,,,0.25,0.4,0.7
455,SPH+CPI,10,0.8166666666666667,1.9061224489795918,1,,,,0.25,0.4,0.7
456,SPH+CPI,1,0.5966666666666667,1.0,1,,,,0.25,0.4,0.75
457,SPH+CPI,2,0.67,1.109452736318408,1,,,,0.25,0.4,0.75
458,SPH+CPI,3,0.6933333333333334,1.1730769230769231,1,,,,0.25,0.4,0.75
459,SPH+CPI,4,0.7166666666666667,1.2651162790697674,1,,,,0.25,0.4,0.75
460,SPH+CPI,5,0.7566666666666667,1.4625550660792952,1,,,,0.25,0.4,0.75
461,SPH+CPI,6,0.7766666666666666,1.5793991416309012,1,,,,0.25,0.4,0.75
462,SPH+CPI,7,0.7933333333333333,1.6932773109243697,1,,,,0.25,0.4,0.75
463,SPH+CPI,8,0.8033333333333333,1.7717842323651452,1,,,,0.25,0.4,0.75
464,SPH+CPI,9,0.8166666666666667,1.889795918367347,1,,,,0.25,0.4,0.75
465,SPH+CPI,10,0.82,1.9227642276422765,1,,,,0.25,0.4,0.75
466,SPH+CPI,1,0.5933333333333334,1.0,1,,,,0.25,0.4,0.8
467,SPH+CPI,2,0.6733333333333333,1.118811881188119,1,,,,0.25,0.4,0.8
468,SPH+CPI,3,0.6966666666666667,1.1818181818181819,1,,,,0.25,0.4,0.8
469,SPH+CPI,4,0.7133333333333334,1.2476635514018692,1,,,,0.25,0.4,0.8
470,SPH+CPI,5,0.7566666666666667,1.4625550660792952,1,,,,0.25,0.4,0.8
471,SPH+CPI,6,0.77,1.5411255411255411,1,,,,0.25,0.4,0.8
472,SPH+CPI,7,0.79,1.6793248945147679,1,,,,0.25,0.4,0.8
473,SPH+CPI,8,0.8,1.7583333333333333,1,,,,0.25,0.4,0.8
474,SPH+CPI,9,0.8133333333333334,1.8770491803278688,1,,,,0.25,0.4,0.8
475,SPH+CPI,1,0.5933333333333334,1.0,1,,,,0.25,0.4,0.85
476,SPH+CPI,2,0.6666666666666666,1.11,1,,,,0.25,0.4,0.85
477,SPH+CPI,3,0.6866666666666666,1.1650485436893203,1,,,,0.25,0.4,0.85
478,SPH+CPI,4,0.7066666666666667,1.2452830188679245,1,,,,0.25,0.4,0.85
479,SPH+CPI,5,0.7533333333333333,1.4778761061946903,1,,,,0.25,0.4,0.85
480,SPH+CPI,6,0.77,1.5757575757575757,1,,,,0.25,0.4,0.85
481,SPH+CPI,7,0.7866666666666666,1.6906779661016949,1,,,,0.25,0.4,0.85
482,SPH+CPI,8,0.8,1.7958333333333334,1,,,,0.25,0.4,0.85
483,SPH+CPI,9,0.8133333333333334,1.9139344262295082,1,,,,0.25,0.4,0.85
484,SPH+CPI,1,0.55,1.0,1,,,,0.25,0.4,0.9
485,SPH+CPI,2,0.6566666666666666,1.1624365482233503,1,,,,0.25,0.4,0.9
486,SPH+CPI,3,0.69,1.251207729468599,1,,,,0.25,0.4,0.9
487,SPH+CPI,4,0.7166666666666667,1.3534883720930233,1,,,,0.25,0.4,0.9
488,SPH+CPI,5,0.7633333333333333,1.5764192139737991,1,,,,0.25,0.4,0.9
489,SPH+CPI,6,0.7833333333333333,1.6893617021276597,1,,,,0.25,0.4,0.9
490,SPH+CPI,7,0.7966666666666666,1.7782426778242677,1,,,,0.25,0.4,0.9
491,SPH+CPI,8,0.8066666666666666,1.8553719008264462,1,,,,0.25,0.4,0.9
492,SPH+CPI,9,0.8166666666666667,1.9428571428571428,1,,,,0.25,0.4,0.9
493,SPH+CPI,1,0.6033333333333334,1.0,1,,,,0.3,0.3,0.7
494,SPH+CPI,2,0.6833333333333333,1.1170731707317074,1,,,,0.3,0.3,0.7
495,SPH+CPI,3,0.71,1.187793427230047,1,,,,0.3,0.3,0.7
496,SPH+CPI,4,0.74,1.3018018018018018,1,,,,0.3,0.3,0.7
497,SPH+CPI,5,0.7566666666666667,1.3832599118942732,1,,,,0.3,0.3,0.7
498,SPH+CPI,6,0.7733333333333333,1.4827586206896552,1,,,,0.3,0.3,0.7
499,SPH+CPI,7,0.7866666666666666,1.576271186440678,1,,,,0.3,0.3,0.7
500,SPH+CPI,8,0.8033333333333333,1.7095435684647302,1,,,,0.3,0.3,0.7
501,SPH+CPI,9,0.8133333333333334,1.7991803278688525,1,,,,0.3,0.3,0.7
502,SPH+CPI,10,0.8166666666666667,1.8326530612244898,1,,,,0.3,0.3,0.7
503,SPH+CPI,1,0.6,1.0,1,,,,0.3,0.3,0.75
504,SPH+CPI,2,0.6733333333333333,1.108910891089109,1,,,,0.3,0.3,0.75
505,SPH+CPI,3,0.7066666666666667,1.1981132075471699,1,,,,0.3,0.3,0.75
506,SPH+CPI,4,0.7366666666666667,1.3122171945701357,1,,,,0.3,0.3,0.75
507,SPH+CPI,5,0.7566666666666667,1.4096916299559472,1,,,,0.3,0.3,0.75
508,SPH+CPI,6,0.7766666666666666,1.5278969957081545,1,,,,0.3,0.3,0.75
509,SPH+CPI,7,0.79,1.620253164556962,1,,,,0.3,0.3,0.75
510,SPH+CPI,8,0.8033333333333333,1.7261410788381744,1,,,,0.3,0.3,0.75
511,SPH+CPI,9,0.8133333333333334,1.8155737704918034,1,,,,0.3,0.3,0.75
512,SPH+CPI,10,0.8166666666666667,1.8489795918367347,1,,,,0.3,0.3,0.75
513,SPH+CPI,1,0.5966666666666667,1.0,1,,,,0.3,0.3,0.8
514,SPH+CPI,2,0.6766666666666666,1.1182266009852218,1,,,,0.3,0.3,0.8
515,SPH+CPI,3,0.71,1.2065727699530517,1,,,,0.3,0.3,0.8
516,SPH+CPI,4,0.73,1.2831050228310503,1,,,,0.3,0.3,0.8
517,SPH+CPI,5,0.7533333333333333,1.3982300884955752,1,,,,0.3,0.3,0.8
518,SPH+CPI,6,0.7666666666666667,1.4782608695652173,1,,,,0.3,0.3,0.8
519,SPH+CPI,7,0.7833333333333333,1.5957446808510638,1,,,,0.3,0.3,0.8
520,SPH+CPI,8,0.7966666666666666,1.702928870292887,1,,,,0.3,0.3,0.8
521,SPH+CPI,9,0.81,1.823045267489712,1,,,,0.3,0.3,0.8
522,SPH+CPI,10,0.8133333333333334,1.8565573770491803,1,,,,0.3,0.3,0.8
523,SPH+CPI,1,0.5966666666666667,1.0,1,,,,0.3,0.3,0.85
524,SPH+CPI,2,0.67,1.109452736318408,1,,,,0.3,0.3,0.85
525,SPH+CPI,3,0.7,1.1904761904761905,1,,,,0.3,0.3,0.85
526,SPH+CPI,4,0.7233333333333334,1.2811059907834101,1,,,,0.3,0.3,0.85
527,SPH+CPI,5,0.75,1.4133333333333333,1,,,,0.3,0.3,0.85
528,SPH+CPI,6,0.7666666666666667,1.5130434782608695,1,,,,0.3,0.3,0.85
529,SPH+CPI,7,0.78,1.606837606837607,1,,,,0.3,0.3,0.85
530,SPH+CPI,8,0.7933333333333333,1.7142857142857142,1,,,,0.3,0.3,0.85
531,SPH+CPI,9,0.8066666666666666,1.834710743801653,1,,,,0.3,0.3,0.85
532,SPH+CPI,10,0.81,1.868312757201646,1,,,,0.3,0.3,0.85
533,SPH+CPI,1,0.5533333333333333,1.0,1,,,,0.3,0.3,0.9
534,SPH+CPI,2,0.6633333333333333,1.1658291457286432,1,,,,0.3,0.3,0.9
535,SPH+CPI,3,0.7033333333333334,1.2701421800947867,1,,,,0.3,0.3,0.9
536,SPH+CPI,4,0.7333333333333333,1.3818181818181818,1,,,,0.3,0.3,0.9
537,SPH+CPI,5,0.76,1.5087719298245614,1,,,,0.3,0.3,0.9
538,SPH+CPI,6,0.78,1.623931623931624,1,,,,0.3,0.3,0.9
539,SPH+CPI,7,0.7966666666666666,1.7364016736401673,1,,,,0.3,0.3,0.9
540,SPH+CPI,8,0.8066666666666666,1.8140495867768596,1,,,,0.3,0.3,0.9
541,SPH+CPI,9,0.8166666666666667,1.9020408163265305,1,,,,0.3,0.3,0.9
542,SPH+CPI,1,0.61,1.0,1,,,,0.3,0.35,0.7
543,SPH+CPI,2,0.6766666666666666,1.0985221674876848,1,,,,0.3,0.35,0.7
544,SPH+CPI,3,0.7066666666666667,1.179245283018868,1,,,,0.3,0.35,0.7
545,SPH+CPI,4,0.73,1.269406392694064,1,,,,0.3,0.35,0.7
546,SPH+CPI,5,0.76,1.4166666666666667,1,,,,0.3,0.35,0.7
547,SPH+CPI,6,0.7766666666666666,1.5150214592274678,1,,,,0.3,0.35,0.7
548,SPH+CPI,7,0.79,1.6075949367088607,1,,,,0.3,0.35,0.7
549,SPH+CPI,8,0.8,1.6875,1,,,,0.3,0.35,0.7
550,SPH+CPI,9,0.8133333333333334,1.8073770491803278,1,,,,0.3,0.35,0.7
551,SPH+CPI,10,0.8166666666666667,1.8408163265306123,1,,,,0.3,0.35,0.7
552,SPH+CPI,1,0.6133333333333333,1.0,1,,,,0.3,0.35,0.75
553,SPH+CPI,2,0.68,1.0980392156862746,1,,,,0.3,0.35,0.75
554,SPH+CPI,3,0.7033333333333334,1.161137440758294,1,,,,0.3,0.35,0.75
555,SPH+CPI,4,0.7266666666666667,1.2522935779816513,1,,,,0.3,0.35,0.75
556,SPH+CPI,5,0.76,1.4166666666666667,1,,,,0.3,0.35,0.75
557,SPH+CPI,6,0.78,1.5341880341880343,1,,,,0.3,0.35,0.75
558,SPH+CPI,7,0.7933333333333333,1.6260504201680672,1,,,,0.3,0.35,0.75
559,SPH+CPI,8,0.8033333333333333,1.7053941908713692,1,,,,0.3,0.35,0.75
560,SPH+CPI,9,0.8166666666666667,1.8244897959183672,1,,,,0.3,0.35,0.75
561,SPH+CPI,10,0.82,1.8577235772357723,1,,,,0.3,0.35,0.75
562,SPH+CPI,1,0.61,1.0,1,,,,0.3,0.35,0.8
563,SPH+CPI,2,0.6833333333333333,1.1073170731707318,1,,,,0.3,0.35,0.8
564,SPH+CPI,3,0.7066666666666667,1.169811320754717,1,,,,0.3,0.35,0.8
565,SPH+CPI,4,0.7233333333333334,1.2350230414746544,1,,,,0.3,0.35,0.8
566,SPH+CPI,5,0.76,1.4166666666666667,1,,,,0.3,0.35,0.8
567,SPH+CPI,6,0.7733333333333333,1.4956896551724137,1,,,,0.3,0.35,0.8
568,SPH+CPI,7,0.79,1.6118143459915613,1,,,,0.3,0.35,0.8
569,SPH+CPI,8,0.8,1.6916666666666667,1,,,,0.3,0.35,0.8
570,SPH+CPI,9,0.8133333333333334,1.8114754098360655,1,,,,0.3,0.35,0.8
571,SPH+CPI,1,0.61,1.0,1,,,,0.3,0.35,0.85
572,SPH+CPI,2,0.6766666666666666,1.0985221674876848,1,,,,0.3,0.35,0.85
573,SPH+CPI,3,0.6966666666666667,1.1531100478468899,1,,,,0.3,0.35,0.85
574,SPH+CPI,4,0.7166666666666667,1.2325581395348837,1,,,,0.3,0.35,0.85
575,SPH+CPI,5,0.7566666666666667,1.4317180616740088,1,,,,0.3,0.35,0.85
576,SPH+CPI,6,0.7733333333333333,1.5301724137931034,1,,,,0.3,0.35,0.85
577,SPH+CPI,7,0.7866666666666666,1.6228813559322033,1,,,,0.3,0.35,0.85
578,SPH+CPI,8,0.8,1.7291666666666667,1,,,,0.3,0.35,0.85
579,SPH+CPI,9,0.8133333333333334,1.848360655737705,1,,,,0.3,0.35,0.85
580,SPH+CPI,1,0.5666666666666667,1.0,1,,,,0.3,0.35,0.9
581,SPH+CPI,2,0.6666666666666666,1.15,1,,,,0.3,0.35,0.9
582,SPH+CPI,3,0.7,1.2380952380952381,1,,,,0.3,0.35,0.9
583,SPH+CPI,4,0.7266666666666667,1.3394495412844036,1,,,,0.3,0.35,0.9
584,SPH+CPI,5,0.7666666666666667,1.5304347826086957,1,,,,0.3,0.35,0.9
585,SPH+CPI,6,0.7866666666666666,1.6440677966101696,1,,,,0.3,0.35,0.9
586,SPH+CPI,7,0.7966666666666666,1.711297071129707,1,,,,0.3,0.35,0.9
587,SPH+CPI,8,0.8066666666666666,1.7892561983471074,1,,,,0.3,0.35,0.9
588,SPH+CPI,9,0.8166666666666667,1.8775510204081634,1,,,,0.3,0.35,0.9
589,SPH+CPI,1,0.6133333333333333,1.0,1,,,,0.3,0.4,0.7
590,SPH+CPI,2,0.6766666666666666,1.0935960591133005,1,,,,0.3,0.4,0.7
591,SPH+CPI,3,0.7066666666666667,1.1745283018867925,1,,,,0.3,0.4,0.7
592,SPH+CPI,4,0.73,1.264840182648402,1,,,,0.3,0.4,0.7
593,SPH+CPI,5,0.76,1.412280701754386,1,,,,0.3,0.4,0.7
594,SPH+CPI,6,0.7766666666666666,1.5107296137339057,1,,,,0.3,0.4,0.7
595,SPH+CPI,7,0.79,1.6033755274261603,1,,,,0.3,0.4,0.7
596,SPH+CPI,8,0.8,1.6833333333333333,1,,,,0.3,0.4,0.7
597,SPH+CPI,9,0.8133333333333334,1.8032786885245902,1,,,,0.3,0.4,0.7
598,SPH+CPI,10,0.8166666666666667,1.836734693877551,1,,,,0.3,0.4,0.7
599,SPH+CPI,1,0.6166666666666667,1.0,1,,,,0.3,0.4,0.75
600,SPH+CPI,2,0.68,1.0931372549019607,1,,,,0.3,0.4,0.75
601,SPH+CPI,3,0.7033333333333334,1.1563981042654028,1,,,,0.3,0.4,0.75
602,SPH+CPI,4,0.7266666666666667,1.2477064220183487,1,,,,0.3,0.4,0.75
603,SPH+CPI,5,0.76,1.412280701754386,1,,,,0.3,0.4,0.75
604,SPH+CPI,6,0.78,1.5299145299145298,1,,,,0.3,0.4,0.75
605,SPH+CPI,7,0.7933333333333333,1.6218487394957983,1,,,,0.3,0.4,0.75
606,SPH+CPI,8,0.8033333333333333,1.7012448132780082,1,,,,0.3,0.4,0.75
607,SPH+CPI,9,0.8166666666666667,1.8204081632653062,1,,,,0.3,0.4,0.75
608,SPH+CPI,10,0.82,1.853658536585366,1,,,,0.3,0.4,0.75
609,SPH+CPI,1,0.6133333333333333,1.0,1,,,,0.3,0.4,0.8
610,SPH+CPI,2,0.6833333333333333,1.102439024390244,1,,,,0.3,0.4,0.8
611,SPH+CPI,3,0.7066666666666667,1.1650943396226414,1,,,,0.3,0.4,0.8
612,SPH+CPI,4,0.7233333333333334,1.2304147465437787,1,,,,0.3,0.4,0.8
613,SPH+CPI,5,0.76,1.412280701754386,1,,,,0.3,0.4,0.8
614,SPH+CPI,6,0.7733333333333333,1.4913793103448276,1,,,,0.3,0.4,0.8
615,SPH+CPI,7,0.79,1.6075949367088607,1,,,,0.3,0.4,0.8
616,SPH+CPI,8,0.8,1.6875,1,,,,0.3,0.4,0.8
617,SPH+CPI,9,0.8133333333333334,1.8073770491803278,1,,,,0.3,0.4,0.8
618,SPH+CPI,1,0.6133333333333333,1.0,1,,,,0.3,0.4,0.85
619,SPH+CPI,2,0.6766666666666666,1.0935960591133005,1,,,,0.3,0.4,0.85
620,SPH+CPI,3,0.6966666666666667,1.1483253588516746,1,,,,0.3,0.4,0.85
621,SPH+CPI,4,0.7166666666666667,1.2279069767441861,1,,,,0.3,0.4,0.85
622,SPH+CPI,5,0.7566666666666667,1.4273127753303965,1,,,,0.3,0.4,0.85
623,SPH+CPI,6,0.7733333333333333,1.5258620689655173,1,,,,0.3,0.4,0.85
624,SPH+CPI,7,0.7866666666666666,1.61864406779661,1,,,,0.3,0.4,0.85
625,SPH+CPI,8,0.8,1.725,1,,,,0.3,0.4,0.85
626,SPH+CPI,9,0.8133333333333334,1.8442622950819672,1,,,,0.3,0.4,0.85
627,SPH+CPI,1,0.57,1.0,1,,,,0.3,0.4,0.9
628,SPH+CPI,2,0.6666666666666666,1.145,1,,,,0.3,0.4,0.9
629,SPH+CPI,3,0.7,1.2333333333333334,1,,,,0.3,0.4,0.9
630,SPH+CPI,4,0.7266666666666667,1.334862385321101,1,,,,0.3,0.4,0.9
631,SPH+CPI,5,0.7666666666666667,1.5260869565217392,1,,,,0.3,0.4,0.9
632,SPH+CPI,6,0.7866666666666666,1.6398305084745763,1,,,,0.3,0.4,0.9
633,SPH+CPI,7,0.7966666666666666,1.707112970711297,1,,,,0.3,0.4,0.9
634,SPH+CPI,8,0.8066666666666666,1.7851239669421488,1,,,,0.3,0.4,0.9
635,SPH+CPI,9,0.8166666666666667,1.873469387755102,1,,,,0.3,0.4,0.9
636,SPH+CPI,1,0.6066666666666667,1.0,1,,,,0.35,0.3,0.7
637,SPH+CPI,2,0.6833333333333333,1.1121951219512196,1,,,,0.35,0.3,0.7
638,SPH+CPI,3,0.71,1.1830985915492958,1,,,,0.35,0.3,0.7
639,SPH+CPI,4,0.7366666666666667,1.2850678733031675,1,,,,0.35,0.3,0.7
640,SPH+CPI,5,0.7533333333333333,1.3672566371681416,1,,,,0.35,0.3,0.7
641,SPH+CPI,6,0.77,1.4675324675324675,1,,,,0.35,0.3,0.7
642,SPH+CPI,7,0.7833333333333333,1.5617021276595744,1,,,,0.35,0.3,0.7
643,SPH+CPI,8,0.7966666666666666,1.6694560669456067,1,,,,0.35,0.3,0.7
644,SPH+CPI,9,0.8066666666666666,1.7603305785123966,1,,,,0.35,0.3,0.7
645,SPH+CPI,10,0.81,1.794238683127572,1,,,,0.35,0.3,0.7
646,SPH+CPI,1,0.6033333333333334,1.0,1,,,,0.35,0.3,0.75
647,SPH+CPI,2,0.6766666666666666,1.1083743842364533,1,,,,0.35,0.3,0.75
648,SPH+CPI,3,0.7066666666666667,1.1886792452830188,1,,,,0.35,0.3,0.75
649,SPH+CPI,4,0.7333333333333333,1.290909090909091,1,,,,0.35,0.3,0.75
650,SPH+CPI,5,0.7533333333333333,1.3893805309734513,1,,,,0.35,0.3,0.75
651,SPH+CPI,6,0.7733333333333333,1.5086206896551724,1,,,,0.35,0.3,0.75
652,SPH+CPI,7,0.7866666666666666,1.6016949152542372,1,,,,0.35,0.3,0.75
653,SPH+CPI,8,0.8,1.7083333333333333,1,,,,0.35,0.3,0.75
654,SPH+CPI,9,0.81,1.7983539094650205,1,,,,0.35,0.3,0.75
655,SPH+CPI,10,0.8133333333333334,1.8319672131147542,1,,,,0.35,0.3,0.75
656,SPH+CPI,1,0.6,1.0,1,,,,0.35,0.3,0.8
657,SPH+CPI,2,0.68,1.1176470588235294,1,,,,0.35,0.3,0.8
658,SPH+CPI,3,0.71,1.1971830985915493,1,,,,0.35,0.3,0.8
659,SPH+CPI,4,0.73,1.273972602739726,1,,,,0.35,0.3,0.8
660,SPH+CPI,5,0.7533333333333333,1.3893805309734513,1,,,,0.35,0.3,0.8
661,SPH+CPI,6,0.7666666666666667,1.4695652173913043,1,,,,0.35,0.3,0.8
662,SPH+CPI,7,0.7833333333333333,1.5872340425531914,1,,,,0.35,0.3,0.8
663,SPH+CPI,8,0.7966666666666666,1.6945606694560669,1,,,,0.35,0.3,0.8
664,SPH+CPI,9,0.8066666666666666,1.7851239669421488,1,,,,0.35,0.3,0.8
665,SPH+CPI,1,0.6,1.0,1,,,,0.35,0.3,0.85
666,SPH+CPI,2,0.6733333333333333,1.108910891089109,1,,,,0.35,0.3,0.85
667,SPH+CPI,3,0.7,1.180952380952381,1,,,,0.35,0.3,0.85
668,SPH+CPI,4,0.7233333333333334,1.271889400921659,1,,,,0.35,0.3,0.85
669,SPH+CPI,5,0.75,1.4044444444444444,1,,,,0.35,0.3,0.85
670,SPH+CPI,6,0.7666666666666667,1.5043478260869565,1,,,,0.35,0.3,0.85
671,SPH+CPI,7,0.78,1.5982905982905984,1,,,,0.35,0.3,0.85
672,SPH+CPI,8,0.7933333333333333,1.7058823529411764,1,,,,0.35,0.3,0.85
673,SPH+CPI,9,0.8033333333333333,1.7966804979253113,1,,,,0.35,0.3,0.85
674,SPH+CPI,1,0.5566666666666666,1.0,1,,,,0.35,0.3,0.9
675,SPH+CPI,2,0.6633333333333333,1.1608040201005025,1,,,,0.35,0.3,0.9
676,SPH+CPI,3,0.7033333333333334,1.2654028436018958,1,,,,0.35,0.3,0.9
