,Method,R_e,A@e,RA@e,Run,n_clusters,algorithm,n_components,max info loss,gini,p value
677,SPH+CPI,4,0.7333333333333333,1.3772727272727272,1,,,,0.35,0.3,0.9
678,SPH+CPI,5,0.76,1.5043859649122806,1,,,,0.35,0.3,0.9
679,SPH+CPI,6,0.78,1.6196581196581197,1,,,,0.35,0.3,0.9
680,SPH+CPI,7,0.79,1.6877637130801688,1,,,,0.35,0.3,0.9
681,SPH+CPI,8,0.8,1.7666666666666666,1,,,,0.35,0.3,0.9
682,SPH+CPI,9,0.8066666666666666,1.8264462809917354,1,,,,0.35,0.3,0.9
683,SPH+CPI,1,0.6133333333333333,1.0,1,,,,0.35,0.35,0.7
684,SPH+CPI,2,0.6766666666666666,1.0935960591133005,1,,,,0.35,0.35,0.7
685,SPH+CPI,3,0.7066666666666667,1.1745283018867925,1,,,,0.35,0.35,0.7
686,SPH+CPI,4,0.7266666666666667,1.2522935779816513,1,,,,0.35,0.35,0.7
687,SPH+CPI,5,0.7533333333333333,1.3849557522123894,1,,,,0.35,0.35,0.7
688,SPH+CPI,6,0.77,1.4848484848484849,1,,,,0.35,0.35,0.7
689,SPH+CPI,7,0.7833333333333333,1.578723404255319,1,,,,0.35,0.35,0.7
690,SPH+CPI,8,0.7933333333333333,1.6596638655462186,1,,,,0.35,0.35,0.7
691,SPH+CPI,9,0.8066666666666666,1.78099173553719,1,,,,0.35,0.35,0.7
692,SPH+CPI,10,0.81,1.8148148148148149,1,,,,0.35,0.35,0.7
693,SPH+CPI,1,0.6166666666666667,1.0,1,,,,0.35,0.35,0.75
694,SPH+CPI,2,0.68,1.0931372549019607,1,,,,0.35,0.35,0.75
695,SPH+CPI,3,0.7033333333333334,1.1563981042654028,1,,,,0.35,0.35,0.75
696,SPH+CPI,4,0.7233333333333334,1.2350230414746544,1,,,,0.35,0.35,0.75
697,SPH+CPI,5,0.7533333333333333,1.3849557522123894,1,,,,0.35,0.35,0.75
698,SPH+CPI,6,0.7733333333333333,1.5043103448275863,1,,,,0.35,0.35,0.75
699,SPH+CPI,7,0.7866666666666666,1.597457627118644,1,,,,0.35,0.35,0.75
700,SPH+CPI,8,0.7966666666666666,1.6778242677824269,1,,,,0.35,0.35,0.75
701,SPH+CPI,9,0.81,1.7983539094650205,1,,,,0.35,0.35,0.75
702,SPH+CPI,10,0.8133333333333334,1.8319672131147542,1,,,,0.35,0.35,0.75
703,SPH+CPI,1,0.6133333333333333,1.0,1,,,,0.35,0.35,0.8
704,SPH+CPI,2,0.6833333333333333,1.102439024390244,1,,,,0.35,0.35,0.8
705,SPH+CPI,3,0.7066666666666667,1.1650943396226414,1,,,,0.35,0.35,0.8
706,SPH+CPI,4,0.72,1.2175925925925926,1,,,,0.35,0.35,0.8
707,SPH+CPI,5,0.7533333333333333,1.3849557522123894,1,,,,0.35,0.35,0.8
708,SPH+CPI,6,0.7666666666666667,1.4652173913043478,1,,,,0.35,0.35,0.8
709,SPH+CPI,7,0.7833333333333333,1.5829787234042554,1,,,,0.35,0.35,0.8
710,SPH+CPI,8,0.7933333333333333,1.6638655462184875,1,,,,0.35,0.35,0.8
711,SPH+CPI,9,0.8066666666666666,1.7851239669421488,1,,,,0.35,0.35,0.8
712,SPH+CPI,1,0.6133333333333333,1.0,1,,,,0.35,0.35,0.85
713,SPH+CPI,2,0.6766666666666666,1.0935960591133005,1,,,,0.35,0.35,0.85
714,SPH+CPI,3,0.6966666666666667,1.1483253588516746,1,,,,0.35,0.35,0.85
715,SPH+CPI,4,0.7133333333333334,1.2149532710280373,1,,,,0.35,0.35,0.85
716,SPH+CPI,5,0.75,1.4,1,,,,0.35,0.35,0.85
717,SPH+CPI,6,0.7666666666666667,1.5,1,,,,0.35,0.35,0.85
718,SPH+CPI,7,0.78,1.5940170940170941,1,,,,0.35,0.35,0.85
719,SPH+CPI,8,0.7933333333333333,1.7016806722689075,1,,,,0.35,0.35,0.85
720,SPH+CPI,9,0.8066666666666666,1.822314049586777,1,,,,0.35,0.35,0.85
721,SPH+CPI,1,0.57,1.0,1,,,,0.35,0.35,0.9
722,SPH+CPI,2,0.6666666666666666,1.145,1,,,,0.35,0.35,0.9
723,SPH+CPI,3,0.7,1.2333333333333334,1,,,,0.35,0.35,0.9
724,SPH+CPI,4,0.7233333333333334,1.3225806451612903,1,,,,0.35,0.35,0.9
725,SPH+CPI,5,0.76,1.5,1,,,,0.35,0.35,0.9
726,SPH+CPI,6,0.78,1.6153846153846154,1,,,,0.35,0.35,0.9
727,SPH+CPI,7,0.79,1.6835443037974684,1,,,,0.35,0.35,0.9
728,SPH+CPI,8,0.8,1.7625,1,,,,0.35,0.35,0.9
729,SPH+CPI,9,0.81,1.8518518518518519,1,,,,0.35,0.35,0.9
730,SPH+CPI,1,0.6166666666666667,1.0,1,,,,0.35,0.4,0.7
731,SPH+CPI,2,0.6766666666666666,1.0886699507389161,1,,,,0.35,0.4,0.7
732,SPH+CPI,3,0.7066666666666667,1.169811320754717,1,,,,0.35,0.4,0.7
733,SPH+CPI,4,0.7266666666666667,1.2477064220183487,1,,,,0.35,0.4,0.7
734,SPH+CPI,5,0.7533333333333333,1.3805309734513274,1,,,,0.35,0.4,0.7
735,SPH+CPI,6,0.77,1.4805194805194806,1,,,,0.35,0.4,0.7
736,SPH+CPI,7,0.7833333333333333,1.574468085106383,1,,,,0.35,0.4,0.7
737,SPH+CPI,8,0.7933333333333333,1.6554621848739495,1,,,,0.35,0.4,0.7
738,SPH+CPI,9,0.8066666666666666,1.7768595041322315,1,,,,0.35,0.4,0.7
739,SPH+CPI,10,0.81,1.8106995884773662,1,,,,0.35,0.4,0.7
740,SPH+CPI,1,0.62,1.0,1,,,,0.35,0.4,0.75
741,SPH+CPI,2,0.68,1.088235294117647,1,,,,0.35,0.4,0.75
742,SPH+CPI,3,0.7033333333333334,1.1516587677725119,1,,,,0.35,0.4,0.75
743,SPH+CPI,4,0.7233333333333334,1.2304147465437787,1,,,,0.35,0.4,0.75
744,SPH+CPI,5,0.7533333333333333,1.3805309734513274,1,,,,0.35,0.4,0.75
745,SPH+CPI,6,0.7733333333333333,1.5,1,,,,0.35,0.4,0.75
746,SPH+CPI,7,0.7866666666666666,1.5932203389830508,1,,,,0.35,0.4,0.75
747,SPH+CPI,8,0.7966666666666666,1.6736401673640167,1,,,,0.35,0.4,0.75
748,SPH+CPI,9,0.81,1.794238683127572,1,,,,0.35,0.4,0.75
749,SPH+CPI,10,0.8133333333333334,1.8278688524590163,1,,,,0.35,0.4,0.75
750,SPH+CPI,1,0.6166666666666667,1.0,1,,,,0.35,0.4,0.8
751,SPH+CPI,2,0.6833333333333333,1.0975609756097562,1,,,,0.35,0.4,0.8
752,SPH+CPI,3,0.7066666666666667,1.1603773584905661,1,,,,0.35,0.4,0.8
753,SPH+CPI,4,0.72,1.212962962962963,1,,,,0.35,0.4,0.8
754,SPH+CPI,5,0.7533333333333333,1.3805309734513274,1,,,,0.35,0.4,0.8
755,SPH+CPI,6,0.7666666666666667,1.4608695652173913,1,,,,0.35,0.4,0.8
756,SPH+CPI,7,0.7833333333333333,1.578723404255319,1,,,,0.35,0.4,0.8
757,SPH+CPI,8,0.7933333333333333,1.6596638655462186,1,,,,0.35,0.4,0.8
758,SPH+CPI,9,0.8066666666666666,1.78099173553719,1,,,,0.35,0.4,0.8
759,SPH+CPI,1,0.6166666666666667,1.0,1,,,,0.35,0.4,0.85
760,SPH+CPI,2,0.6766666666666666,1.0886699507389161,1,,,,0.35,0.4,0.85
761,SPH+CPI,3,0.6966666666666667,1.1435406698564594,1,,,,0.35,0.4,0.85
762,SPH+CPI,4,0.7133333333333334,1.2102803738317758,1,,,,0.35,0.4,0.85
763,SPH+CPI,5,0.75,1.3955555555555557,1,,,,0.35,0.4,0.85
764,SPH+CPI,6,0.7666666666666667,1.4956521739130435,1,,,,0.35,0.4,0.85
765,SPH+CPI,7,0.78,1.5897435897435896,1,,,,0.35,0.4,0.85
766,SPH+CPI,8,0.7933333333333333,1.6974789915966386,1,,,,0.35,0.4,0.85
767,SPH+CPI,9,0.8066666666666666,1.8181818181818181,1,,,,0.35,0.4,0.85
768,SPH+CPI,1,0.5733333333333334,1.0,1,,,,0.35,0.4,0.9
769,SPH+CPI,2,0.6666666666666666,1.14,1,,,,0.35,0.4,0.9
770,SPH+CPI,3,0.7,1.2285714285714286,1,,,,0.35,0.4,0.9
771,SPH+CPI,4,0.7233333333333334,1.3179723502304148,1,,,,0.35,0.4,0.9
772,SPH+CPI,5,0.76,1.4956140350877194,1,,,,0.35,0.4,0.9
773,SPH+CPI,6,0.78,1.6111111111111112,1,,,,0.35,0.4,0.9
774,SPH+CPI,7,0.79,1.6793248945147679,1,,,,0.35,0.4,0.9
775,SPH+CPI,8,0.8,1.7583333333333333,1,,,,0.35,0.4,0.9
776,SPH+CPI,9,0.81,1.8477366255144032,1,,,,0.35,0.4,0.9
777,SPH+CPI,1,0.6066666666666667,1.0,1,,,,0.4,0.3,0.7
778,SPH+CPI,2,0.6833333333333333,1.1121951219512196,1,,,,0.4,0.3,0.7
779,SPH+CPI,3,0.71,1.1830985915492958,1,,,,0.4,0.3,0.7
780,SPH+CPI,4,0.7366666666666667,1.2850678733031675,1,,,,0.4,0.3,0.7
781,SPH+CPI,5,0.7533333333333333,1.3672566371681416,1,,,,0.4,0.3,0.7
782,SPH+CPI,6,0.77,1.4675324675324675,1,,,,0.4,0.3,0.7
783,SPH+CPI,7,0.7833333333333333,1.5617021276595744,1,,,,0.4,0.3,0.7
784,SPH+CPI,8,0.7966666666666666,1.6694560669456067,1,,,,0.4,0.3,0.7
785,SPH+CPI,9,0.8066666666666666,1.7603305785123966,1,,,,0.4,0.3,0.7
786,SPH+CPI,10,0.81,1.794238683127572,1,,,,0.4,0.3,0.7
787,SPH+CPI,1,0.6033333333333334,1.0,1,,,,0.4,0.3,0.75
788,SPH+CPI,2,0.6766666666666666,1.1083743842364533,1,,,,0.4,0.3,0.75
789,SPH+CPI,3,0.7066666666666667,1.1886792452830188,1,,,,0.4,0.3,0.75
790,SPH+CPI,4,0.7333333333333333,1.290909090909091,1,,,,0.4,0.3,0.75
791,SPH+CPI,5,0.7533333333333333,1.3893805309734513,1,,,,0.4,0.3,0.75
792,SPH+CPI,6,0.7733333333333333,1.5086206896551724,1,,,,0.4,0.3,0.75
793,SPH+CPI,7,0.7866666666666666,1.6016949152542372,1,,,,0.4,0.3,0.75
794,SPH+CPI,8,0.7966666666666666,1.6820083682008369,1,,,,0.4,0.3,0.75
795,SPH+CPI,9,0.8066666666666666,1.7727272727272727,1,,,,0.4,0.3,0.75
796,SPH+CPI,10,0.81,1.8065843621399178,1,,,,0.4,0.3,0.75
797,SPH+CPI,1,0.6,1.0,1,,,,0.4,0.3,0.8
798,SPH+CPI,2,0.68,1.1176470588235294,1,,,,0.4,0.3,0.8
799,SPH+CPI,3,0.71,1.1971830985915493,1,,,,0.4,0.3,0.8
800,SPH+CPI,4,0.73,1.273972602739726,1,,,,0.4,0.3,0.8
801,SPH+CPI,5,0.7533333333333333,1.3893805309734513,1,,,,0.4,0.3,0.8
802,SPH+CPI,6,0.7666666666666667,1.4695652173913043,1,,,,0.4,0.3,0.8
803,SPH+CPI,7,0.7833333333333333,1.5872340425531914,1,,,,0.4,0.3,0.8
804,SPH+CPI,8,0.7966666666666666,1.6945606694560669,1,,,,0.4,0.3,0.8
805,SPH+CPI,9,0.8066666666666666,1.7851239669421488,1,,,,0.4,0.3,0.8
806,SPH+CPI,1,0.6,1.0,1,,,,0.4,0.3,0.85
807,SPH+CPI,2,0.6733333333333333,1.108910891089109,1,,,,0.4,0.3,0.85
808,SPH+CPI,3,0.7,1.180952380952381,1,,,,0.4,0.3,0.85
809,SPH+CPI,4,0.7233333333333334,1.271889400921659,1,,,,0.4,0.3,0.85
810,SPH+CPI,5,0.75,1.4044444444444444,1,,,,0.4,0.3,0.85
811,SPH+CPI,6,0.7666666666666667,1.5043478260869565,1,,,,0.4,0.3,0.85
812,SPH+CPI,7,0.78,1.5982905982905984,1,,,,0.4,0.3,0.85
813,SPH+CPI,8,0.7933333333333333,1.7058823529411764,1,,,,0.4,0.3,0.85
814,SPH+CPI,9,0.8033333333333333,1.7966804979253113,1,,,,0.4,0.3,0.85
815,SPH+CPI,1,0.5966666666666667,1.0,1,,,,0.4,0.3,0.9
816,SPH+CPI,2,0.67,1.109452736318408,1,,,,0.4,0.3,0.9
817,SPH+CPI,3,0.7033333333333334,1.1990521327014219,1,,,,0.4,0.3,0.9
818,SPH+CPI,4,0.7333333333333333,1.3136363636363637,1,,,,0.4,0.3,0.9
819,SPH+CPI,5,0.76,1.4429824561403508,1,,,,0.4,0.3,0.9
820,SPH+CPI,6,0.78,1.5598290598290598,1,,,,0.4,0.3,0.9
821,SPH+CPI,7,0.79,1.628691983122363,1,,,,0.4,0.3,0.9
822,SPH+CPI,8,0.8,1.7083333333333333,1,,,,0.4,0.3,0.9
823,SPH+CPI,9,0.8066666666666666,1.7685950413223142,1,,,,0.4,0.3,0.9
824,SPH+CPI,1,0.6133333333333333,1.0,1,,,,0.4,0.35,0.7
825,SPH+CPI,2,0.6766666666666666,1.0935960591133005,1,,,,0.4,0.35,0.7
826,SPH+CPI,3,0.7066666666666667,1.1745283018867925,1,,,,0.4,0.35,0.7
827,SPH+CPI,4,0.7266666666666667,1.2522935779816513,1,,,,0.4,0.35,0.7
828,SPH+CPI,5,0.7533333333333333,1.3849557522123894,1,,,,0.4,0.35,0.7
829,SPH+CPI,6,0.77,1.4848484848484849,1,,,,0.4,0.35,0.7
830,SPH+CPI,7,0.7833333333333333,1.578723404255319,1,,,,0.4,0.35,0.7
831,SPH+CPI,8,0.7933333333333333,1.6596638655462186,1,,,,0.4,0.35,0.7
832,SPH+CPI,9,0.8066666666666666,1.78099173553719,1,,,,0.4,0.35,0.7
833,SPH+CPI,10,0.81,1.8148148148148149,1,,,,0.4,0.35,0.7
834,SPH+CPI,1,0.6166666666666667,1.0,1,,,,0.4,0.35,0.75
835,SPH+CPI,2,0.68,1.0931372549019607,1,,,,0.4,0.35,0.75
836,SPH+CPI,3,0.7033333333333334,1.1563981042654028,1,,,,0.4,0.35,0.75
837,SPH+CPI,4,0.7233333333333334,1.2350230414746544,1,,,,0.4,0.35,0.75
838,SPH+CPI,5,0.7533333333333333,1.3849557522123894,1,,,,0.4,0.35,0.75
839,SPH+CPI,6,0.7733333333333333,1.5043103448275863,1,,,,0.4,0.35,0.75
840,SPH+CPI,7,0.7866666666666666,1.597457627118644,1,,,,0.4,0.35,0.75
841,SPH+CPI,8,0.7933333333333333,1.6512605042016806,1,,,,0.4,0.35,0.75
842,SPH+CPI,9,0.8066666666666666,1.7727272727272727,1,,,,0.4,0.35,0.75
843,SPH+CPI,10,0.81,1.8065843621399178,1,,,,0.4,0.35,0.75
844,SPH+CPI,1,0.6133333333333333,1.0,1,,,,0.4,0.35,0.8
845,SPH+CPI,2,0.6833333333333333,1.102439024390244,1,,,,0.4,0.35,0.8
846,SPH+CPI,3,0.7066666666666667,1.1650943396226414,1,,,,0.4,0.35,0.8
847,SPH+CPI,4,0.72,1.2175925925925926,1,,,,0.4,0.35,0.8
848,SPH+CPI,5,0.7533333333333333,1.3849557522123894,1,,,,0.4,0.35,0.8
849,SPH+CPI,6,0.7666666666666667,1.4652173913043478,1,,,,0.4,0.35,0.8
850,SPH+CPI,7,0.7833333333333333,1.5829787234042554,1,,,,0.4,0.35,0.8
851,SPH+CPI,8,0.7933333333333333,1.6638655462184875,1,,,,0.4,0.35,0.8
852,SPH+CPI,9,0.8066666666666666,1.7851239669421488,1,,,,0.4,0.35,0.8
853,SPH+CPI,1,0.6133333333333333,1.0,1,,,,0.4,0.35,0.85
854,SPH+CPI,2,0.6766666666666666,1.0935960591133005,1,,,,0.4,0.35,0.85
855,SPH+CPI,3,0.6966666666666667,1.1483253588516746,1,,,,0.4,0.35,0.85
856,SPH+CPI,4,0.7133333333333334,1.2149532710280373,1,,,,0.4,0.35,0.85
857,SPH+CPI,5,0.75,1.4,1,,,,0.4,0.35,0.85
858,SPH+CPI,6,0.7666666666666667,1.5,1,,,,0.4,0.35,0.85
859,SPH+CPI,7,0.78,1.5940170940170941,1,,,,0.4,0.35,0.85
860,SPH+CPI,8,0.7933333333333333,1.7016806722689075,1,,,,0.4,0.35,0.85
861,SPH+CPI,9,0.8066666666666666,1.822314049586777,1,,,,0.4,0.35,0.85
862,SPH+CPI,1,0.61,1.0,1,,,,0.4,0.35,0.9
863,SPH+CPI,2,0.6733333333333333,1.0940594059405941,1,,,,0.4,0.35,0.9
864,SPH+CPI,3,0.7,1.1666666666666667,1,,,,0.4,0.35,0.9
865,SPH+CPI,4,0.7233333333333334,1.2580645161290323,1,,,,0.4,0.35,0.9
866,SPH+CPI,5,0.76,1.4385964912280702,1,,,,0.4,0.35,0.9
867,SPH+CPI,6,0.78,1.5555555555555556,1,,,,0.4,0.35,0.9
868,SPH+CPI,7,0.79,1.6244725738396624,1,,,,0.4,0.35,0.9
869,SPH+CPI,8,0.8,1.7041666666666666,1,,,,0.4,0.35,0.9
870,SPH+CPI,9,0.81,1.794238683127572,1,,,,0.4,0.35,0.9
871,SPH+CPI,1,0.6166666666666667,1.0,1,,,,0.4,0.4,0.7
872,SPH+CPI,2,0.6766666666666666,1.0886699507389161,1,,,,0.4,0.4,0.7
873,SPH+CPI,3,0.7066666666666667,1.169811320754717,1,,,,0.4,0.4,0.7
874,SPH+CPI,4,0.7266666666666667,1.2477064220183487,1,,,,0.4,0.4,0.7
875,SPH+CPI,5,0.7533333333333333,1.3805309734513274,1,,,,0.4,0.4,0.7
876,SPH+CPI,6,0.77,1.4805194805194806,1,,,,0.4,0.4,0.7
877,SPH+CPI,7,0.7833333333333333,1.574468085106383,1,,,,0.4,0.4,0.7
878,SPH+CPI,8,0.7933333333333333,1.6554621848739495,1,,,,0.4,0.4,0.7
879,SPH+CPI,9,0.8066666666666666,1.7768595041322315,1,,,,0.4,0.4,0.7
880,SPH+CPI,10,0.81,1.8106995884773662,1,,,,0.4,0.4,0.7
881,SPH+CPI,1,0.62,1.0,1,,,,0.4,0.4,0.75
882,SPH+CPI,2,0.68,1.088235294117647,1,,,,0.4,0.4,0.75
883,SPH+CPI,3,0.7033333333333334,1.1516587677725119,1,,,,0.4,0.4,0.75
884,SPH+CPI,4,0.7233333333333334,1.2304147465437787,1,,,,0.4,0.4,0.75
885,SPH+CPI,5,0.7533333333333333,1.3805309734513274,1,,,,0.4,0.4,0.75
886,SPH+CPI,6,0.7733333333333333,1.5,1,,,,0.4,0.4,0.75
887,SPH+CPI,7,0.7866666666666666,1.5932203389830508,1,,,,0.4,0.4,0.75
888,SPH+CPI,8,0.7933333333333333,1.6470588235294117,1,,,,0.4,0.4,0.75
889,SPH+CPI,9,0.8066666666666666,1.7685950413223142,1,,,,0.4,0.4,0.75
890,SPH+CPI,10,0.81,1.8024691358024691,1,,,,0.4,0.4,0.75
891,SPH+CPI,1,0.6166666666666667,1.0,1,,,,0.4,0.4,0.8
892,SPH+CPI,2,0.6833333333333333,1.0975609756097562,1,,,,0.4,0.4,0.8
893,SPH+CPI,3,0.7066666666666667,1.1603773584905661,1,,,,0.4,0.4,0.8
894,SPH+CPI,4,0.72,1.212962962962963,1,,,,0.4,0.4,0.8
895,SPH+CPI,5,0.7533333333333333,1.3805309734513274,1,,,,0.4,0.4,0.8
896,SPH+CPI,6,0.7666666666666667,1.4608695652173913,1,,,,0.4,0.4,0.8
897,SPH+CPI,7,0.7833333333333333,1.578723404255319,1,,,,0.4,0.4,0.8
898,SPH+CPI,8,0.7933333333333333,1.6596638655462186,1,,,,0.4,0.4,0.8
899,SPH+CPI,9,0.8066666666666666,1.78099173553719,1,,,,0.4,0.4,0.8
900,SPH+CPI,1,0.6166666666666667,1.0,1,,,,0.4,0.4,0.85
901,SPH+CPI,2,0.6766666666666666,1.0886699507389161,1,,,,0.4,0.4,0.85
902,SPH+CPI,3,0.6966666666666667,1.1435406698564594,1,,,,0.4,0.4,0.85
903,SPH+CPI,4,0.7133333333333334,1.2102803738317758,1,,,,0.4,0.4,0.85
904,SPH+CPI,5,0.75,1.3955555555555557,1,,,,0.4,0.4,0.85
905,SPH+CPI,6,0.7666666666666667,1.4956521739130435,1,,,,0.4,0.4,0.85
906,SPH+CPI,7,0.78,1.5897435897435896,1,,,,0.4,0.4,0.85
907,SPH+CPI,8,0.7933333333333333,1.6974789915966386,1,,,,0.4,0.4,0.85
908,SPH+CPI,9,0.8066666666666666,1.8181818181818181,1,,,,0.4,0.4,0.85
909,SPH+CPI,1,0.6133333333333333,1.0,1,,,,0.4,0.4,0.9
910,SPH+CPI,2,0.6733333333333333,1.0891089108910892,1,,,,0.4,0.4,0.9
911,SPH+CPI,3,0.7,1.161904761904762,1,,,,0.4,0.4,0.9
912,SPH+CPI,4,0.7233333333333334,1.2534562211981566,1,,,,0.4,0.4,0.9
913,SPH+CPI,5,0.76,1.4342105263157894,1,,,,0.4,0.4,0.9
914,SPH+CPI,6,0.78,1.5512820512820513,1,,,,0.4,0.4,0.9
915,SPH+CPI,7,0.79,1.620253164556962,1,,,,0.4,0.4,0.9
916,SPH+CPI,8,0.8,1.7,1,,,,0.4,0.4,0.9
917,SPH+CPI,9,0.81,1.7901234567901234,1,,,,0.4,0.4,0.9
918,RF,1,0.56,1.0,1,,,,,,
919,RF,2,0.62,1.096774193548387,1,,,,,,
920,RF,3,0.6466666666666666,1.175257731958763,1,,,,,,
921,RF,4,0.6666666666666666,1.26,1,,,,,,
922,RF,5,0.69,1.3864734299516908,1,,,,,,
923,RF,6,0.7233333333333334,1.599078341013825,1,,,,,,
924,RF,7,0.74,1.7207207207207207,1,,,,,,
925,RF,8,0.75,1.8044444444444445,1,,,,,,
926,RF,9,0.7733333333333333,2.021551724137931,1,,,,,,
927,RF,10,0.78,2.08974358974359,1,,,,,,
