;CM Index;gini_parameter;p_parameter;Training gini;gini;gini SPH;gini CPI;Missing;Missing SPH;Missing CPI;#Classes;#Classes SPH;#Classes CPI;#Samples;#Samples SPH;#Samples CPI
0;gini;0,25;0,7;0,4187619047619048;0,4177777777777777;0,19351792367708429;0,1579968715427374;23,72;6,495791386709721;6,663906750288591;84;13,068965517241379;11,147058823529411;1050;53,241379310344826;45,88235294117647
0;gini;0,25;0,75;0,4187619047619048;0,4177777777777777;0,19351792367708429;0,1579968715427374;23,72;6,495791386709721;6,663906750288591;84;13,068965517241379;11,147058823529411;1050;53,241379310344826;45,88235294117647
0;gini;0,25;0,8;0,4187619047619048;0,4177777777777777;0,19351792367708429;0,15617886864341962;23,72;6,495791386709721;6,663906750288591;84;13,068965517241379;11,147058823529411;1050;53,241379310344826;45,88235294117647
0;gini;0,25;0,85;0,4187619047619048;0,4177777777777777;0,19351792367708429;0,1476950333332263;23,72;6,495791386709721;6,663906750288591;84;13,068965517241379;11,147058823529411;1050;53,241379310344826;45,88235294117647
0;gini;0,25;0,9;0,4187619047619048;0,4177777777777777;0,19351792367708429;0,1486068288261313;23,72;6,495791386709721;6,663906750288591;84;13,068965517241379;11,147058823529411;1050;53,241379310344826;47,588235294117645
0;gini;0,25;0,95;0,4187619047619048;0,4177777777777777;0,19351792367708429;0,15062399621327316;23,72;6,495791386709721;6,663906750288591;84;13,068965517241379;11,147058823529411;1050;53,241379310344826;47,588235294117645
0;gini;0,3;0,7;0,4187619047619048;0,4177777777777777;0,19351792367708429;0,17564284003532252;23,72;6,495791386709721;6,562281233004526;84;13,068965517241379;11,84375;1050;53,241379310344826;48,25
0;gini;0,3;0,75;0,4187619047619048;0,4177777777777777;0,19351792367708429;0,17564284003532252;23,72;6,495791386709721;6,562281233004526;84;13,068965517241379;11,84375;1050;53,241379310344826;48,25
0;gini;0,3;0,8;0,4187619047619048;0,4177777777777777;0,19351792367708429;0,17460933004041546;23,72;6,495791386709721;6,562281233004526;84;13,068965517241379;11,84375;1050;53,241379310344826;48,25
0;gini;0,3;0,85;0,4187619047619048;0,4177777777777777;0,19351792367708429;0,16559525502333505;23,72;6,495791386709721;6,562281233004526;84;13,068965517241379;11,84375;1050;53,241379310344826;48,25
0;gini;0,3;0,9;0,4187619047619048;0,4177777777777777;0,19351792367708429;0,16642650165951056;23,72;6,495791386709721;6,562281233004526;84;13,068965517241379;11,84375;1050;53,241379310344826;49,1875
0;gini;0,3;0,95;0,4187619047619048;0,4177777777777777;0,19351792367708429;0,16856974200834876;23,72;6,495791386709721;6,562281233004526;84;13,068965517241379;11,84375;1050;53,241379310344826;49,1875
0;gini;0,35;0,7;0,4187619047619048;0,4177777777777777;0,19351792367708429;0,18356600013053614;23,72;6,495791386709721;6,619914788080768;84;13,068965517241379;12,225806451612904;1050;53,241379310344826;49,806451612903224
0;gini;0,35;0,75;0,4187619047619048;0,4177777777777777;0,19351792367708429;0,18356600013053614;23,72;6,495791386709721;6,619914788080768;84;13,068965517241379;12,225806451612904;1050;53,241379310344826;49,806451612903224
0;gini;0,35;0,8;0,4187619047619048;0,4177777777777777;0,19351792367708429;0,18356600013053614;23,72;6,495791386709721;6,619914788080768;84;13,068965517241379;12,225806451612904;1050;53,241379310344826;49,806451612903224
0;gini;0,35;0,85;0,4187619047619048;0,4177777777777777;0,19351792367708429;0,17426114850000152;23,72;6,495791386709721;6,619914788080768;84;13,068965517241379;12,225806451612904;1050;53,241379310344826;49,806451612903224
0;gini;0,35;0,9;0,4187619047619048;0,4177777777777777;0,19351792367708429;0,17321959991173816;23,72;6,495791386709721;6,619914788080768;84;13,068965517241379;12,225806451612904;1050;53,241379310344826;49,806451612903224
0;gini;0,35;0,95;0,4187619047619048;0,4177777777777777;0,19351792367708429;0,17543197704602273;23,72;6,495791386709721;6,619914788080768;84;13,068965517241379;12,225806451612904;1050;53,241379310344826;49,806451612903224
0;gini;0,4;0,7;0,4187619047619048;0,4177777777777777;0,19351792367708429;0,18356600013053614;23,72;6,495791386709721;6,619914788080768;84;13,068965517241379;12,225806451612904;1050;53,241379310344826;49,806451612903224
0;gini;0,4;0,75;0,4187619047619048;0,4177777777777777;0,19351792367708429;0,18356600013053614;23,72;6,495791386709721;6,619914788080768;84;13,068965517241379;12,225806451612904;1050;53,241379310344826;49,806451612903224
0;gini;0,4;0,8;0,4187619047619048;0,4177777777777777;0,19351792367708429;0,18356600013053614;23,72;6,495791386709721;6,619914788080768;84;13,068965517241379;12,225806451612904;1050;53,241379310344826;49,806451612903224
0;gini;0,4;0,85;0,4187619047619048;0,4177777777777777;0,19351792367708429;0,17426114850000152;23,72;6,495791386709721;6,619914788080768;84;13,068965517241379;12,225806451612904;1050;53,241379310344826;49,806451612903224
0;gini;0,4;0,9;0,4187619047619048;0,4177777777777777;0,19351792367708429;0,17321959991173816;23,72;6,495791386709721;6,619914788080768;84;13,068965517241379;12,225806451612904;1050;53,241379310344826;49,806451612903224
0;gini;0,4;0,95;0,4187619047619048;0,4177777777777777;0,19351792367708429;0,17543197704602273;23,72;6,495791386709721;6,619914788080768;84;13,068965517241379;12,225806451612904;1050;53,241379310344826;49,806451612903224
