,#Samples,missing,#Features,#Classes,Gini,#SPH,#CPI,Method,Run,n_clusters,algorithm,n_components,max info loss,gini,p value
0,0.0,0.0,0.0,0.0,0.0,0,0,RF,1,,,,,,
0,82.72,13.837457484360755,95.81,27.060000000000002,0.5044985501682882,0,0,KMeans,1,10.0,KMeans,,,,
0,53.47555555555555,12.833152758251698,92.08888888888889,18.56,0.44688513641634914,0,0,KMeans,1,15.0,KMeans,,,,
0,39.480000000000004,10.874481837799376,89.0925,14.7,0.4280098937271709,0,0,KMeans,1,20.0,KMeans,,,,
0,31.283199999999997,9.690933680478127,87.1936,12.272,0.3790158639837661,0,0,KMeans,1,25.0,KMeans,,,,
0,30.03550295857988,9.099947416147263,86.3121301775148,11.423076923076923,0.36856737425087227,0,0,KMeans,1,26.0,KMeans,,,,
0,25.90222222222222,10.581876104191517,87.52333333333333,10.505555555555555,0.34317717422964533,0,0,KMeans,1,30.0,KMeans,,,,
0,22.099591836734692,8.724929758582881,85.25387755102041,9.639183673469388,0.3507223957649745,0,0,KMeans,1,35.0,KMeans,,,,
0,19.27,8.436560562318016,84.66499999999999,8.45625,0.322374133708524,0,0,KMeans,1,40.0,KMeans,,,,
0,17.08246913580247,8.063087908928168,84.27654320987654,8.041481481481481,0.319829031854559,0,0,KMeans,1,45.0,KMeans,,,,
0,15.3408,8.669660474253986,84.7212,7.4664,0.2870159405322199,0,0,KMeans,1,50.0,KMeans,,,,
0,82.72,12.491142928910252,94.6,26.18,0.5122217372772291,0,0,Birch,1,10.0,Birch,,,,
0,53.47555555555555,10.186166840418817,89.6,18.986666666666668,0.4612730342557402,0,0,Birch,1,15.0,Birch,,,,
0,39.480000000000004,9.463674372373573,87.78,15.015,0.4237722825571087,0,0,Birch,1,20.0,Birch,,,,
0,31.283199999999997,8.89003739422174,86.4448,12.272,0.3858871800431876,0,0,Birch,1,25.0,Birch,,,,
0,30.03550295857988,8.750111373277896,86.1923076923077,11.782544378698223,0.3818884717223679,0,0,Birch,1,26.0,Birch,,,,
0,25.90222222222222,8.452487244015634,85.45666666666666,10.367777777777777,0.35936660634232614,0,0,Birch,1,30.0,Birch,,,,
0,22.099591836734692,7.2331829252152495,84.01959183673469,8.904489795918368,0.3406399521884514,0,0,Birch,1,35.0,Birch,,,,
0,19.27,6.812235148552006,83.306875,8.071875,0.3262084704572966,0,0,Birch,1,40.0,Birch,,,,
0,17.08246913580247,6.4164945205236315,82.6637037037037,7.314567901234568,0.3087252308911913,0,0,Birch,1,45.0,Birch,,,,
0,15.3408,6.329190754301253,82.3344,6.8136,0.29799060984573805,0,0,Birch,1,50.0,Birch,,,,
0,82.72,15.042204732539592,97.24,24.75,0.5151240200599366,0,0,GMM,1,,GMM,10.0,,,
0,53.47555555555555,12.02227623901033,91.59111111111112,18.915555555555557,0.4554842534602907,0,0,GMM,1,,GMM,15.0,,,
0,39.480000000000004,9.453814055435725,87.83250000000001,14.647499999999999,0.38646536661030123,0,0,GMM,1,,GMM,20.0,,,
0,31.283199999999997,10.361857822987044,87.65119999999999,12.105599999999999,0.36409054452602413,0,0,GMM,1,,GMM,25.0,,,
0,30.03550295857988,9.540593267222624,86.87130177514793,11.742603550295858,0.35992646214784985,0,0,GMM,1,,GMM,26.0,,,
0,25.90222222222222,9.772602620205946,86.69666666666667,10.712222222222222,0.3306569959286672,0,0,GMM,1,,GMM,30.0,,,
0,22.099591836734692,8.97132606145706,85.48897959183674,9.668571428571427,0.3432931842906615,0,0,GMM,1,,GMM,35.0,,,
0,19.27,8.031063605631203,84.485625,8.481874999999999,0.32650090805676796,0,0,GMM,1,,GMM,40.0,,,
0,17.08246913580247,8.515823262202655,84.75358024691357,7.882469135802469,0.3009783716228237,0,0,GMM,1,,GMM,45.0,,,
0,15.3408,8.220669376950354,84.354,7.099200000000001,0.2628694150829228,0,0,GMM,1,,GMM,50.0,,,
0,318.62068965517244,11.6164005220294,86.89655172413794,18.24137931034483,0.3107427128574152,10,0,SPH,1,,,,0.25,,
0,235.3793103448276,9.640761400757837,84.82758620689656,14.172413793103448,0.30362761689032747,7,0,SPH,1,,,,0.3,,
0,235.3793103448276,9.640761400757837,84.82758620689656,14.172413793103448,0.30362761689032747,7,0,SPH,1,,,,0.35,,
0,235.3793103448276,9.640761400757837,84.82758620689656,14.172413793103448,0.30362761689032747,7,0,SPH,1,,,,0.4,,
0,220.0,11.850739733046774,87.14285714285714,12.595238095238095,0.1910707486715301,10,13,SPH+CPI,1,,,,0.25,0.3,0.7
0,220.0,11.849570951598546,87.14285714285714,12.595238095238095,0.19157765717969943,10,13,SPH+CPI,1,,,,0.25,0.3,0.75
0,220.0,11.842150801848337,87.14285714285714,12.595238095238095,0.19222291031115166,10,13,SPH+CPI,1,,,,0.25,0.3,0.8
0,220.0,11.845633757495028,87.14285714285714,12.595238095238095,0.17721093249391337,10,13,SPH+CPI,1,,,,0.25,0.3,0.85
0,220.0,11.847038283502584,87.14285714285714,12.595238095238095,0.16934737801214966,10,13,SPH+CPI,1,,,,0.25,0.3,0.9
0,243.1578947368421,12.084139592026954,87.36842105263158,13.921052631578947,0.22817226784757033,10,9,SPH+CPI,1,,,,0.25,0.35,0.7
0,243.1578947368421,12.08336303599283,87.36842105263158,13.921052631578947,0.22871701243965062,10,9,SPH+CPI,1,,,,0.25,0.35,0.75
0,243.1578947368421,12.075161817847867,87.36842105263158,13.921052631578947,0.22943018695336095,10,9,SPH+CPI,1,,,,0.25,0.35,0.8
