R_e,A@e,Method,RA@e,gini,p value,Run,SPH Executed,info loss,SPH A@1,CPI A@1,Avg Acc SPH+CPI,Avg RA
8,0.64,Tailored Approach,2.9166666666666665,0.4,0.75,1.0,8.0,0.35,0.23333333333333334,0.18333333333333332,0.522,2.229402812211088
9,0.6533333333333333,Tailored Approach,3.0408163265306123,0.4,0.75,1.0,8.0,0.35,0.23333333333333334,0.18333333333333332,0.522,2.229402812211088
10,0.6733333333333333,Tailored Approach,3.2475247524752477,0.4,0.75,1.0,8.0,0.35,0.23333333333333334,0.18333333333333332,0.522,2.229402812211088
1,0.14666666666666667,CPI,1.0,0.4,0.85,,,,,,,
2,0.24333333333333335,CPI,1.3972602739726028,0.4,0.85,,,,,,,
3,0.30333333333333334,CPI,1.7142857142857142,0.4,0.85,,,,,,,
4,0.3466666666666667,CPI,2.0,0.4,0.85,,,,,,,
5,0.38666666666666666,CPI,2.310344827586207,0.4,0.85,,,,,,,
6,0.4166666666666667,CPI,2.576,0.4,0.85,,,,,,,
7,0.43,CPI,2.7131782945736433,0.4,0.85,,,,,,,
8,0.45666666666666667,CPI,3.021897810218978,0.4,0.85,,,,,,,
9,0.48,CPI,3.3125,0.4,0.85,,,,,,,
10,0.5033333333333333,CPI,3.622516556291391,0.4,0.85,,,,,,,
1,0.22,Tailored Approach,1.0,0.4,0.85,1.0,8.0,0.35,0.23333333333333334,0.14666666666666667,0.5193333333333333,2.2175401953227145
2,0.36666666666666664,Tailored Approach,1.4,0.4,0.85,1.0,8.0,0.35,0.23333333333333334,0.14666666666666667,0.5193333333333333,2.2175401953227145
3,0.46,Tailored Approach,1.7246376811594204,0.4,0.85,1.0,8.0,0.35,0.23333333333333334,0.14666666666666667,0.5193333333333333,2.2175401953227145
4,0.5,Tailored Approach,1.9066666666666667,0.4,0.85,1.0,8.0,0.35,0.23333333333333334,0.14666666666666667,0.5193333333333333,2.2175401953227145
5,0.5266666666666666,Tailored Approach,2.0632911392405062,0.4,0.85,1.0,8.0,0.35,0.23333333333333334,0.14666666666666667,0.5193333333333333,2.2175401953227145
6,0.5633333333333334,Tailored Approach,2.3195266272189348,0.4,0.85,1.0,8.0,0.35,0.23333333333333334,0.14666666666666667,0.5193333333333333,2.2175401953227145
7,0.61,Tailored Approach,2.6775956284153004,0.4,0.85,1.0,8.0,0.35,0.23333333333333334,0.14666666666666667,0.5193333333333333,2.2175401953227145
8,0.6333333333333333,Tailored Approach,2.873684210526316,0.4,0.85,1.0,8.0,0.35,0.23333333333333334,0.14666666666666667,0.5193333333333333,2.2175401953227145
9,0.6466666666666666,Tailored Approach,3.0,0.4,0.85,1.0,8.0,0.35,0.23333333333333334,0.14666666666666667,0.5193333333333333,2.2175401953227145
10,0.6666666666666666,Tailored Approach,3.21,0.4,0.85,1.0,8.0,0.35,0.23333333333333334,0.14666666666666667,0.5193333333333333,2.2175401953227145
1,0.2,CPI,1.0,0.35,0.7,,,,,,,
2,0.3233333333333333,CPI,1.3814432989690721,0.35,0.7,,,,,,,
3,0.37333333333333335,CPI,1.5982142857142858,0.35,0.7,,,,,,,
4,0.4,CPI,1.7583333333333333,0.35,0.7,,,,,,,
5,0.43666666666666665,CPI,2.030534351145038,0.35,0.7,,,,,,,
6,0.46,CPI,2.2318840579710146,0.35,0.7,,,,,,,
7,0.47333333333333333,CPI,2.3661971830985915,0.35,0.7,,,,,,,
8,0.49666666666666665,CPI,2.6308724832214767,0.35,0.7,,,,,,,
9,0.5233333333333333,CPI,2.9554140127388533,0.35,0.7,,,,,,,
10,0.5366666666666666,CPI,3.130434782608696,0.35,0.7,,,,,,,
1,0.22666666666666666,Tailored Approach,1.0,0.35,0.7,1.0,8.0,0.35,0.23333333333333334,0.2,0.5266666666666666,2.217005960883536
2,0.37333333333333335,Tailored Approach,1.3928571428571428,0.35,0.7,1.0,8.0,0.35,0.23333333333333334,0.2,0.5266666666666666,2.217005960883536
3,0.4633333333333333,Tailored Approach,1.7050359712230216,0.35,0.7,1.0,8.0,0.35,0.23333333333333334,0.2,0.5266666666666666,2.217005960883536
4,0.5033333333333333,Tailored Approach,1.8874172185430464,0.35,0.7,1.0,8.0,0.35,0.23333333333333334,0.2,0.5266666666666666,2.217005960883536
5,0.5333333333333333,Tailored Approach,2.0625,0.35,0.7,1.0,8.0,0.35,0.23333333333333334,0.2,0.5266666666666666,2.217005960883536
6,0.57,Tailored Approach,2.3157894736842106,0.35,0.7,1.0,8.0,0.35,0.23333333333333334,0.2,0.5266666666666666,2.217005960883536
7,0.62,Tailored Approach,2.693548387096774,0.35,0.7,1.0,8.0,0.35,0.23333333333333334,0.2,0.5266666666666666,2.217005960883536
8,0.6433333333333333,Tailored Approach,2.8860103626943006,0.35,0.7,1.0,8.0,0.35,0.23333333333333334,0.2,0.5266666666666666,2.217005960883536
9,0.6566666666666666,Tailored Approach,3.010152284263959,0.35,0.7,1.0,8.0,0.35,0.23333333333333334,0.2,0.5266666666666666,2.217005960883536
10,0.6766666666666666,Tailored Approach,3.2167487684729066,0.35,0.7,1.0,8.0,0.35,0.23333333333333334,0.2,0.5266666666666666,2.217005960883536
1,0.18333333333333332,CPI,1.0,0.35,0.8,,,,,,,
2,0.27,CPI,1.3209876543209877,0.35,0.8,,,,,,,
3,0.32666666666666666,CPI,1.6122448979591837,0.35,0.8,,,,,,,
4,0.38,CPI,1.9473684210526316,0.35,0.8,,,,,,,
5,0.41,CPI,2.1707317073170733,0.35,0.8,,,,,,,
6,0.44,CPI,2.4318181818181817,0.35,0.8,,,,,,,
7,0.48333333333333334,CPI,2.8413793103448275,0.35,0.8,,,,,,,
8,0.51,CPI,3.111111111111111,0.35,0.8,,,,,,,
9,0.5566666666666666,CPI,3.604790419161677,0.35,0.8,,,,,,,
10,0.59,CPI,3.9661016949152543,0.35,0.8,,,,,,,
1,0.22,Tailored Approach,1.0,0.35,0.8,1.0,8.0,0.35,0.23333333333333334,0.18333333333333332,0.522,2.229402812211088
2,0.37,Tailored Approach,1.4054054054054055,0.35,0.8,1.0,8.0,0.35,0.23333333333333334,0.18333333333333332,0.522,2.229402812211088
3,0.46,Tailored Approach,1.7173913043478262,0.35,0.8,1.0,8.0,0.35,0.23333333333333334,0.18333333333333332,0.522,2.229402812211088
4,0.5,Tailored Approach,1.9,0.35,0.8,1.0,8.0,0.35,0.23333333333333334,0.18333333333333332,0.522,2.229402812211088
5,0.5266666666666666,Tailored Approach,2.0569620253164556,0.35,0.8,1.0,8.0,0.35,0.23333333333333334,0.18333333333333332,0.522,2.229402812211088
6,0.5633333333333334,Tailored Approach,2.3136094674556213,0.35,0.8,1.0,8.0,0.35,0.23333333333333334,0.18333333333333332,0.522,2.229402812211088
7,0.6133333333333333,Tailored Approach,2.6956521739130435,0.35,0.8,1.0,8.0,0.35,0.23333333333333334,0.18333333333333332,0.522,2.229402812211088
8,0.64,Tailored Approach,2.9166666666666665,0.35,0.8,1.0,8.0,0.35,0.23333333333333334,0.18333333333333332,0.522,2.229402812211088
9,0.6533333333333333,Tailored Approach,3.0408163265306123,0.35,0.8,1.0,8.0,0.35,0.23333333333333334,0.18333333333333332,0.522,2.229402812211088
10,0.6733333333333333,Tailored Approach,3.2475247524752477,0.35,0.8,1.0,8.0,0.35,0.23333333333333334,0.18333333333333332,0.522,2.229402812211088
1,0.18333333333333332,CPI,1.0,0.35,0.75,,,,,,,
2,0.27,CPI,1.3209876543209877,0.35,0.75,,,,,,,
3,0.32666666666666666,CPI,1.6122448979591837,0.35,0.75,,,,,,,
4,0.38,CPI,1.9473684210526316,0.35,0.75,,,,,,,
5,0.41,CPI,2.1707317073170733,0.35,0.75,,,,,,,
6,0.44,CPI,2.4318181818181817,0.35,0.75,,,,,,,
7,0.48333333333333334,CPI,2.8413793103448275,0.35,0.75,,,,,,,
8,0.51,CPI,3.111111111111111,0.35,0.75,,,,,,,
9,0.5566666666666666,CPI,3.604790419161677,0.35,0.75,,,,,,,
10,0.59,CPI,3.9661016949152543,0.35,0.75,,,,,,,
1,0.22,Tailored Approach,1.0,0.35,0.75,1.0,8.0,0.35,0.23333333333333334,0.18333333333333332,0.522,2.229402812211088
2,0.37,Tailored Approach,1.4054054054054055,0.35,0.75,1.0,8.0,0.35,0.23333333333333334,0.18333333333333332,0.522,2.229402812211088
3,0.46,Tailored Approach,1.7173913043478262,0.35,0.75,1.0,8.0,0.35,0.23333333333333334,0.18333333333333332,0.522,2.229402812211088
4,0.5,Tailored Approach,1.9,0.35,0.75,1.0,8.0,0.35,0.23333333333333334,0.18333333333333332,0.522,2.229402812211088
5,0.5266666666666666,Tailored Approach,2.0569620253164556,0.35,0.75,1.0,8.0,0.35,0.23333333333333334,0.18333333333333332,0.522,2.229402812211088
6,0.5633333333333334,Tailored Approach,2.3136094674556213,0.35,0.75,1.0,8.0,0.35,0.23333333333333334,0.18333333333333332,0.522,2.229402812211088
7,0.6133333333333333,Tailored Approach,2.6956521739130435,0.35,0.75,1.0,8.0,0.35,0.23333333333333334,0.18333333333333332,0.522,2.229402812211088
8,0.64,Tailored Approach,2.9166666666666665,0.35,0.75,1.0,8.0,0.35,0.23333333333333334,0.18333333333333332,0.522,2.229402812211088
9,0.6533333333333333,Tailored Approach,3.0408163265306123,0.35,0.75,1.0,8.0,0.35,0.23333333333333334,0.18333333333333332,0.522,2.229402812211088
10,0.6733333333333333,Tailored Approach,3.2475247524752477,0.35,0.75,1.0,8.0,0.35,0.23333333333333334,0.18333333333333332,0.522,2.229402812211088
1,0.14666666666666667,CPI,1.0,0.35,0.85,,,,,,,
2,0.24333333333333335,CPI,1.3972602739726028,0.35,0.85,,,,,,,
3,0.30333333333333334,CPI,1.7142857142857142,0.35,0.85,,,,,,,
4,0.3466666666666667,CPI,2.0,0.35,0.85,,,,,,,
5,0.38666666666666666,CPI,2.310344827586207,0.35,0.85,,,,,,,
6,0.4166666666666667,CPI,2.576,0.35,0.85,,,,,,,
7,0.43,CPI,2.7131782945736433,0.35,0.85,,,,,,,
8,0.45666666666666667,CPI,3.021897810218978,0.35,0.85,,,,,,,
9,0.48,CPI,3.3125,0.35,0.85,,,,,,,
10,0.5033333333333333,CPI,3.622516556291391,0.35,0.85,,,,,,,
1,0.22,Tailored Approach,1.0,0.35,0.85,1.0,8.0,0.35,0.23333333333333334,0.14666666666666667,0.5193333333333333,2.2175401953227145
2,0.36666666666666664,Tailored Approach,1.4,0.35,0.85,1.0,8.0,0.35,0.23333333333333334,0.14666666666666667,0.5193333333333333,2.2175401953227145
3,0.46,Tailored Approach,1.7246376811594204,0.35,0.85,1.0,8.0,0.35,0.23333333333333334,0.14666666666666667,0.5193333333333333,2.2175401953227145
4,0.5,Tailored Approach,1.9066666666666667,0.35,0.85,1.0,8.0,0.35,0.23333333333333334,0.14666666666666667,0.5193333333333333,2.2175401953227145
5,0.5266666666666666,Tailored Approach,2.0632911392405062,0.35,0.85,1.0,8.0,0.35,0.23333333333333334,0.14666666666666667,0.5193333333333333,2.2175401953227145
6,0.5633333333333334,Tailored Approach,2.3195266272189348,0.35,0.85,1.0,8.0,0.35,0.23333333333333334,0.14666666666666667,0.5193333333333333,2.2175401953227145
7,0.61,Tailored Approach,2.6775956284153004,0.35,0.85,1.0,8.0,0.35,0.23333333333333334,0.14666666666666667,0.5193333333333333,2.2175401953227145
8,0.6333333333333333,Tailored Approach,2.873684210526316,0.35,0.85,1.0,8.0,0.35,0.23333333333333334,0.14666666666666667,0.5193333333333333,2.2175401953227145
9,0.6466666666666666,Tailored Approach,3.0,0.35,0.85,1.0,8.0,0.35,0.23333333333333334,0.14666666666666667,0.5193333333333333,2.2175401953227145
10,0.6666666666666666,Tailored Approach,3.21,0.35,0.85,1.0,8.0,0.35,0.23333333333333334,0.14666666666666667,0.5193333333333333,2.2175401953227145
1,0.23333333333333334,SPH,1.0,-1.0,-1.0,1.0,11.0,0.25,,,,
2,0.37,SPH,1.3693693693693694,-1.0,-1.0,1.0,11.0,0.25,,,,
3,0.44333333333333336,SPH,1.6390977443609023,-1.0,-1.0,1.0,11.0,0.25,,,,
4,0.49333333333333335,SPH,1.8783783783783783,-1.0,-1.0,1.0,11.0,0.25,,,,
5,0.52,SPH,2.0384615384615383,-1.0,-1.0,1.0,11.0,0.25,,,,
6,0.5566666666666666,SPH,2.2994011976047903,-1.0,-1.0,1.0,11.0,0.25,,,,
7,0.5933333333333334,SPH,2.5898876404494384,-1.0,-1.0,1.0,11.0,0.25,,,,
8,0.62,SPH,2.8225806451612905,-1.0,-1.0,1.0,11.0,0.25,,,,
9,0.6366666666666667,SPH,2.9842931937172774,-1.0,-1.0,1.0,11.0,0.25,,,,
10,0.65,SPH,3.128205128205128,-1.0,-1.0,1.0,11.0,0.25,,,,
1,0.18666666666666668,RF+B,1.0,-1.0,-1.0,1.0,11.0,,,,,
2,0.27666666666666667,RF+B,1.3253012048192772,-1.0,-1.0,1.0,11.0,,,,,
3,0.38,RF+B,1.780701754385965,-1.0,-1.0,1.0,11.0,,,,,
4,0.42333333333333334,RF+B,2.0078740157480315,-1.0,-1.0,1.0,11.0,,,,,
5,0.4766666666666667,RF+B,2.3426573426573425,-1.0,-1.0,1.0,11.0,,,,,
6,0.5133333333333333,RF+B,2.603896103896104,-1.0,-1.0,1.0,11.0,,,,,
7,0.5366666666666666,RF+B,2.7950310559006213,-1.0,-1.0,1.0,11.0,,,,,
8,0.58,RF+B,3.1839080459770117,-1.0,-1.0,1.0,11.0,,,,,
9,0.59,RF+B,3.2824858757062145,-1.0,-1.0,1.0,11.0,,,,,
10,0.61,RF+B,3.5027322404371586,-1.0,-1.0,1.0,11.0,,,,,
1,0.2,CPI,1.0,0.3,0.7,,,,,,,
2,0.3233333333333333,CPI,1.3814432989690721,0.3,0.7,,,,,,,
3,0.37333333333333335,CPI,1.5982142857142858,0.3,0.7,,,,,,,
4,0.4,CPI,1.7583333333333333,0.3,0.7,,,,,,,
5,0.43666666666666665,CPI,2.030534351145038,0.3,0.7,,,,,,,
6,0.46,CPI,2.2318840579710146,0.3,0.7,,,,,,,
7,0.47333333333333333,CPI,2.3661971830985915,0.3,0.7,,,,,,,
8,0.49666666666666665,CPI,2.6308724832214767,0.3,0.7,,,,,,,
9,0.5233333333333333,CPI,2.9554140127388533,0.3,0.7,,,,,,,
10,0.5366666666666666,CPI,3.130434782608696,0.3,0.7,,,,,,,
1,0.22666666666666666,Tailored Approach,1.0,0.3,0.7,1.0,11.0,0.25,0.23333333333333334,0.2,0.5153333333333333,2.2168078894671357
2,0.36666666666666664,Tailored Approach,1.3818181818181818,0.3,0.7,1.0,11.0,0.25,0.23333333333333334,0.2,0.5153333333333333,2.2168078894671357
3,0.4533333333333333,Tailored Approach,1.6911764705882353,0.3,0.7,1.0,11.0,0.25,0.23333333333333334,0.2,0.5153333333333333,2.2168078894671357
4,0.49,Tailored Approach,1.8639455782312926,0.3,0.7,1.0,11.0,0.25,0.23333333333333334,0.2,0.5153333333333333,2.2168078894671357
5,0.5166666666666667,Tailored Approach,2.0258064516129033,0.3,0.7,1.0,11.0,0.25,0.23333333333333334,0.2,0.5153333333333333,2.2168078894671357
6,0.5533333333333333,Tailored Approach,2.289156626506024,0.3,0.7,1.0,11.0,0.25,0.23333333333333334,0.2,0.5153333333333333,2.2168078894671357
7,0.6033333333333334,Tailored Approach,2.679558011049724,0.3,0.7,1.0,11.0,0.25,0.23333333333333334,0.2,0.5153333333333333,2.2168078894671357
8,0.63,Tailored Approach,2.9047619047619047,0.3,0.7,1.0,11.0,0.25,0.23333333333333334,0.2,0.5153333333333333,2.2168078894671357
9,0.6466666666666666,Tailored Approach,3.0618556701030926,0.3,0.7,1.0,11.0,0.25,0.23333333333333334,0.2,0.5153333333333333,2.2168078894671357
10,0.6666666666666666,Tailored Approach,3.27,0.3,0.7,1.0,11.0,0.25,0.23333333333333334,0.2,0.5153333333333333,2.2168078894671357
1,0.18333333333333332,CPI,1.0,0.3,0.8,,,,,,,
2,0.27,CPI,1.3209876543209877,0.3,0.8,,,,,,,
3,0.32666666666666666,CPI,1.6122448979591837,0.3,0.8,,,,,,,
4,0.38,CPI,1.9473684210526316,0.3,0.8,,,,,,,
5,0.41,CPI,2.1707317073170733,0.3,0.8,,,,,,,
6,0.44,CPI,2.4318181818181817,0.3,0.8,,,,,,,
7,0.48333333333333334,CPI,2.8413793103448275,0.3,0.8,,,,,,,
8,0.51,CPI,3.111111111111111,0.3,0.8,,,,,,,
9,0.5566666666666666,CPI,3.604790419161677,0.3,0.8,,,,,,,
10,0.59,CPI,3.9661016949152543,0.3,0.8,,,,,,,
1,0.22,Tailored Approach,1.0,0.3,0.8,1.0,11.0,0.25,0.23333333333333334,0.18333333333333332,0.5106666666666667,2.2293610899274894
2,0.36333333333333334,Tailored Approach,1.3944954128440368,0.3,0.8,1.0,11.0,0.25,0.23333333333333334,0.18333333333333332,0.5106666666666667,2.2293610899274894
3,0.45,Tailored Approach,1.7037037037037037,0.3,0.8,1.0,11.0,0.25,0.23333333333333334,0.18333333333333332,0.5106666666666667,2.2293610899274894
4,0.4866666666666667,Tailored Approach,1.8767123287671232,0.3,0.8,1.0,11.0,0.25,0.23333333333333334,0.18333333333333332,0.5106666666666667,2.2293610899274894
5,0.51,Tailored Approach,2.019607843137255,0.3,0.8,1.0,11.0,0.25,0.23333333333333334,0.18333333333333332,0.5106666666666667,2.2293610899274894
6,0.5466666666666666,Tailored Approach,2.2865853658536586,0.3,0.8,1.0,11.0,0.25,0.23333333333333334,0.18333333333333332,0.5106666666666667,2.2293610899274894
7,0.5966666666666667,Tailored Approach,2.6815642458100557,0.3,0.8,1.0,11.0,0.25,0.23333333333333334,0.18333333333333332,0.5106666666666667,2.2293610899274894
8,0.6266666666666667,Tailored Approach,2.9361702127659575,0.3,0.8,1.0,11.0,0.25,0.23333333333333334,0.18333333333333332,0.5106666666666667,2.2293610899274894
9,0.6433333333333333,Tailored Approach,3.093264248704663,0.3,0.8,1.0,11.0,0.25,0.23333333333333334,0.18333333333333332,0.5106666666666667,2.2293610899274894
10,0.6633333333333333,Tailored Approach,3.301507537688442,0.3,0.8,1.0,11.0,0.25,0.23333333333333334,0.18333333333333332,0.5106666666666667,2.2293610899274894
1,0.18333333333333332,CPI,1.0,0.3,0.75,,,,,,,
2,0.27,CPI,1.3209876543209877,0.3,0.75,,,,,,,
3,0.32666666666666666,CPI,1.6122448979591837,0.3,0.75,,,,,,,
4,0.38,CPI,1.9473684210526316,0.3,0.75,,,,,,,
5,0.41,CPI,2.1707317073170733,0.3,0.75,,,,,,,
6,0.44,CPI,2.4318181818181817,0.3,0.75,,,,,,,
7,0.48333333333333334,CPI,2.8413793103448275,0.3,0.75,,,,,,,
8,0.51,CPI,3.111111111111111,0.3,0.75,,,,,,,
9,0.5566666666666666,CPI,3.604790419161677,0.3,0.75,,,,,,,
10,0.59,CPI,3.9661016949152543,0.3,0.75,,,,,,,
1,0.22,Tailored Approach,1.0,0.3,0.75,1.0,11.0,0.25,0.23333333333333334,0.18333333333333332,0.5106666666666667,2.2293610899274894
2,0.36333333333333334,Tailored Approach,1.3944954128440368,0.3,0.75,1.0,11.0,0.25,0.23333333333333334,0.18333333333333332,0.5106666666666667,2.2293610899274894
3,0.45,Tailored Approach,1.7037037037037037,0.3,0.75,1.0,11.0,0.25,0.23333333333333334,0.18333333333333332,0.5106666666666667,2.2293610899274894
4,0.4866666666666667,Tailored Approach,1.8767123287671232,0.3,0.75,1.0,11.0,0.25,0.23333333333333334,0.18333333333333332,0.5106666666666667,2.2293610899274894
5,0.51,Tailored Approach,2.019607843137255,0.3,0.75,1.0,11.0,0.25,0.23333333333333334,0.18333333333333332,0.5106666666666667,2.2293610899274894
6,0.5466666666666666,Tailored Approach,2.2865853658536586,0.3,0.75,1.0,11.0,0.25,0.23333333333333334,0.18333333333333332,0.5106666666666667,2.2293610899274894
7,0.5966666666666667,Tailored Approach,2.6815642458100557,0.3,0.75,1.0,11.0,0.25,0.23333333333333334,0.18333333333333332,0.5106666666666667,2.2293610899274894
8,0.6266666666666667,Tailored Approach,2.9361702127659575,0.3,0.75,1.0,11.0,0.25,0.23333333333333334,0.18333333333333332,0.5106666666666667,2.2293610899274894
9,0.6433333333333333,Tailored Approach,3.093264248704663,0.3,0.75,1.0,11.0,0.25,0.23333333333333334,0.18333333333333332,0.5106666666666667,2.2293610899274894
10,0.6633333333333333,Tailored Approach,3.301507537688442,0.3,0.75,1.0,11.0,0.25,0.23333333333333334,0.18333333333333332,0.5106666666666667,2.2293610899274894
1,0.14666666666666667,CPI,1.0,0.3,0.85,,,,,,,
2,0.24333333333333335,CPI,1.3972602739726028,0.3,0.85,,,,,,,
3,0.30333333333333334,CPI,1.7142857142857142,0.3,0.85,,,,,,,
4,0.3466666666666667,CPI,2.0,0.3,0.85,,,,,,,
5,0.38666666666666666,CPI,2.310344827586207,0.3,0.85,,,,,,,
6,0.4166666666666667,CPI,2.576,0.3,0.85,,,,,,,
7,0.43,CPI,2.7131782945736433,0.3,0.85,,,,,,,
8,0.45666666666666667,CPI,3.021897810218978,0.3,0.85,,,,,,,
9,0.48,CPI,3.3125,0.3,0.85,,,,,,,
10,0.5033333333333333,CPI,3.622516556291391,0.3,0.85,,,,,,,
1,0.22,Tailored Approach,1.0,0.3,0.85,1.0,11.0,0.25,0.23333333333333334,0.14666666666666667,0.508,2.217409823991409
2,0.36,Tailored Approach,1.3888888888888888,0.3,0.85,1.0,11.0,0.25,0.23333333333333334,0.14666666666666667,0.508,2.217409823991409
3,0.45,Tailored Approach,1.711111111111111,0.3,0.85,1.0,11.0,0.25,0.23333333333333334,0.14666666666666667,0.508,2.217409823991409
4,0.4866666666666667,Tailored Approach,1.8835616438356164,0.3,0.85,1.0,11.0,0.25,0.23333333333333334,0.14666666666666667,0.508,2.217409823991409
5,0.51,Tailored Approach,2.026143790849673,0.3,0.85,1.0,11.0,0.25,0.23333333333333334,0.14666666666666667,0.508,2.217409823991409
6,0.5466666666666666,Tailored Approach,2.292682926829268,0.3,0.85,1.0,11.0,0.25,0.23333333333333334,0.14666666666666667,0.508,2.217409823991409
7,0.5933333333333334,Tailored Approach,2.662921348314607,0.3,0.85,1.0,11.0,0.25,0.23333333333333334,0.14666666666666667,0.508,2.217409823991409
8,0.62,Tailored Approach,2.89247311827957,0.3,0.85,1.0,11.0,0.25,0.23333333333333334,0.14666666666666667,0.508,2.217409823991409
9,0.6366666666666667,Tailored Approach,3.0523560209424083,0.3,0.85,1.0,11.0,0.25,0.23333333333333334,0.14666666666666667,0.508,2.217409823991409
10,0.6566666666666666,Tailored Approach,3.263959390862944,0.3,0.85,1.0,11.0,0.25,0.23333333333333334,0.14666666666666667,0.508,2.217409823991409
1,0.2,CPI,1.0,0.2,0.7,,,,,,,
2,0.3233333333333333,CPI,1.3814432989690721,0.2,0.7,,,,,,,
3,0.37333333333333335,CPI,1.5982142857142858,0.2,0.7,,,,,,,
4,0.4,CPI,1.7583333333333333,0.2,0.7,,,,,,,
5,0.43666666666666665,CPI,2.030534351145038,0.2,0.7,,,,,,,
6,0.46,CPI,2.2318840579710146,0.2,0.7,,,,,,,
7,0.47333333333333333,CPI,2.3661971830985915,0.2,0.7,,,,,,,
8,0.49666666666666665,CPI,2.6308724832214767,0.2,0.7,,,,,,,
9,0.5233333333333333,CPI,2.9554140127388533,0.2,0.7,,,,,,,
10,0.5366666666666666,CPI,3.130434782608696,0.2,0.7,,,,,,,
1,0.23,Tailored Approach,1.0,0.2,0.7,1.0,11.0,0.25,0.23333333333333334,0.2,0.5106666666666666,2.228230995095699
2,0.3566666666666667,Tailored Approach,1.355140186915888,0.2,0.7,1.0,11.0,0.25,0.23333333333333334,0.2,0.5106666666666666,2.228230995095699
3,0.44666666666666666,Tailored Approach,1.6865671641791045,0.2,0.7,1.0,11.0,0.25,0.23333333333333334,0.2,0.5106666666666666,2.228230995095699
4,0.48333333333333334,Tailored Approach,1.8620689655172413,0.2,0.7,1.0,11.0,0.25,0.23333333333333334,0.2,0.5106666666666666,2.228230995095699
5,0.51,Tailored Approach,2.026143790849673,0.2,0.7,1.0,11.0,0.25,0.23333333333333334,0.2,0.5106666666666666,2.228230995095699
6,0.55,Tailored Approach,2.315151515151515,0.2,0.7,1.0,11.0,0.25,0.23333333333333334,0.2,0.5106666666666666,2.228230995095699
7,0.5933333333333334,Tailored Approach,2.657303370786517,0.2,0.7,1.0,11.0,0.25,0.23333333333333334,0.2,0.5106666666666666,2.228230995095699
8,0.6266666666666667,Tailored Approach,2.9414893617021276,0.2,0.7,1.0,11.0,0.25,0.23333333333333334,0.2,0.5106666666666666,2.228230995095699
9,0.6433333333333333,Tailored Approach,3.098445595854922,0.2,0.7,1.0,11.0,0.25,0.23333333333333334,0.2,0.5106666666666666,2.228230995095699
10,0.6666666666666666,Tailored Approach,3.34,0.2,0.7,1.0,11.0,0.25,0.23333333333333334,0.2,0.5106666666666666,2.228230995095699
1,0.18333333333333332,CPI,1.0,0.2,0.8,,,,,,,
2,0.27,CPI,1.3209876543209877,0.2,0.8,,,,,,,
3,0.32666666666666666,CPI,1.6122448979591837,0.2,0.8,,,,,,,
4,0.38,CPI,1.9473684210526316,0.2,0.8,,,,,,,
5,0.41,CPI,2.1707317073170733,0.2,0.8,,,,,,,
6,0.44,CPI,2.4318181818181817,0.2,0.8,,,,,,,
7,0.48333333333333334,CPI,2.8413793103448275,0.2,0.8,,,,,,,
8,0.51,CPI,3.111111111111111,0.2,0.8,,,,,,,
9,0.5566666666666666,CPI,3.604790419161677,0.2,0.8,,,,,,,
10,0.59,CPI,3.9661016949152543,0.2,0.8,,,,,,,
1,0.22,Tailored Approach,1.0,0.2,0.8,1.0,11.0,0.25,0.23333333333333334,0.18333333333333332,0.505,2.2495458528270436
2,0.35,Tailored Approach,1.3714285714285714,0.2,0.8,1.0,11.0,0.25,0.23333333333333334,0.18333333333333332,0.505,2.2495458528270436
3,0.44,Tailored Approach,1.7045454545454546,0.2,0.8,1.0,11.0,0.25,0.23333333333333334,0.18333333333333332,0.505,2.2495458528270436
4,0.48333333333333334,Tailored Approach,1.910344827586207,0.2,0.8,1.0,11.0,0.25,0.23333333333333334,0.18333333333333332,0.505,2.2495458528270436
5,0.5066666666666667,Tailored Approach,2.0526315789473686,0.2,0.8,1.0,11.0,0.25,0.23333333333333334,0.18333333333333332,0.505,2.2495458528270436
6,0.54,Tailored Approach,2.2962962962962963,0.2,0.8,1.0,11.0,0.25,0.23333333333333334,0.18333333333333332,0.505,2.2495458528270436
7,0.5866666666666667,Tailored Approach,2.6704545454545454,0.2,0.8,1.0,11.0,0.25,0.23333333333333334,0.18333333333333332,0.505,2.2495458528270436
8,0.62,Tailored Approach,2.956989247311828,0.2,0.8,1.0,11.0,0.25,0.23333333333333334,0.18333333333333332,0.505,2.2495458528270436
9,0.64,Tailored Approach,3.1458333333333335,0.2,0.8,1.0,11.0,0.25,0.23333333333333334,0.18333333333333332,0.505,2.2495458528270436
10,0.6633333333333333,Tailored Approach,3.386934673366834,0.2,0.8,1.0,11.0,0.25,0.23333333333333334,0.18333333333333332,0.505,2.2495458528270436
1,0.18333333333333332,CPI,1.0,0.2,0.75,,,,,,,
2,0.27,CPI,1.3209876543209877,0.2,0.75,,,,,,,
3,0.32666666666666666,CPI,1.6122448979591837,0.2,0.75,,,,,,,
4,0.38,CPI,1.9473684210526316,0.2,0.75,,,,,,,
5,0.41,CPI,2.1707317073170733,0.2,0.75,,,,,,,
6,0.44,CPI,2.4318181818181817,0.2,0.75,,,,,,,
7,0.48333333333333334,CPI,2.8413793103448275,0.2,0.75,,,,,,,
8,0.51,CPI,3.111111111111111,0.2,0.75,,,,,,,
9,0.5566666666666666,CPI,3.604790419161677,0.2,0.75,,,,,,,
