#Samples,missing,#Features,#Classes,Gini,#SPH,#CPI,max info loss,gini,p value,Method,Run
68.0,7.292935536756557,82.09375,13.9375,0.1530150681881988,7,3,0.25,0.25,0.7,SPH+CPI,1
68.0,7.196735409326558,82.0,13.9375,0.15275738521601082,7,3,0.25,0.25,0.75,SPH+CPI,1
68.0,7.196735409326558,82.0,13.9375,0.15275738521601082,7,3,0.25,0.25,0.8,SPH+CPI,1
68.0,7.192078836572401,82.0,13.9375,0.15204416651475236,7,3,0.25,0.25,0.85,SPH+CPI,1
68.0,7.19249698662042,82.0,13.9375,0.15174929025173314,7,3,0.25,0.25,0.9,SPH+CPI,1
75.0344827586207,6.743367083120791,81.58620689655176,15.379310344827584,0.1652309587091957,7,0,0.25,0.3,0.7,SPH+CPI,1
75.0344827586207,6.743367083120791,81.58620689655176,15.379310344827584,0.1652309587091957,7,0,0.25,0.3,0.75,SPH+CPI,1
75.0344827586207,6.743367083120791,81.58620689655176,15.379310344827584,0.1652309587091957,7,0,0.25,0.3,0.8,SPH+CPI,1
75.0344827586207,6.743367083120791,81.58620689655176,15.379310344827584,0.1652309587091957,7,0,0.25,0.3,0.85,SPH+CPI,1
75.0344827586207,6.743367083120791,81.58620689655176,15.379310344827584,0.1652309587091957,7,0,0.25,0.3,0.9,SPH+CPI,1
75.0344827586207,6.743367083120791,81.58620689655176,15.379310344827584,0.1652309587091957,7,0,0.25,0.35,0.7,SPH+CPI,1
75.0344827586207,6.743367083120791,81.58620689655176,15.379310344827584,0.1652309587091957,7,0,0.25,0.35,0.75,SPH+CPI,1
75.0344827586207,6.743367083120791,81.58620689655176,15.379310344827584,0.1652309587091957,7,0,0.25,0.35,0.8,SPH+CPI,1
75.0344827586207,6.743367083120791,81.58620689655176,15.379310344827584,0.1652309587091957,7,0,0.25,0.35,0.85,SPH+CPI,1
75.0344827586207,6.743367083120791,81.58620689655176,15.379310344827584,0.1652309587091957,7,0,0.25,0.35,0.9,SPH+CPI,1
75.0344827586207,6.743367083120791,81.58620689655176,15.379310344827584,0.1652309587091957,7,0,0.25,0.4,0.7,SPH+CPI,1
75.0344827586207,6.743367083120791,81.58620689655176,15.379310344827584,0.1652309587091957,7,0,0.25,0.4,0.75,SPH+CPI,1
75.0344827586207,6.743367083120791,81.58620689655176,15.379310344827584,0.1652309587091957,7,0,0.25,0.4,0.8,SPH+CPI,1
75.0344827586207,6.743367083120791,81.58620689655176,15.379310344827584,0.1652309587091957,7,0,0.25,0.4,0.85,SPH+CPI,1
75.0344827586207,6.743367083120791,81.58620689655176,15.379310344827584,0.1652309587091957,7,0,0.25,0.4,0.9,SPH+CPI,1
58.94444444444446,7.251170623552606,82.0277777777778,11.861111111111109,0.12759874476074384,6,7,0.3,0.2,0.7,SPH+CPI,1
58.94444444444446,7.165659399170382,81.94444444444444,11.86111111111111,0.12736969322991007,6,7,0.3,0.2,0.75,SPH+CPI,1
58.94444444444446,7.165025426135981,81.94444444444444,11.86111111111111,0.12719318816834754,6,7,0.3,0.2,0.8,SPH+CPI,1
58.94444444444446,7.176089622437231,81.94444444444444,11.861111111111109,0.126061255771921,6,7,0.3,0.2,0.85,SPH+CPI,1
58.94444444444446,7.176461311368805,81.94444444444444,11.861111111111109,0.12579914353812613,6,7,0.3,0.2,0.9,SPH+CPI,1
66.3125,7.104133453423224,81.90625,13.34375,0.14810435390248453,6,3,0.3,0.25,0.7,SPH+CPI,1
66.3125,7.007933325993225,81.8125,13.34375,0.14784667093029655,6,3,0.3,0.25,0.75,SPH+CPI,1
66.3125,7.007933325993225,81.8125,13.34375,0.14784667093029655,6,3,0.3,0.25,0.8,SPH+CPI,1
66.3125,7.003276753239068,81.8125,13.34375,0.1471334522290381,6,3,0.3,0.25,0.85,SPH+CPI,1
66.3125,7.003694903287087,81.8125,13.34375,0.14683857596601887,6,3,0.3,0.25,0.9,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.3,0.3,0.7,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.3,0.3,0.75,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.3,0.3,0.8,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.3,0.3,0.85,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.3,0.3,0.9,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.3,0.35,0.7,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.3,0.35,0.75,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.3,0.35,0.8,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.3,0.35,0.85,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.3,0.35,0.9,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.3,0.4,0.7,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.3,0.4,0.75,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.3,0.4,0.8,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.3,0.4,0.85,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.3,0.4,0.9,SPH+CPI,1
58.94444444444446,7.251170623552606,82.0277777777778,11.861111111111109,0.12759874476074384,6,7,0.35,0.2,0.7,SPH+CPI,1
58.94444444444446,7.165659399170382,81.94444444444444,11.86111111111111,0.12736969322991007,6,7,0.35,0.2,0.75,SPH+CPI,1
58.94444444444446,7.165025426135981,81.94444444444444,11.86111111111111,0.12719318816834754,6,7,0.35,0.2,0.8,SPH+CPI,1
58.94444444444446,7.176089622437231,81.94444444444444,11.861111111111109,0.126061255771921,6,7,0.35,0.2,0.85,SPH+CPI,1
58.94444444444446,7.176461311368805,81.94444444444444,11.861111111111109,0.12579914353812613,6,7,0.35,0.2,0.9,SPH+CPI,1
66.3125,7.104133453423224,81.90625,13.34375,0.14810435390248453,6,3,0.35,0.25,0.7,SPH+CPI,1
66.3125,7.007933325993225,81.8125,13.34375,0.14784667093029655,6,3,0.35,0.25,0.75,SPH+CPI,1
66.3125,7.007933325993225,81.8125,13.34375,0.14784667093029655,6,3,0.35,0.25,0.8,SPH+CPI,1
66.3125,7.003276753239068,81.8125,13.34375,0.1471334522290381,6,3,0.35,0.25,0.85,SPH+CPI,1
66.3125,7.003694903287087,81.8125,13.34375,0.14683857596601887,6,3,0.35,0.25,0.9,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.35,0.3,0.7,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.35,0.3,0.75,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.35,0.3,0.8,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.35,0.3,0.85,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.35,0.3,0.9,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.35,0.35,0.7,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.35,0.35,0.75,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.35,0.35,0.8,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.35,0.35,0.85,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.35,0.35,0.9,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.35,0.4,0.7,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.35,0.4,0.75,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.35,0.4,0.8,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.35,0.4,0.85,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.35,0.4,0.9,SPH+CPI,1
58.94444444444446,7.251170623552606,82.0277777777778,11.861111111111109,0.12759874476074384,6,7,0.4,0.2,0.7,SPH+CPI,1
58.94444444444446,7.165659399170382,81.94444444444444,11.86111111111111,0.12736969322991007,6,7,0.4,0.2,0.75,SPH+CPI,1
58.94444444444446,7.165025426135981,81.94444444444444,11.86111111111111,0.12719318816834754,6,7,0.4,0.2,0.8,SPH+CPI,1
58.94444444444446,7.176089622437231,81.94444444444444,11.861111111111109,0.126061255771921,6,7,0.4,0.2,0.85,SPH+CPI,1
58.94444444444446,7.176461311368805,81.94444444444444,11.861111111111109,0.12579914353812613,6,7,0.4,0.2,0.9,SPH+CPI,1
66.3125,7.104133453423224,81.90625,13.34375,0.14810435390248453,6,3,0.4,0.25,0.7,SPH+CPI,1
66.3125,7.007933325993225,81.8125,13.34375,0.14784667093029655,6,3,0.4,0.25,0.75,SPH+CPI,1
66.3125,7.007933325993225,81.8125,13.34375,0.14784667093029655,6,3,0.4,0.25,0.8,SPH+CPI,1
66.3125,7.003276753239068,81.8125,13.34375,0.1471334522290381,6,3,0.4,0.25,0.85,SPH+CPI,1
66.3125,7.003694903287087,81.8125,13.34375,0.14683857596601887,6,3,0.4,0.25,0.9,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.4,0.3,0.7,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.4,0.3,0.75,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.4,0.3,0.8,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.4,0.3,0.85,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.4,0.3,0.9,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.4,0.35,0.7,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.4,0.35,0.75,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.4,0.35,0.8,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.4,0.35,0.85,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.4,0.35,0.9,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.4,0.4,0.7,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.4,0.4,0.75,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.4,0.4,0.8,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.4,0.4,0.85,SPH+CPI,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.4,0.4,0.9,SPH+CPI,1
137.86206896551727,9.53231689140086,84.31034482758622,26.827586206896544,0.19724198142291435,19,0,0.1,,,SPH,1
121.65517241379314,8.627299857505283,83.3793103448276,23.51724137931034,0.18621205626696657,15,0,0.15,,,SPH,1
107.51724137931036,7.721011445028733,82.48275862068968,20.20689655172414,0.18336066443059734,11,0,0.2,,,SPH,1
75.0344827586207,6.743367083120791,81.58620689655176,15.379310344827584,0.1652309587091957,7,0,0.25,,,SPH,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.3,,,SPH,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.35,,,SPH,1
73.17241379310346,6.535033749787458,81.37931034482762,14.724137931034484,0.15981223949737308,6,0,0.4,,,SPH,1
750.0,24.014666666666667,100.0,84.0,0.3338730158730159,0,0,,,,RF,1
750.0,0.0,10.0,84.0,0.3338730158730159,0,0,,,,RF+B,1
375.0000000000002,24.014189568941617,99.99999999999991,41.99999999999999,0.18930554335109764,0,29,,0.2,0.7,CPI,1
374.9999999999997,24.012816343424785,99.99999999999991,42.0,0.18847952084707054,0,29,,0.2,0.75,CPI,1
374.9999999999997,24.024438637243513,99.99999999999991,41.999999999999986,0.18628117913832204,0,29,,0.2,0.8,CPI,1
374.9999999999998,23.99582687654621,99.99999999999991,42.00000000000001,0.18418811088518922,0,29,,0.2,0.85,CPI,1
374.99999999999994,23.996878469074943,99.99999999999991,42.0,0.1838336722488717,0,29,,0.2,0.9,CPI,1
375.0000000000002,24.014189568941617,99.99999999999991,41.99999999999999,0.18930554335109764,0,29,,0.25,0.7,CPI,1
374.9999999999997,24.012816343424785,99.99999999999991,42.0,0.18847952084707054,0,29,,0.25,0.75,CPI,1
374.9999999999997,24.024438637243513,99.99999999999991,41.999999999999986,0.18628117913832204,0,29,,0.25,0.8,CPI,1
374.9999999999998,23.99582687654621,99.99999999999991,42.00000000000001,0.18418811088518922,0,29,,0.25,0.85,CPI,1
374.99999999999994,23.996878469074943,99.99999999999991,42.0,0.1838336722488717,0,29,,0.25,0.9,CPI,1
375.0000000000002,24.014189568941617,99.99999999999991,41.99999999999999,0.18930554335109764,0,29,,0.3,0.7,CPI,1
374.9999999999997,24.012816343424785,99.99999999999991,42.0,0.18847952084707054,0,29,,0.3,0.75,CPI,1
374.9999999999997,24.024438637243513,99.99999999999991,41.999999999999986,0.18628117913832204,0,29,,0.3,0.8,CPI,1
374.9999999999998,23.99582687654621,99.99999999999991,42.00000000000001,0.18418811088518922,0,29,,0.3,0.85,CPI,1
374.99999999999994,23.996878469074943,99.99999999999991,42.0,0.1838336722488717,0,29,,0.3,0.9,CPI,1
750.0,24.014666666666663,100.00000000000004,84.00000000000001,0.33387301587301604,0,0,,0.35,0.7,CPI,1
750.0,24.014666666666663,100.00000000000004,84.00000000000001,0.33387301587301604,0,0,,0.35,0.75,CPI,1
750.0,24.014666666666663,100.00000000000004,84.00000000000001,0.33387301587301604,0,0,,0.35,0.8,CPI,1
750.0,24.014666666666663,100.00000000000004,84.00000000000001,0.33387301587301604,0,0,,0.35,0.85,CPI,1
750.0,24.014666666666663,100.00000000000004,84.00000000000001,0.33387301587301604,0,0,,0.35,0.9,CPI,1
750.0,24.014666666666663,100.00000000000004,84.00000000000001,0.33387301587301604,0,0,,0.4,0.7,CPI,1
750.0,24.014666666666663,100.00000000000004,84.00000000000001,0.33387301587301604,0,0,,0.4,0.75,CPI,1
750.0,24.014666666666663,100.00000000000004,84.00000000000001,0.33387301587301604,0,0,,0.4,0.8,CPI,1
750.0,24.014666666666663,100.00000000000004,84.00000000000001,0.33387301587301604,0,0,,0.4,0.85,CPI,1
750.0,24.014666666666663,100.00000000000004,84.00000000000001,0.33387301587301604,0,0,,0.4,0.9,CPI,1
