;CM Index;gini_parameter;p_parameter;Training gini;gini;gini SPH;gini CPI;Missing;Missing SPH;Missing CPI;#Classes;#Classes SPH;#Classes CPI;#Samples;#Samples SPH;#Samples CPI
0;gini;0,25;0,7;0,3234259083127259;0,31775510204081625;0,16129530021324748;0,14135209221768777;23,999999999999996;6,839489260195048;6,944696629754857;84;13,931034482758621;13,03225806451613;1050;55,62068965517241;52,16129032258065
0;gini;0,25;0,75;0,3234259083127259;0,31775510204081625;0,16129530021324748;0,14093189003202977;23,999999999999996;6,839489260195048;6,944696629754857;84;13,931034482758621;13,03225806451613;1050;55,62068965517241;52,16129032258065
0;gini;0,25;0,8;0,3234259083127259;0,31775510204081625;0,16129530021324748;0,14078686287692307;23,999999999999996;6,839489260195048;6,944696629754857;84;13,931034482758621;13,03225806451613;1050;55,62068965517241;52,16129032258065
0;gini;0,25;0,85;0,3234259083127259;0,31775510204081625;0,16129530021324748;0,14088986488057215;23,999999999999996;6,839489260195048;6,944696629754857;84;13,931034482758621;13,03225806451613;1050;55,62068965517241;52,16129032258065
0;gini;0,25;0,9;0,3234259083127259;0,31775510204081625;0,16129530021324748;0,14077546730272286;23,999999999999996;6,839489260195048;6,944696629754857;84;13,931034482758621;13,03225806451613;1050;55,62068965517241;52,16129032258065
0;gini;0,25;0,95;0,3234259083127259;0,31775510204081625;0,16129530021324748;0,14077546730272286;23,999999999999996;6,839489260195048;6,944696629754857;84;13,931034482758621;13,03225806451613;1050;55,62068965517241;52,16129032258065
0;gini;0,3;0,7;0,3234259083127259;0,31775510204081625;0,16129530021324748;0,14480767909502815;23,999999999999996;6,839489260195048;6,788589618188547;84;13,931034482758621;13,466666666666667;1050;55,62068965517241;53,9
0;gini;0,3;0,75;0,3234259083127259;0,31775510204081625;0,16129530021324748;0,14480767909502815;23,999999999999996;6,839489260195048;6,788589618188547;84;13,931034482758621;13,466666666666667;1050;55,62068965517241;53,9
0;gini;0,3;0,8;0,3234259083127259;0,31775510204081625;0,16129530021324748;0,14480767909502815;23,999999999999996;6,839489260195048;6,788589618188547;84;13,931034482758621;13,466666666666667;1050;55,62068965517241;53,9
0;gini;0,3;0,85;0,3234259083127259;0,31775510204081625;0,16129530021324748;0,14480767909502815;23,999999999999996;6,839489260195048;6,788589618188547;84;13,931034482758621;13,466666666666667;1050;55,62068965517241;53,9
0;gini;0,3;0,9;0,3234259083127259;0,31775510204081625;0,16129530021324748;0,14480767909502815;23,999999999999996;6,839489260195048;6,788589618188547;84;13,931034482758621;13,466666666666667;1050;55,62068965517241;53,9
0;gini;0,3;0,95;0,3234259083127259;0,31775510204081625;0,16129530021324748;0,14480767909502815;23,999999999999996;6,839489260195048;6,788589618188547;84;13,931034482758621;13,466666666666667;1050;55,62068965517241;53,9
0;gini;0,35;0,7;0,3234259083127259;0,31775510204081625;0,16129530021324748;0,16129530021324748;23,999999999999996;6,839489260195048;6,839489260195048;84;13,931034482758621;13,931034482758621;1050;55,62068965517241;55,62068965517241
0;gini;0,35;0,75;0,3234259083127259;0,31775510204081625;0,16129530021324748;0,16129530021324748;23,999999999999996;6,839489260195048;6,839489260195048;84;13,931034482758621;13,931034482758621;1050;55,62068965517241;55,62068965517241
0;gini;0,35;0,8;0,3234259083127259;0,31775510204081625;0,16129530021324748;0,16129530021324748;23,999999999999996;6,839489260195048;6,839489260195048;84;13,931034482758621;13,931034482758621;1050;55,62068965517241;55,62068965517241
0;gini;0,35;0,85;0,3234259083127259;0,31775510204081625;0,16129530021324748;0,16129530021324748;23,999999999999996;6,839489260195048;6,839489260195048;84;13,931034482758621;13,931034482758621;1050;55,62068965517241;55,62068965517241
0;gini;0,35;0,9;0,3234259083127259;0,31775510204081625;0,16129530021324748;0,16129530021324748;23,999999999999996;6,839489260195048;6,839489260195048;84;13,931034482758621;13,931034482758621;1050;55,62068965517241;55,62068965517241
0;gini;0,35;0,95;0,3234259083127259;0,31775510204081625;0,16129530021324748;0,16129530021324748;23,999999999999996;6,839489260195048;6,839489260195048;84;13,931034482758621;13,931034482758621;1050;55,62068965517241;55,62068965517241
0;gini;0,4;0,7;0,3234259083127259;0,31775510204081625;0,16129530021324748;0,16129530021324748;23,999999999999996;6,839489260195048;6,839489260195048;84;13,931034482758621;13,931034482758621;1050;55,62068965517241;55,62068965517241
0;gini;0,4;0,75;0,3234259083127259;0,31775510204081625;0,16129530021324748;0,16129530021324748;23,999999999999996;6,839489260195048;6,839489260195048;84;13,931034482758621;13,931034482758621;1050;55,62068965517241;55,62068965517241
0;gini;0,4;0,8;0,3234259083127259;0,31775510204081625;0,16129530021324748;0,16129530021324748;23,999999999999996;6,839489260195048;6,839489260195048;84;13,931034482758621;13,931034482758621;1050;55,62068965517241;55,62068965517241
0;gini;0,4;0,85;0,3234259083127259;0,31775510204081625;0,16129530021324748;0,16129530021324748;23,999999999999996;6,839489260195048;6,839489260195048;84;13,931034482758621;13,931034482758621;1050;55,62068965517241;55,62068965517241
0;gini;0,4;0,9;0,3234259083127259;0,31775510204081625;0,16129530021324748;0,16129530021324748;23,999999999999996;6,839489260195048;6,839489260195048;84;13,931034482758621;13,931034482758621;1050;55,62068965517241;55,62068965517241
0;gini;0,4;0,95;0,3234259083127259;0,31775510204081625;0,16129530021324748;0,16129530021324748;23,999999999999996;6,839489260195048;6,839489260195048;84;13,931034482758621;13,931034482758621;1050;55,62068965517241;55,62068965517241
