Method,R_e,A@e,RA@e,Run,max info loss,gini,p value
SPH+CPI,1,0.20333333333333334,1.0,1,0.15,0.2,0.75
SPH+CPI,2,0.2966666666666667,1.3146067415730338,1,0.15,0.2,0.75
SPH+CPI,3,0.37,1.6486486486486487,1,0.15,0.2,0.75
SPH+CPI,4,0.45,2.066666666666667,1,0.15,0.2,0.75
SPH+CPI,5,0.49333333333333335,2.324324324324324,1,0.15,0.2,0.75
SPH+CPI,6,0.54,2.6419753086419755,1,0.15,0.2,0.75
SPH+CPI,7,0.57,2.871345029239766,1,0.15,0.2,0.75
SPH+CPI,8,0.5866666666666667,3.0170454545454546,1,0.15,0.2,0.75
SPH+CPI,9,0.6133333333333333,3.277173913043478,1,0.15,0.2,0.75
SPH+CPI,10,0.6466666666666666,3.6237113402061856,1,0.15,0.2,0.75
SPH+CPI,1,0.19333333333333333,1.0,1,0.15,0.2,0.8
SPH+CPI,2,0.2966666666666667,1.348314606741573,1,0.15,0.2,0.8
SPH+CPI,3,0.36333333333333334,1.651376146788991,1,0.15,0.2,0.8
SPH+CPI,4,0.44333333333333336,2.075187969924812,1,0.15,0.2,0.8
SPH+CPI,5,0.48,2.298611111111111,1,0.15,0.2,0.8
SPH+CPI,6,0.5266666666666666,2.6265822784810124,1,0.15,0.2,0.8
SPH+CPI,7,0.56,2.886904761904762,1,0.15,0.2,0.8
SPH+CPI,8,0.5766666666666667,3.0346820809248554,1,0.15,0.2,0.8
SPH+CPI,9,0.61,3.360655737704918,1,0.15,0.2,0.8
SPH+CPI,10,0.64,3.671875,1,0.15,0.2,0.8
SPH+CPI,1,0.19333333333333333,1.0,1,0.15,0.2,0.85
SPH+CPI,2,0.2966666666666667,1.348314606741573,1,0.15,0.2,0.85
SPH+CPI,3,0.36333333333333334,1.651376146788991,1,0.15,0.2,0.85
SPH+CPI,4,0.44333333333333336,2.075187969924812,1,0.15,0.2,0.85
SPH+CPI,5,0.48,2.298611111111111,1,0.15,0.2,0.85
SPH+CPI,6,0.5266666666666666,2.6265822784810124,1,0.15,0.2,0.85
SPH+CPI,7,0.56,2.886904761904762,1,0.15,0.2,0.85
SPH+CPI,8,0.5766666666666667,3.0346820809248554,1,0.15,0.2,0.85
SPH+CPI,9,0.61,3.360655737704918,1,0.15,0.2,0.85
SPH+CPI,10,0.64,3.671875,1,0.15,0.2,0.85
SPH+CPI,1,0.21333333333333335,1.0,1,0.15,0.2,0.9
SPH+CPI,2,0.31,1.3118279569892473,1,0.15,0.2,0.9
SPH+CPI,3,0.37,1.5855855855855856,1,0.15,0.2,0.9
SPH+CPI,4,0.44333333333333336,1.9849624060150375,1,0.15,0.2,0.9
SPH+CPI,5,0.5,2.3266666666666667,1,0.15,0.2,0.9
SPH+CPI,6,0.5233333333333333,2.4904458598726116,1,0.15,0.2,0.9
SPH+CPI,7,0.5666666666666667,2.835294117647059,1,0.15,0.2,0.9
SPH+CPI,8,0.59,3.0395480225988702,1,0.15,0.2,0.9
SPH+CPI,9,0.6133333333333333,3.266304347826087,1,0.15,0.2,0.9
SPH+CPI,10,0.64,3.546875,1,0.15,0.2,0.9
SPH+CPI,1,0.21333333333333335,1.0,1,0.15,0.25,0.7
SPH+CPI,2,0.3,1.288888888888889,1,0.15,0.25,0.7
SPH+CPI,3,0.37,1.6126126126126126,1,0.15,0.25,0.7
SPH+CPI,4,0.44,1.9924242424242424,1,0.15,0.25,0.7
SPH+CPI,5,0.49333333333333335,2.3175675675675675,1,0.15,0.25,0.7
SPH+CPI,6,0.54,2.6358024691358026,1,0.15,0.25,0.7
SPH+CPI,7,0.5733333333333334,2.88953488372093,1,0.15,0.25,0.7
SPH+CPI,8,0.5833333333333334,2.9771428571428573,1,0.15,0.25,0.7
SPH+CPI,9,0.6233333333333333,3.3636363636363638,1,0.15,0.25,0.7
SPH+CPI,10,0.6533333333333333,3.6683673469387754,1,0.15,0.25,0.7
SPH+CPI,1,0.20666666666666667,1.0,1,0.15,0.25,0.75
SPH+CPI,2,0.29333333333333333,1.2954545454545454,1,0.15,0.25,0.75
SPH+CPI,3,0.37333333333333335,1.6607142857142858,1,0.15,0.25,0.75
SPH+CPI,4,0.44666666666666666,2.044776119402985,1,0.15,0.25,0.75
SPH+CPI,5,0.49,2.306122448979592,1,0.15,0.25,0.75
SPH+CPI,6,0.54,2.6481481481481484,1,0.15,0.25,0.75
SPH+CPI,7,0.57,2.8771929824561404,1,0.15,0.25,0.75
SPH+CPI,8,0.5866666666666667,3.022727272727273,1,0.15,0.25,0.75
SPH+CPI,9,0.6133333333333333,3.282608695652174,1,0.15,0.25,0.75
SPH+CPI,10,0.6466666666666666,3.6288659793814433,1,0.15,0.25,0.75
SPH+CPI,1,0.2,1.0,1,0.15,0.25,0.8
SPH+CPI,2,0.2966666666666667,1.3258426966292134,1,0.15,0.25,0.8
SPH+CPI,3,0.37,1.6576576576576576,1,0.15,0.25,0.8
SPH+CPI,4,0.44333333333333336,2.045112781954887,1,0.15,0.25,0.8
SPH+CPI,5,0.48,2.2708333333333335,1,0.15,0.25,0.8
SPH+CPI,6,0.53,2.6226415094339623,1,0.15,0.25,0.8
SPH+CPI,7,0.56,2.857142857142857,1,0.15,0.25,0.8
SPH+CPI,8,0.5766666666666667,3.005780346820809,1,0.15,0.25,0.8
SPH+CPI,9,0.61,3.3333333333333335,1,0.15,0.25,0.8
SPH+CPI,10,0.64,3.6458333333333335,1,0.15,0.25,0.8
SPH+CPI,1,0.2,1.0,1,0.15,0.25,0.85
SPH+CPI,2,0.2966666666666667,1.3258426966292134,1,0.15,0.25,0.85
SPH+CPI,3,0.37,1.6576576576576576,1,0.15,0.25,0.85
SPH+CPI,4,0.44333333333333336,2.045112781954887,1,0.15,0.25,0.85
SPH+CPI,5,0.48,2.2708333333333335,1,0.15,0.25,0.85
SPH+CPI,6,0.53,2.6226415094339623,1,0.15,0.25,0.85
SPH+CPI,7,0.56,2.857142857142857,1,0.15,0.25,0.85
SPH+CPI,8,0.5766666666666667,3.005780346820809,1,0.15,0.25,0.85
SPH+CPI,9,0.61,3.3333333333333335,1,0.15,0.25,0.85
SPH+CPI,10,0.64,3.6458333333333335,1,0.15,0.25,0.85
SPH+CPI,1,0.22,1.0,1,0.15,0.25,0.9
SPH+CPI,2,0.31,1.2903225806451613,1,0.15,0.25,0.9
SPH+CPI,3,0.37666666666666665,1.592920353982301,1,0.15,0.25,0.9
SPH+CPI,4,0.44333333333333336,1.9548872180451127,1,0.15,0.25,0.9
SPH+CPI,5,0.5,2.3,1,0.15,0.25,0.9
SPH+CPI,6,0.5266666666666666,2.4873417721518987,1,0.15,0.25,0.9
SPH+CPI,7,0.5666666666666667,2.8058823529411763,1,0.15,0.25,0.9
SPH+CPI,8,0.59,3.0112994350282487,1,0.15,0.25,0.9
SPH+CPI,9,0.6133333333333333,3.239130434782609,1,0.15,0.25,0.9
SPH+CPI,10,0.64,3.5208333333333335,1,0.15,0.25,0.9
SPH+CPI,1,0.21666666666666667,1.0,1,0.15,0.3,0.7
SPH+CPI,2,0.30666666666666664,1.2934782608695652,1,0.15,0.3,0.7
SPH+CPI,3,0.37666666666666665,1.6106194690265487,1,0.15,0.3,0.7
SPH+CPI,4,0.44666666666666666,1.9850746268656716,1,0.15,0.3,0.7
SPH+CPI,5,0.49666666666666665,2.2885906040268456,1,0.15,0.3,0.7
