Method,R_e,A@e,RA@e,Run,max info loss,gini,p value
SPH+CPI,5,0.7033333333333334,1.4028436018957346,1,0.1,0.35,0.8
SPH+CPI,6,0.72,1.5092592592592593,1,0.1,0.35,0.8
SPH+CPI,7,0.7266666666666667,1.5596330275229358,1,0.1,0.35,0.8
SPH+CPI,8,0.7333333333333333,1.6181818181818182,1,0.1,0.35,0.8
SPH+CPI,9,0.7566666666666667,1.8458149779735682,1,0.1,0.35,0.8
SPH+CPI,10,0.77,1.9870129870129871,1,0.1,0.35,0.8
SPH+CPI,1,0.5633333333333334,1.0,1,0.1,0.35,0.85
SPH+CPI,2,0.6266666666666667,1.101063829787234,1,0.1,0.35,0.85
SPH+CPI,3,0.6533333333333333,1.1785714285714286,1,0.1,0.35,0.85
SPH+CPI,4,0.68,1.2892156862745099,1,0.1,0.35,0.85
SPH+CPI,5,0.6966666666666667,1.3779904306220097,1,0.1,0.35,0.85
SPH+CPI,6,0.7166666666666667,1.5069767441860464,1,0.1,0.35,0.85
SPH+CPI,7,0.7266666666666667,1.5825688073394495,1,0.1,0.35,0.85
SPH+CPI,8,0.7333333333333333,1.6409090909090909,1,0.1,0.35,0.85
SPH+CPI,9,0.7633333333333333,1.9301310043668123,1,0.1,0.35,0.85
SPH+CPI,10,0.7733333333333333,2.0344827586206895,1,0.1,0.35,0.85
SPH+CPI,1,0.5366666666666666,1.0,1,0.1,0.35,0.9
SPH+CPI,2,0.5866666666666667,1.0852272727272727,1,0.1,0.35,0.9
SPH+CPI,3,0.6366666666666667,1.2356020942408377,1,0.1,0.35,0.9
SPH+CPI,4,0.6566666666666666,1.3197969543147208,1,0.1,0.35,0.9
SPH+CPI,5,0.6733333333333333,1.4108910891089108,1,0.1,0.35,0.9
SPH+CPI,6,0.71,1.647887323943662,1,0.1,0.35,0.9
SPH+CPI,7,0.73,1.7945205479452055,1,0.1,0.35,0.9
SPH+CPI,8,0.74,1.8783783783783783,1,0.1,0.35,0.9
SPH+CPI,9,0.7533333333333333,2.004424778761062,1,0.1,0.35,0.9
SPH+CPI,10,0.7666666666666667,2.143478260869565,1,0.1,0.35,0.9
SPH+CPI,1,0.57,1.0,1,0.1,0.4,0.7
SPH+CPI,2,0.65,1.123076923076923,1,0.1,0.4,0.7
SPH+CPI,3,0.68,1.2058823529411764,1,0.1,0.4,0.7
SPH+CPI,4,0.6933333333333334,1.2596153846153846,1,0.1,0.4,0.7
SPH+CPI,5,0.72,1.3981481481481481,1,0.1,0.4,0.7
SPH+CPI,6,0.7266666666666667,1.4403669724770642,1,0.1,0.4,0.7
SPH+CPI,7,0.73,1.4657534246575343,1,0.1,0.4,0.7
SPH+CPI,8,0.74,1.554054054054054,1,0.1,0.4,0.7
SPH+CPI,9,0.7633333333333333,1.7816593886462881,1,0.1,0.4,0.7
SPH+CPI,10,0.77,1.852813852813853,1,0.1,0.4,0.7
SPH+CPI,1,0.57,1.0,1,0.1,0.4,0.75
SPH+CPI,2,0.6533333333333333,1.1275510204081634,1,0.1,0.4,0.75
SPH+CPI,3,0.68,1.2009803921568627,1,0.1,0.4,0.75
SPH+CPI,4,0.6966666666666667,1.2679425837320575,1,0.1,0.4,0.75
SPH+CPI,5,0.71,1.3380281690140845,1,0.1,0.4,0.75
SPH+CPI,6,0.7166666666666667,1.3813953488372093,1,0.1,0.4,0.75
SPH+CPI,7,0.72,1.4074074074074074,1,0.1,0.4,0.75
SPH+CPI,8,0.7266666666666667,1.4678899082568808,1,0.1,0.4,0.75
SPH+CPI,9,0.7566666666666667,1.7665198237885462,1,0.1,0.4,0.75
SPH+CPI,10,0.7666666666666667,1.873913043478261,1,0.1,0.4,0.75
SPH+CPI,1,0.55,1.0,1,0.1,0.4,0.8
SPH+CPI,2,0.6433333333333333,1.145077720207254,1,0.1,0.4,0.8
SPH+CPI,3,0.6733333333333333,1.2277227722772277,1,0.1,0.4,0.8
SPH+CPI,4,0.69,1.2946859903381642,1,0.1,0.4,0.8
SPH+CPI,5,0.7066666666666667,1.3820754716981132,1,0.1,0.4,0.8
SPH+CPI,6,0.7133333333333334,1.425233644859813,1,0.1,0.4,0.8
SPH+CPI,7,0.72,1.4768518518518519,1,0.1,0.4,0.8
SPH+CPI,8,0.7266666666666667,1.536697247706422,1,0.1,0.4,0.8
SPH+CPI,9,0.75,1.768888888888889,1,0.1,0.4,0.8
SPH+CPI,10,0.7633333333333333,1.9126637554585153,1,0.1,0.4,0.8
SPH+CPI,1,0.5666666666666667,1.0,1,0.1,0.4,0.85
SPH+CPI,2,0.6366666666666667,1.1099476439790577,1,0.1,0.4,0.85
SPH+CPI,3,0.6666666666666666,1.195,1,0.1,0.4,0.85
SPH+CPI,4,0.6833333333333333,1.2634146341463415,1,0.1,0.4,0.85
SPH+CPI,5,0.6933333333333334,1.3173076923076923,1,0.1,0.4,0.85
SPH+CPI,6,0.7133333333333334,1.4485981308411215,1,0.1,0.4,0.85
SPH+CPI,7,0.7233333333333334,1.5253456221198156,1,0.1,0.4,0.85
SPH+CPI,8,0.73,1.5844748858447488,1,0.1,0.4,0.85
SPH+CPI,9,0.7566666666666667,1.8458149779735682,1,0.1,0.4,0.85
SPH+CPI,10,0.7666666666666667,1.9521739130434783,1,0.1,0.4,0.85
SPH+CPI,1,0.5433333333333333,1.0,1,0.1,0.4,0.9
SPH+CPI,2,0.6,1.0944444444444446,1,0.1,0.4,0.9
SPH+CPI,3,0.6433333333333333,1.2227979274611398,1,0.1,0.4,0.9
SPH+CPI,4,0.66,1.292929292929293,1,0.1,0.4,0.9
SPH+CPI,5,0.68,1.4019607843137254,1,0.1,0.4,0.9
SPH+CPI,6,0.7133333333333334,1.6168224299065421,1,0.1,0.4,0.9
SPH+CPI,7,0.7233333333333334,1.6912442396313363,1,0.1,0.4,0.9
SPH+CPI,8,0.7366666666666667,1.8054298642533937,1,0.1,0.4,0.9
SPH+CPI,9,0.76,2.026315789473684,1,0.1,0.4,0.9
SPH+CPI,10,0.77,2.1298701298701297,1,0.1,0.4,0.9
SPH+CPI,1,0.5733333333333334,1.0,1,0.15,0.2,0.7
SPH+CPI,2,0.64,1.1041666666666667,1,0.15,0.2,0.7
SPH+CPI,3,0.6966666666666667,1.2583732057416268,1,0.15,0.2,0.7
SPH+CPI,4,0.7066666666666667,1.2971698113207548,1,0.15,0.2,0.7
SPH+CPI,5,0.7333333333333333,1.4318181818181819,1,0.15,0.2,0.7
SPH+CPI,6,0.7466666666666667,1.5133928571428572,1,0.15,0.2,0.7
SPH+CPI,7,0.7566666666666667,1.5859030837004404,1,0.15,0.2,0.7
SPH+CPI,8,0.77,1.696969696969697,1,0.15,0.2,0.7
SPH+CPI,9,0.78,1.7905982905982907,1,0.15,0.2,0.7
SPH+CPI,10,0.7933333333333333,1.9285714285714286,1,0.15,0.2,0.7
SPH+CPI,1,0.57,1.0,1,0.15,0.2,0.75
SPH+CPI,2,0.6533333333333333,1.1275510204081634,1,0.15,0.2,0.75
SPH+CPI,3,0.69,1.2270531400966183,1,0.15,0.2,0.75
SPH+CPI,4,0.7,1.2666666666666666,1,0.15,0.2,0.75
SPH+CPI,5,0.7166666666666667,1.3534883720930233,1,0.15,0.2,0.75
SPH+CPI,6,0.73,1.4383561643835616,1,0.15,0.2,0.75
SPH+CPI,7,0.7433333333333333,1.5381165919282511,1,0.15,0.2,0.75
SPH+CPI,8,0.7533333333333333,1.6238938053097345,1,0.15,0.2,0.75
SPH+CPI,9,0.77,1.7835497835497836,1,0.15,0.2,0.75
SPH+CPI,10,0.7866666666666666,1.9576271186440677,1,0.15,0.2,0.75
SPH+CPI,1,0.5533333333333333,1.0,1,0.15,0.2,0.8
SPH+CPI,2,0.65,1.1487179487179486,1,0.15,0.2,0.8
SPH+CPI,3,0.6833333333333333,1.2390243902439024,1,0.15,0.2,0.8
SPH+CPI,4,0.6966666666666667,1.291866028708134,1,0.15,0.2,0.8
SPH+CPI,5,0.72,1.412037037037037,1,0.15,0.2,0.8
SPH+CPI,6,0.74,1.5360360360360361,1,0.15,0.2,0.8
SPH+CPI,7,0.7533333333333333,1.6327433628318584,1,0.15,0.2,0.8
SPH+CPI,8,0.76,1.6885964912280702,1,0.15,0.2,0.8
SPH+CPI,9,0.7733333333333333,1.8146551724137931,1,0.15,0.2,0.8
SPH+CPI,10,0.7933333333333333,2.0210084033613445,1,0.15,0.2,0.8
SPH+CPI,1,0.57,1.0,1,0.15,0.2,0.85
SPH+CPI,2,0.6433333333333333,1.1139896373056994,1,0.15,0.2,0.85
SPH+CPI,3,0.6866666666666666,1.233009708737864,1,0.15,0.2,0.85
SPH+CPI,4,0.7,1.2857142857142858,1,0.15,0.2,0.85
SPH+CPI,5,0.7166666666666667,1.372093023255814,1,0.15,0.2,0.85
SPH+CPI,6,0.73,1.45662100456621,1,0.15,0.2,0.85
SPH+CPI,7,0.7566666666666667,1.6519823788546255,1,0.15,0.2,0.85
SPH+CPI,8,0.77,1.7619047619047619,1,0.15,0.2,0.85
SPH+CPI,9,0.7766666666666666,1.8240343347639485,1,0.15,0.2,0.85
SPH+CPI,10,0.7833333333333333,1.8936170212765957,1,0.15,0.2,0.85
SPH+CPI,1,0.54,1.0,1,0.15,0.2,0.9
SPH+CPI,2,0.6,1.1,1,0.15,0.2,0.9
SPH+CPI,3,0.6733333333333333,1.306930693069307,1,0.15,0.2,0.9
SPH+CPI,4,0.69,1.3719806763285025,1,0.15,0.2,0.9
SPH+CPI,5,0.6966666666666667,1.4066985645933014,1,0.15,0.2,0.9
SPH+CPI,6,0.7233333333333334,1.576036866359447,1,0.15,0.2,0.9
SPH+CPI,7,0.7533333333333333,1.7920353982300885,1,0.15,0.2,0.9
SPH+CPI,8,0.77,1.9264069264069263,1,0.15,0.2,0.9
SPH+CPI,9,0.77,1.9264069264069263,1,0.15,0.2,0.9
SPH+CPI,10,0.78,2.02991452991453,1,0.15,0.2,0.9
SPH+CPI,1,0.5733333333333334,1.0,1,0.15,0.25,0.7
SPH+CPI,2,0.64,1.1041666666666667,1,0.15,0.25,0.7
SPH+CPI,3,0.6966666666666667,1.2583732057416268,1,0.15,0.25,0.7
SPH+CPI,4,0.7033333333333334,1.2843601895734598,1,0.15,0.25,0.7
SPH+CPI,5,0.7333333333333333,1.4363636363636363,1,0.15,0.25,0.7
SPH+CPI,6,0.7466666666666667,1.5178571428571428,1,0.15,0.25,0.7
SPH+CPI,7,0.7566666666666667,1.5903083700440528,1,0.15,0.25,0.7
SPH+CPI,8,0.77,1.7012987012987013,1,0.15,0.25,0.7
SPH+CPI,9,0.78,1.794871794871795,1,0.15,0.25,0.7
SPH+CPI,10,0.7933333333333333,1.9327731092436975,1,0.15,0.25,0.7
SPH+CPI,1,0.57,1.0,1,0.15,0.25,0.75
SPH+CPI,2,0.6533333333333333,1.1275510204081634,1,0.15,0.25,0.75
SPH+CPI,3,0.69,1.2270531400966183,1,0.15,0.25,0.75
SPH+CPI,4,0.6966666666666667,1.2535885167464116,1,0.15,0.25,0.75
SPH+CPI,5,0.7166666666666667,1.3581395348837209,1,0.15,0.25,0.75
SPH+CPI,6,0.73,1.4429223744292237,1,0.15,0.25,0.75
SPH+CPI,7,0.7433333333333333,1.5426008968609866,1,0.15,0.25,0.75
SPH+CPI,8,0.7533333333333333,1.6283185840707965,1,0.15,0.25,0.75
SPH+CPI,9,0.77,1.7878787878787878,1,0.15,0.25,0.75
