;CM Index;gini_parameter;p_parameter;Training gini;gini;gini SPH;gini CPI;Missing;Missing SPH;Missing CPI;#Classes;#Classes SPH;#Classes CPI;#Samples;#Samples SPH;#Samples CPI
0;gini;0,25;0,7;0,5358412698412698;0,5544897959183672;0,2940686839488473;0,15672972766344778;23,99238095238096;7,079929291297395;7,654033021415256;84;11,862068965517242;7,478260869565218;1050;64,96551724137932;41,5
0;gini;0,25;0,75;0,5358412698412698;0,5544897959183672;0,2940686839488473;0,15204832675970678;23,99238095238096;7,079929291297395;7,654033021415256;84;11,862068965517242;7,478260869565218;1050;64,96551724137932;41,869565217391305
0;gini;0,25;0,8;0,5358412698412698;0,5544897959183672;0,2940686839488473;0,14970674218051186;23,99238095238096;7,079929291297395;7,654033021415256;84;11,862068965517242;7,478260869565218;1050;64,96551724137932;41,869565217391305
0;gini;0,25;0,85;0,5358412698412698;0,5544897959183672;0,2940686839488473;0,14961484482162962;23,99238095238096;7,079929291297395;7,654033021415256;84;11,862068965517242;7,478260869565218;1050;64,96551724137932;41,869565217391305
0;gini;0,25;0,9;0,5358412698412698;0,5544897959183672;0,2940686839488473;0,1316769310837021;23,99238095238096;7,079929291297395;7,654033021415256;84;11,862068965517242;7,478260869565218;1050;64,96551724137932;49,69565217391305
0;gini;0,25;0,95;0,5358412698412698;0,5544897959183672;0,2940686839488473;0,12630986739794436;23,99238095238096;7,079929291297395;7,654033021415256;84;11,862068965517242;7,478260869565218;1050;64,96551724137932;50,19565217391305
0;gini;0,3;0,7;0,5358412698412698;0,5544897959183672;0,2940686839488473;0,17434618323659232;23,99238095238096;7,079929291297395;7,264029041177526;84;11,862068965517242;8,19047619047619;1050;64,96551724137932;45,45238095238095
0;gini;0,3;0,75;0,5358412698412698;0,5544897959183672;0,2940686839488473;0,1692189346277331;23,99238095238096;7,079929291297395;7,264029041177526;84;11,862068965517242;8,19047619047619;1050;64,96551724137932;45,857142857142854
0;gini;0,3;0,8;0,5358412698412698;0,5544897959183672;0,2940686839488473;0,16951654725438267;23,99238095238096;7,079929291297395;7,264029041177526;84;11,862068965517242;8,19047619047619;1050;64,96551724137932;45,857142857142854
0;gini;0,3;0,85;0,5358412698412698;0,5544897959183672;0,2940686839488473;0,17055332673294166;23,99238095238096;7,079929291297395;7,264029041177526;84;11,862068965517242;8,19047619047619;1050;64,96551724137932;45,857142857142854
0;gini;0,3;0,9;0,5358412698412698;0,5544897959183672;0,2940686839488473;0,1489244612819263;23,99238095238096;7,079929291297395;7,264029041177526;84;11,862068965517242;8,19047619047619;1050;64,96551724137932;48,904761904761905
0;gini;0,3;0,95;0,5358412698412698;0,5544897959183672;0,2940686839488473;0,14304624867371546;23,99238095238096;7,079929291297395;7,264029041177526;84;11,862068965517242;8,19047619047619;1050;64,96551724137932;49,45238095238095
0;gini;0,35;0,7;0,5358412698412698;0,5544897959183672;0,2940686839488473;0,21070004104355858;23,99238095238096;7,079929291297395;7,431698552281536;84;11,862068965517242;8,820512820512821;1050;64,96551724137932;48,43589743589744
0;gini;0,35;0,75;0,5358412698412698;0,5544897959183672;0,2940686839488473;0,20517838869555632;23,99238095238096;7,079929291297395;7,431698552281536;84;11,862068965517242;8,820512820512821;1050;64,96551724137932;48,87179487179487
0;gini;0,35;0,8;0,5358412698412698;0,5544897959183672;0,2940686839488473;0,2054988946011789;23,99238095238096;7,079929291297395;7,431698552281536;84;11,862068965517242;8,820512820512821;1050;64,96551724137932;48,87179487179487
0;gini;0,35;0,85;0,5358412698412698;0,5544897959183672;0,2940686839488473;0,20661542634731936;23,99238095238096;7,079929291297395;7,431698552281536;84;11,862068965517242;8,820512820512821;1050;64,96551724137932;48,87179487179487
0;gini;0,35;0,9;0,5358412698412698;0,5544897959183672;0,2940686839488473;0,18332280201545662;23,99238095238096;7,079929291297395;7,431698552281536;84;11,862068965517242;8,820512820512821;1050;64,96551724137932;52,15384615384615
0;gini;0,35;0,95;0,5358412698412698;0,5544897959183672;0,2940686839488473;0,17699241920661424;23,99238095238096;7,079929291297395;7,431698552281536;84;11,862068965517242;8,820512820512821;1050;64,96551724137932;52,743589743589745
0;gini;0,4;0,7;0,5358412698412698;0,5544897959183672;0,2940686839488473;0,23156966527514258;23,99238095238096;7,079929291297395;7,475337608420156;84;11,862068965517242;9,555555555555555;1050;64,96551724137932;52,47222222222222
0;gini;0,4;0,75;0,5358412698412698;0,5544897959183672;0,2940686839488473;0,22998602337962165;23,99238095238096;7,079929291297395;7,475337608420156;84;11,862068965517242;9,555555555555555;1050;64,96551724137932;52,47222222222222
0;gini;0,4;0,8;0,5358412698412698;0,5544897959183672;0,2940686839488473;0,23088762653274822;23,99238095238096;7,079929291297395;7,475337608420156;84;11,862068965517242;9,555555555555555;1050;64,96551724137932;52,47222222222222
0;gini;0,4;0,85;0,5358412698412698;0,5544897959183672;0,2940686839488473;0,23209720259106703;23,99238095238096;7,079929291297395;7,475337608420156;84;11,862068965517242;9,555555555555555;1050;64,96551724137932;52,47222222222222
0;gini;0,4;0,9;0,5358412698412698;0,5544897959183672;0,2940686839488473;0,21751578096060123;23,99238095238096;7,079929291297395;7,475337608420156;84;11,862068965517242;9,555555555555555;1050;64,96551724137932;55,0
0;gini;0,4;0,95;0,5358412698412698;0,5544897959183672;0,2940686839488473;0,21065786625102198;23,99238095238096;7,079929291297395;7,475337608420156;84;11,862068965517242;9,555555555555555;1050;64,96551724137932;55,638888888888886
