group;accuracy;train count;test count;samples per class;n_classes;Method;imbalance;p;gini;Run;target;equal
mde-OM3-4;0,1176470588235294;44;17;2,095238095238096;21,0;SPH+CPI;normal;0,8;0,25;1;;
mde-OM3-5;0,7142857142857143;26;7;2,6;10,0;SPH+CPI;normal;0,8;0,25;1;;
mde-OM3-6;0,2857142857142857;28;7;2,8;10,0;SPH+CPI;normal;0,8;0,25;1;;
mde-OM3-7;0,3333333333333333;16;6;3,2;5,0;SPH+CPI;normal;0,8;0,25;1;;
mde-OM3-8;0,6666666666666666;13;3;4,333333333333333;3,0;SPH+CPI;normal;0,8;0,25;1;;
mde-OM3-9;0,42857142857142855;28;14;2,8;10,0;SPH+CPI;normal;0,8;0,25;1;;
hde-OM1-2;0,0;6;4;1,5;4,0;CPI;normal;0,8;0,25;1;;
hde-OM1-3;0,0;25;12;2,5;10,0;CPI;normal;0,8;0,25;1;;
hde-OM1-4;0,0;11;4;2,2;5,0;CPI;normal;0,8;0,25;1;;
hde-OM1-5;0,0;14;8;2,8;5,0;CPI;normal;0,8;0,25;1;;
hde-OM1-6;0,0;9;3;2,25;4,0;CPI;normal;0,8;0,25;1;;
hde-OM2-1;0,0;37;15;1,85;20,0;CPI;normal;0,8;0,25;1;;
hde-OM2-2;0,0;11;1;1,2222222222222223;9,0;CPI;normal;0,8;0,25;1;;
hde-OM2-3;0,5;6;2;3,0;2,0;CPI;normal;0,8;0,25;1;;
hde-OM2-5;0,0;31;12;2,3846153846153846;13,0;CPI;normal;0,8;0,25;1;;
hde-OM2-6;0,25;11;4;2,75;4,0;CPI;normal;0,8;0,25;1;;
hde-OM3-1;0,0;6;3;2,0;3,0;CPI;normal;0,8;0,25;1;;
hde-OM3-3;0,25;30;12;2,727272727272727;11,0;CPI;normal;0,8;0,25;1;;
mde-OM1-2;0,2857142857142857;18;7;2,25;8,0;CPI;normal;0,8;0,25;1;;
mde-OM1-3;0,4736842105263158;62;19;3,1;20,0;CPI;normal;0,8;0,25;1;;
mde-OM1-4;0,3043478260869565;42;23;3,0;14,0;CPI;normal;0,8;0,25;1;;
mde-OM1-5;0,0;3;1;1,0;3,0;CPI;normal;0,8;0,25;1;;
mde-OM1-6;0,0;13;4;1,8571428571428568;7,0;CPI;normal;0,8;0,25;1;;
mde-OM1-7;0,0;8;1;2,6666666666666665;3,0;CPI;normal;0,8;0,25;1;;
mde-OM3-11;0,0;5;3;2,5;2,0;CPI;normal;0,8;0,25;1;;
mde-OM3-12;0,125;19;8;2,7142857142857144;7,0;CPI;normal;0,8;0,25;1;;
mde-OM3-13;0,47;209;100;5,225;40,0;CPI;normal;0,8;0,25;1;;
mde-OM3-4;0,17647058823529413;44;17;2,095238095238096;21,0;CPI;normal;0,8;0,25;1;;
mde-OM3-5;0,7142857142857143;26;7;2,6;10,0;CPI;normal;0,8;0,25;1;;
mde-OM3-6;0,5714285714285714;28;7;2,8;10,0;CPI;normal;0,8;0,25;1;;
mde-OM3-7;0,0;16;6;3,2;5,0;CPI;normal;0,8;0,25;1;;
mde-OM3-8;1,0;13;3;4,333333333333333;3,0;CPI;normal;0,8;0,25;1;;
mde-OM3-9;0,35714285714285715;28;14;2,8;10,0;CPI;normal;0,8;0,25;1;;
hde-OM1-2;0,0;6;4;1,5;4,0;SPH+CPI;normal;0,75;0,25;1;;
hde-OM1-3;0,16666666666666666;25;12;2,5;10,0;SPH+CPI;normal;0,75;0,25;1;;
hde-OM1-4;0,0;11;4;2,2;5,0;SPH+CPI;normal;0,75;0,25;1;;
hde-OM1-5;0,5;14;8;2,8;5,0;SPH+CPI;normal;0,75;0,25;1;;
hde-OM1-6;0,6666666666666666;9;3;2,25;4,0;SPH+CPI;normal;0,75;0,25;1;;
hde-OM2-1;0,06666666666666668;37;15;1,85;20,0;SPH+CPI;normal;0,75;0,25;1;;
hde-OM2-2;0,0;11;1;1,2222222222222223;9,0;SPH+CPI;normal;0,75;0,25;1;;
hde-OM2-3;0,5;6;2;3,0;2,0;SPH+CPI;normal;0,75;0,25;1;;
hde-OM2-5;0,0;31;12;2,3846153846153846;13,0;SPH+CPI;normal;0,75;0,25;1;;
hde-OM2-6;0,25;11;4;2,75;4,0;SPH+CPI;normal;0,75;0,25;1;;
hde-OM3-1;0,0;6;3;2,0;3,0;SPH+CPI;normal;0,75;0,25;1;;
hde-OM3-3;0,3333333333333333;30;12;2,727272727272727;11,0;SPH+CPI;normal;0,75;0,25;1;;
mde-OM1-2;0,14285714285714285;18;7;2,25;8,0;SPH+CPI;normal;0,75;0,25;1;;
mde-OM1-3;0,4736842105263158;62;19;3,1;20,0;SPH+CPI;normal;0,75;0,25;1;;
mde-OM1-4;0,3043478260869565;42;23;3,0;14,0;SPH+CPI;normal;0,75;0,25;1;;
mde-OM1-5;0,0;3;1;1,0;3,0;SPH+CPI;normal;0,75;0,25;1;;
mde-OM1-6;0,0;13;4;1,8571428571428568;7,0;SPH+CPI;normal;0,75;0,25;1;;
mde-OM1-7;1,0;8;1;2,6666666666666665;3,0;SPH+CPI;normal;0,75;0,25;1;;
mde-OM3-11;0,0;5;3;2,5;2,0;SPH+CPI;normal;0,75;0,25;1;;
mde-OM3-12;0,5;19;8;2,7142857142857144;7,0;SPH+CPI;normal;0,75;0,25;1;;
mde-OM3-13;0,41;209;100;5,225;40,0;SPH+CPI;normal;0,75;0,25;1;;
mde-OM3-4;0,1176470588235294;44;17;2,095238095238096;21,0;SPH+CPI;normal;0,75;0,25;1;;
mde-OM3-5;0,7142857142857143;26;7;2,6;10,0;SPH+CPI;normal;0,75;0,25;1;;
mde-OM3-6;0,2857142857142857;28;7;2,8;10,0;SPH+CPI;normal;0,75;0,25;1;;
mde-OM3-7;0,3333333333333333;16;6;3,2;5,0;SPH+CPI;normal;0,75;0,25;1;;
mde-OM3-8;0,6666666666666666;13;3;4,333333333333333;3,0;SPH+CPI;normal;0,75;0,25;1;;
mde-OM3-9;0,42857142857142855;28;14;2,8;10,0;SPH+CPI;normal;0,75;0,25;1;;
hde-OM1-2;0,0;6;4;1,5;4,0;CPI;normal;0,75;0,25;1;;
hde-OM1-3;0,0;25;12;2,5;10,0;CPI;normal;0,75;0,25;1;;
hde-OM1-4;0,0;11;4;2,2;5,0;CPI;normal;0,75;0,25;1;;
hde-OM1-5;0,0;14;8;2,8;5,0;CPI;normal;0,75;0,25;1;;
hde-OM1-6;0,0;9;3;2,25;4,0;CPI;normal;0,75;0,25;1;;
hde-OM2-1;0,0;37;15;1,85;20,0;CPI;normal;0,75;0,25;1;;
hde-OM2-2;0,0;11;1;1,2222222222222223;9,0;CPI;normal;0,75;0,25;1;;
hde-OM2-3;0,5;6;2;3,0;2,0;CPI;normal;0,75;0,25;1;;
hde-OM2-5;0,0;31;12;2,3846153846153846;13,0;CPI;normal;0,75;0,25;1;;
hde-OM2-6;0,25;11;4;2,75;4,0;CPI;normal;0,75;0,25;1;;
hde-OM3-1;0,0;6;3;2,0;3,0;CPI;normal;0,75;0,25;1;;
hde-OM3-3;0,4166666666666667;30;12;2,727272727272727;11,0;CPI;normal;0,75;0,25;1;;
mde-OM1-2;0,2857142857142857;18;7;2,25;8,0;CPI;normal;0,75;0,25;1;;
mde-OM1-3;0,4736842105263158;62;19;3,1;20,0;CPI;normal;0,75;0,25;1;;
mde-OM1-4;0,2608695652173913;42;23;3,0;14,0;CPI;normal;0,75;0,25;1;;
mde-OM1-5;0,0;3;1;1,0;3,0;CPI;normal;0,75;0,25;1;;
mde-OM1-6;0,0;13;4;1,8571428571428568;7,0;CPI;normal;0,75;0,25;1;;
mde-OM1-7;0,0;8;1;2,6666666666666665;3,0;CPI;normal;0,75;0,25;1;;
mde-OM3-11;0,0;5;3;2,5;2,0;CPI;normal;0,75;0,25;1;;
mde-OM3-12;0,125;19;8;2,7142857142857144;7,0;CPI;normal;0,75;0,25;1;;
mde-OM3-13;0,47;209;100;5,225;40,0;CPI;normal;0,75;0,25;1;;
mde-OM3-4;0,1176470588235294;44;17;2,095238095238096;21,0;CPI;normal;0,75;0,25;1;;
mde-OM3-5;0,8571428571428571;26;7;2,6;10,0;CPI;normal;0,75;0,25;1;;
mde-OM3-6;0,5714285714285714;28;7;2,8;10,0;CPI;normal;0,75;0,25;1;;
mde-OM3-7;0,16666666666666666;16;6;3,2;5,0;CPI;normal;0,75;0,25;1;;
mde-OM3-8;0,6666666666666666;13;3;4,333333333333333;3,0;CPI;normal;0,75;0,25;1;;
mde-OM3-9;0,42857142857142855;28;14;2,8;10,0;CPI;normal;0,75;0,25;1;;
hde-OM1-2;0,0;6;4;1,5;4,0;SPH+CPI;normal;0,7;0,25;1;;
hde-OM1-3;0,16666666666666666;25;12;2,5;10,0;SPH+CPI;normal;0,7;0,25;1;;
hde-OM1-4;0,0;11;4;2,2;5,0;SPH+CPI;normal;0,7;0,25;1;;
hde-OM1-5;0,5;14;8;2,8;5,0;SPH+CPI;normal;0,7;0,25;1;;
hde-OM1-6;0,6666666666666666;9;3;2,25;4,0;SPH+CPI;normal;0,7;0,25;1;;
hde-OM2-1;0,06666666666666668;37;15;1,85;20,0;SPH+CPI;normal;0,7;0,25;1;;
hde-OM2-2;0,0;11;1;1,2222222222222223;9,0;SPH+CPI;normal;0,7;0,25;1;;
hde-OM2-3;0,5;6;2;3,0;2,0;SPH+CPI;normal;0,7;0,25;1;;
hde-OM2-5;0,0;31;12;2,3846153846153846;13,0;SPH+CPI;normal;0,7;0,25;1;;
hde-OM2-6;0,25;11;4;2,75;4,0;SPH+CPI;normal;0,7;0,25;1;;
hde-OM3-1;0,0;6;3;2,0;3,0;SPH+CPI;normal;0,7;0,25;1;;
hde-OM3-3;0,3333333333333333;30;12;2,727272727272727;11,0;SPH+CPI;normal;0,7;0,25;1;;
mde-OM1-2;0,14285714285714285;18;7;2,25;8,0;SPH+CPI;normal;0,7;0,25;1;;
mde-OM1-3;0,4736842105263158;62;19;3,1;20,0;SPH+CPI;normal;0,7;0,25;1;;
mde-OM1-4;0,3043478260869565;42;23;3,0;14,0;SPH+CPI;normal;0,7;0,25;1;;
mde-OM1-5;0,0;3;1;1,0;3,0;SPH+CPI;normal;0,7;0,25;1;;
mde-OM1-6;0,0;13;4;1,8571428571428568;7,0;SPH+CPI;normal;0,7;0,25;1;;
mde-OM1-7;1,0;8;1;2,6666666666666665;3,0;SPH+CPI;normal;0,7;0,25;1;;
mde-OM3-11;0,0;5;3;2,5;2,0;SPH+CPI;normal;0,7;0,25;1;;
mde-OM3-12;0,5;19;8;2,7142857142857144;7,0;SPH+CPI;normal;0,7;0,25;1;;
mde-OM3-13;0,36;209;100;5,225;40,0;SPH+CPI;normal;0,7;0,25;1;;
mde-OM3-4;0,1176470588235294;44;17;2,095238095238096;21,0;SPH+CPI;normal;0,7;0,25;1;;
mde-OM3-5;0,7142857142857143;26;7;2,6;10,0;SPH+CPI;normal;0,7;0,25;1;;
mde-OM3-6;0,5714285714285714;28;7;2,8;10,0;SPH+CPI;normal;0,7;0,25;1;;
mde-OM3-7;0,3333333333333333;16;6;3,2;5,0;SPH+CPI;normal;0,7;0,25;1;;
mde-OM3-8;0,6666666666666666;13;3;4,333333333333333;3,0;SPH+CPI;normal;0,7;0,25;1;;
mde-OM3-9;0,42857142857142855;28;14;2,8;10,0;SPH+CPI;normal;0,7;0,25;1;;
hde-OM1-2;0,0;6;4;1,5;4,0;CPI;normal;0,7;0,25;1;;
hde-OM1-3;0,25;25;12;2,5;10,0;CPI;normal;0,7;0,25;1;;
hde-OM1-4;0,0;11;4;2,2;5,0;CPI;normal;0,7;0,25;1;;
hde-OM1-5;0,0;14;8;2,8;5,0;CPI;normal;0,7;0,25;1;;
hde-OM1-6;0,0;9;3;2,25;4,0;CPI;normal;0,7;0,25;1;;
hde-OM2-1;0,06666666666666668;37;15;1,85;20,0;CPI;normal;0,7;0,25;1;;
hde-OM2-2;0,0;11;1;1,2222222222222223;9,0;CPI;normal;0,7;0,25;1;;
hde-OM2-3;0,5;6;2;3,0;2,0;CPI;normal;0,7;0,25;1;;
hde-OM2-5;0,0;31;12;2,3846153846153846;13,0;CPI;normal;0,7;0,25;1;;
hde-OM2-6;0,25;11;4;2,75;4,0;CPI;normal;0,7;0,25;1;;
hde-OM3-1;0,0;6;3;2,0;3,0;CPI;normal;0,7;0,25;1;;
hde-OM3-3;0,08333333333333333;30;12;2,727272727272727;11,0;CPI;normal;0,7;0,25;1;;
mde-OM1-2;0,2857142857142857;18;7;2,25;8,0;CPI;normal;0,7;0,25;1;;
mde-OM1-3;0,4736842105263158;62;19;3,1;20,0;CPI;normal;0,7;0,25;1;;
mde-OM1-4;0,39130434782608703;42;23;3,0;14,0;CPI;normal;0,7;0,25;1;;
mde-OM1-5;0,0;3;1;1,0;3,0;CPI;normal;0,7;0,25;1;;
mde-OM1-6;0,0;13;4;1,8571428571428568;7,0;CPI;normal;0,7;0,25;1;;
mde-OM1-7;0,0;8;1;2,6666666666666665;3,0;CPI;normal;0,7;0,25;1;;
mde-OM3-11;0,0;5;3;2,5;2,0;CPI;normal;0,7;0,25;1;;
mde-OM3-12;0,375;19;8;2,7142857142857144;7,0;CPI;normal;0,7;0,25;1;;
mde-OM3-13;0,45;209;100;5,225;40,0;CPI;normal;0,7;0,25;1;;
mde-OM3-4;0,2352941176470588;44;17;2,095238095238096;21,0;CPI;normal;0,7;0,25;1;;
mde-OM3-5;0,5714285714285714;26;7;2,6;10,0;CPI;normal;0,7;0,25;1;;
mde-OM3-6;0,5714285714285714;28;7;2,8;10,0;CPI;normal;0,7;0,25;1;;
mde-OM3-7;0,3333333333333333;16;6;3,2;5,0;CPI;normal;0,7;0,25;1;;
mde-OM3-8;0,6666666666666666;13;3;4,333333333333333;3,0;CPI;normal;0,7;0,25;1;;
mde-OM3-9;0,42857142857142855;28;14;2,8;10,0;CPI;normal;0,7;0,25;1;;
hde-OM1-2;;1;1;;;RF+B;normal;-1,0;-1,0;1;1,0;0,0
hde-OM1-2;;2;1;;;RF+B;normal;-1,0;-1,0;1;2,0;0,0
hde-OM1-2;;1;1;;;RF+B;normal;-1,0;-1,0;1;3,0;0,0
hde-OM1-2;;2;1;;;RF+B;normal;-1,0;-1,0;1;4,0;0,0
hde-OM1-3;;5;3;;;RF+B;normal;-1,0;-1,0;1;5,0;0,3333333333333333
hde-OM1-3;;3;2;;;RF+B;normal;-1,0;-1,0;1;6,0;0,5
hde-OM1-3;;2;1;;;RF+B;normal;-1,0;-1,0;1;8,0;0,0
hde-OM1-3;;2;1;;;RF+B;normal;-1,0;-1,0;1;9,0;0,0
hde-OM1-3;;2;1;;;RF+B;normal;-1,0;-1,0;1;10,0;0,0
hde-OM1-3;;2;1;;;RF+B;normal;-1,0;-1,0;1;11,0;0,0
hde-OM1-3;;2;1;;;RF+B;normal;-1,0;-1,0;1;12,0;0,0
hde-OM1-3;;1;2;;;RF+B;normal;-1,0;-1,0;1;13,0;0,0
hde-OM1-4;;2;1;;;RF+B;normal;-1,0;-1,0;1;17,0;0,0
hde-OM1-4;;4;2;;;RF+B;normal;-1,0;-1,0;1;15,0;0,0
hde-OM1-4;;3;1;;;RF+B;normal;-1,0;-1,0;1;16,0;0,0
hde-OM1-5;;6;4;;;RF+B;normal;-1,0;-1,0;1;20,0;0,75
hde-OM1-5;;3;2;;;RF+B;normal;-1,0;-1,0;1;21,0;0,0
hde-OM1-5;;3;2;;;RF+B;normal;-1,0;-1,0;1;22,0;0,5
hde-OM1-6;;5;2;;;RF+B;normal;-1,0;-1,0;1;27,0;0,5
hde-OM1-6;;2;1;;;RF+B;normal;-1,0;-1,0;1;28,0;0,0
hde-OM2-1;;2;1;;;RF+B;normal;-1,0;-1,0;1;12,0;0,0
hde-OM2-1;;2;1;;;RF+B;normal;-1,0;-1,0;1;16,0;0,0
hde-OM2-1;;2;1;;;RF+B;normal;-1,0;-1,0;1;15,0;0,0
hde-OM2-1;;2;2;;;RF+B;normal;-1,0;-1,0;1;14,0;0,0
hde-OM2-1;;2;1;;;RF+B;normal;-1,0;-1,0;1;13,0;0,0
hde-OM2-1;;2;1;;;RF+B;normal;-1,0;-1,0;1;11,0;0,0
hde-OM2-1;;1;1;;;RF+B;normal;-1,0;-1,0;1;18,0;0,0
hde-OM2-1;;2;1;;;RF+B;normal;-1,0;-1,0;1;9,0;0,0
hde-OM2-1;;5;1;;;RF+B;normal;-1,0;-1,0;1;5,0;1,0
hde-OM2-1;;4;1;;;RF+B;normal;-1,0;-1,0;1;6,0;1,0
hde-OM2-1;;2;1;;;RF+B;normal;-1,0;-1,0;1;10,0;0,0
hde-OM2-1;;2;1;;;RF+B;normal;-1,0;-1,0;1;8,0;0,0
hde-OM2-1;;2;2;;;RF+B;normal;-1,0;-1,0;1;7,0;0,0
hde-OM2-2;;2;1;;;RF+B;normal;-1,0;-1,0;1;30,0;0,0
hde-OM2-3;;4;1;;;RF+B;normal;-1,0;-1,0;1;33,0;0,0
hde-OM2-3;;2;1;;;RF+B;normal;-1,0;-1,0;1;34,0;0,0
hde-OM2-5;;4;1;;;RF+B;normal;-1,0;-1,0;1;44,0;1,0
hde-OM2-5;;3;2;;;RF+B;normal;-1,0;-1,0;1;34,0;0,0
hde-OM2-5;;2;2;;;RF+B;normal;-1,0;-1,0;1;35,0;0,0
hde-OM2-5;;2;1;;;RF+B;normal;-1,0;-1,0;1;36,0;0,0
hde-OM2-5;;2;1;;;RF+B;normal;-1,0;-1,0;1;37,0;0,0
hde-OM2-5;;1;1;;;RF+B;normal;-1,0;-1,0;1;40,0;0,0
hde-OM2-5;;1;1;;;RF+B;normal;-1,0;-1,0;1;41,0;0,0
hde-OM2-5;;1;1;;;RF+B;normal;-1,0;-1,0;1;43,0;0,0
hde-OM2-5;;2;2;;;RF+B;normal;-1,0;-1,0;1;33,0;0,0
hde-OM2-6;;2;1;;;RF+B;normal;-1,0;-1,0;1;48,0;0,0
hde-OM2-6;;7;2;;;RF+B;normal;-1,0;-1,0;1;45,0;0,5
hde-OM2-6;;1;1;;;RF+B;normal;-1,0;-1,0;1;46,0;0,0
hde-OM3-1;;4;3;;;RF+B;normal;-1,0;-1,0;1;41,0;0,0
hde-OM3-3;;1;1;;;RF+B;normal;-1,0;-1,0;1;52,0;0,0
hde-OM3-3;;1;1;;;RF+B;normal;-1,0;-1,0;1;42,0;0,0
hde-OM3-3;;10;4;;;RF+B;normal;-1,0;-1,0;1;44,0;0,75
hde-OM3-3;;2;1;;;RF+B;normal;-1,0;-1,0;1;47,0;0,0
hde-OM3-3;;2;3;;;RF+B;normal;-1,0;-1,0;1;48,0;0,0
hde-OM3-3;;1;1;;;RF+B;normal;-1,0;-1,0;1;49,0;0,0
hde-OM3-3;;1;1;;;RF+B;normal;-1,0;-1,0;1;51,0;0,0
mde-OM1-2;;1;3;;;RF+B;normal;-1,0;-1,0;1;31,0;0,0
mde-OM1-2;;3;1;;;RF+B;normal;-1,0;-1,0;1;32,0;1,0
mde-OM1-2;;6;2;;;RF+B;normal;-1,0;-1,0;1;33,0;0,5
mde-OM1-2;;4;1;;;RF+B;normal;-1,0;-1,0;1;34,0;0,0
mde-OM1-3;;24;9;;;RF+B;normal;-1,0;-1,0;1;52,0;1,0
mde-OM1-3;;2;1;;;RF+B;normal;-1,0;-1,0;1;51,0;0,0
mde-OM1-3;;2;1;;;RF+B;normal;-1,0;-1,0;1;54,0;0,0
mde-OM1-3;;2;1;;;RF+B;normal;-1,0;-1,0;1;53,0;0,0
mde-OM1-3;;1;1;;;RF+B;normal;-1,0;-1,0;1;50,0;0,0
mde-OM1-3;;2;1;;;RF+B;normal;-1,0;-1,0;1;37,0;0,0
mde-OM1-3;;2;1;;;RF+B;normal;-1,0;-1,0;1;39,0;0,0
mde-OM1-3;;1;2;;;RF+B;normal;-1,0;-1,0;1;38,0;0,0
mde-OM1-3;;2;1;;;RF+B;normal;-1,0;-1,0;1;36,0;0,0
mde-OM1-3;;2;1;;;RF+B;normal;-1,0;-1,0;1;41,0;0,0
mde-OM1-4;;9;8;;;RF+B;normal;-1,0;-1,0;1;54,0;0,75
mde-OM1-4;;9;4;;;RF+B;normal;-1,0;-1,0;1;55,0;0,75
mde-OM1-4;;5;5;;;RF+B;normal;-1,0;-1,0;1;56,0;0,2
mde-OM1-4;;5;2;;;RF+B;normal;-1,0;-1,0;1;57,0;0,0
mde-OM1-4;;3;2;;;RF+B;normal;-1,0;-1,0;1;58,0;0,0
mde-OM1-4;;1;1;;;RF+B;normal;-1,0;-1,0;1;59,0;0,0
mde-OM1-4;;1;1;;;RF+B;normal;-1,0;-1,0;1;66,0;0,0
mde-OM1-5;;1;1;;;RF+B;normal;-1,0;-1,0;1;61,0;0,0
mde-OM1-6;;1;1;;;RF+B;normal;-1,0;-1,0;1;67,0;0,0
mde-OM1-6;;1;1;;;RF+B;normal;-1,0;-1,0;1;66,0;0,0
mde-OM1-6;;1;1;;;RF+B;normal;-1,0;-1,0;1;63,0;0,0
mde-OM1-6;;1;1;;;RF+B;normal;-1,0;-1,0;1;65,0;0,0
mde-OM1-7;;4;1;;;RF+B;normal;-1,0;-1,0;1;69,0;0,0
mde-OM3-11;;4;3;;;RF+B;normal;-1,0;-1,0;1;71,0;0,3333333333333333
mde-OM3-12;;7;3;;;RF+B;normal;-1,0;-1,0;1;72,0;0,3333333333333333
mde-OM3-12;;5;4;;;RF+B;normal;-1,0;-1,0;1;73,0;0,0
mde-OM3-12;;1;1;;;RF+B;normal;-1,0;-1,0;1;78,0;0,0
mde-OM3-13;;3;1;;;RF+B;normal;-1,0;-1,0;1;83,0;0,0
mde-OM3-13;;3;1;;;RF+B;normal;-1,0;-1,0;1;82,0;0,0
mde-OM3-13;;3;1;;;RF+B;normal;-1,0;-1,0;1;81,0;0,0
mde-OM3-13;;3;1;;;RF+B;normal;-1,0;-1,0;1;80,0;0,0
mde-OM3-13;;1;1;;;RF+B;normal;-1,0;-1,0;1;63,0;0,0
mde-OM3-13;;3;1;;;RF+B;normal;-1,0;-1,0;1;79,0;0,0
mde-OM3-13;;23;12;;;RF+B;normal;-1,0;-1,0;1;48,0;0,0
mde-OM3-13;;31;14;;;RF+B;normal;-1,0;-1,0;1;47,0;0,21428571428571427
mde-OM3-13;;31;16;;;RF+B;normal;-1,0;-1,0;1;46,0;0,25
mde-OM3-13;;57;38;;;RF+B;normal;-1,0;-1,0;1;45,0;1,0
mde-OM3-13;;2;1;;;RF+B;normal;-1,0;-1,0;1;0,0;0,0
mde-OM3-13;;20;13;;;RF+B;normal;-1,0;-1,0;1;60,0;0,0
mde-OM3-4;;6;4;;;RF+B;normal;-1,0;-1,0;1;31,0;0,5
mde-OM3-4;;2;5;;;RF+B;normal;-1,0;-1,0;1;32,0;0,0
mde-OM3-4;;3;1;;;RF+B;normal;-1,0;-1,0;1;33,0;0,0
mde-OM3-4;;2;1;;;RF+B;normal;-1,0;-1,0;1;35,0;0,0
mde-OM3-4;;1;2;;;RF+B;normal;-1,0;-1,0;1;40,0;0,0
mde-OM3-4;;2;1;;;RF+B;normal;-1,0;-1,0;1;41,0;0,0
mde-OM3-4;;2;1;;;RF+B;normal;-1,0;-1,0;1;43,0;0,0
mde-OM3-4;;1;2;;;RF+B;normal;-1,0;-1,0;1;44,0;0,0
mde-OM3-5;;3;1;;;RF+B;normal;-1,0;-1,0;1;51,0;0,0
mde-OM3-5;;13;5;;;RF+B;normal;-1,0;-1,0;1;48,0;1,0
mde-OM3-5;;3;1;;;RF+B;normal;-1,0;-1,0;1;50,0;0,0
mde-OM3-6;;12;4;;;RF+B;normal;-1,0;-1,0;1;50,0;1,0
mde-OM3-6;;4;1;;;RF+B;normal;-1,0;-1,0;1;51,0;0,0
mde-OM3-6;;2;1;;;RF+B;normal;-1,0;-1,0;1;52,0;0,0
mde-OM3-6;;2;1;;;RF+B;normal;-1,0;-1,0;1;53,0;0,0
mde-OM3-7;;7;2;;;RF+B;normal;-1,0;-1,0;1;60,0;0,0
mde-OM3-7;;4;2;;;RF+B;normal;-1,0;-1,0;1;61,0;0,5
mde-OM3-7;;2;1;;;RF+B;normal;-1,0;-1,0;1;62,0;0,0
mde-OM3-7;;1;1;;;RF+B;normal;-1,0;-1,0;1;63,0;0,0
mde-OM3-8;;6;3;;;RF+B;normal;-1,0;-1,0;1;65,0;0,6666666666666666
mde-OM3-9;;2;1;;;RF+B;normal;-1,0;-1,0;1;65,0;0,0
mde-OM3-9;;14;6;;;RF+B;normal;-1,0;-1,0;1;63,0;0,8333333333333334
mde-OM3-9;;4;6;;;RF+B;normal;-1,0;-1,0;1;64,0;0,0
mde-OM3-9;;2;1;;;RF+B;normal;-1,0;-1,0;1;66,0;0,0
hde-OM1-2;0,0;6;4;1,5;4,0;SPH;normal;-1,0;-1,0;1;;
hde-OM1-3;0,16666666666666666;25;12;2,5;10,0;SPH;normal;-1,0;-1,0;1;;
hde-OM1-4;0,0;11;4;2,2;5,0;SPH;normal;-1,0;-1,0;1;;
hde-OM1-5;0,5;14;8;2,8;5,0;SPH;normal;-1,0;-1,0;1;;
hde-OM1-6;0,6666666666666666;9;3;2,25;4,0;SPH;normal;-1,0;-1,0;1;;
hde-OM2-1;0,06666666666666668;37;15;1,85;20,0;SPH;normal;-1,0;-1,0;1;;
hde-OM2-2;0,0;11;1;1,2222222222222223;9,0;SPH;normal;-1,0;-1,0;1;;
hde-OM2-3;0,5;6;2;3,0;2,0;SPH;normal;-1,0;-1,0;1;;
hde-OM2-5;0,08333333333333333;31;12;2,3846153846153846;13,0;SPH;normal;-1,0;-1,0;1;;
hde-OM2-6;0,5;11;4;2,75;4,0;SPH;normal;-1,0;-1,0;1;;
hde-OM3-1;0,6666666666666666;6;3;2,0;3,0;SPH;normal;-1,0;-1,0;1;;
hde-OM3-3;0,3333333333333333;30;12;2,727272727272727;11,0;SPH;normal;-1,0;-1,0;1;;
mde-OM1-2;0,14285714285714285;18;7;2,25;8,0;SPH;normal;-1,0;-1,0;1;;
mde-OM1-3;0,4736842105263158;62;19;3,1;20,0;SPH;normal;-1,0;-1,0;1;;
mde-OM1-4;0,39130434782608703;42;23;3,0;14,0;SPH;normal;-1,0;-1,0;1;;
mde-OM1-5;0,0;3;1;1,0;3,0;SPH;normal;-1,0;-1,0;1;;
mde-OM1-6;0,0;13;4;1,8571428571428568;7,0;SPH;normal;-1,0;-1,0;1;;
mde-OM1-7;1,0;8;1;2,6666666666666665;3,0;SPH;normal;-1,0;-1,0;1;;
mde-OM3-11;0,0;5;3;2,5;2,0;SPH;normal;-1,0;-1,0;1;;
mde-OM3-12;0,625;19;8;2,7142857142857144;7,0;SPH;normal;-1,0;-1,0;1;;
mde-OM3-13;0,44;209;100;5,225;40,0;SPH;normal;-1,0;-1,0;1;;
mde-OM3-4;0,1176470588235294;44;17;2,095238095238096;21,0;SPH;normal;-1,0;-1,0;1;;
mde-OM3-5;0,7142857142857143;26;7;2,6;10,0;SPH;normal;-1,0;-1,0;1;;
mde-OM3-6;0,5714285714285714;28;7;2,8;10,0;SPH;normal;-1,0;-1,0;1;;
mde-OM3-7;0,3333333333333333;16;6;3,2;5,0;SPH;normal;-1,0;-1,0;1;;
mde-OM3-8;0,6666666666666666;13;3;4,333333333333333;3,0;SPH;normal;-1,0;-1,0;1;;
mde-OM3-9;0,42857142857142855;28;14;2,8;10,0;SPH;normal;-1,0;-1,0;1;;
hde-OM1-2;0,3333333333333333;7;3;1,75;4,0;SPH+CPI;low;0,95;0,4;1;;
hde-OM1-3;0,125;29;8;2,9;10,0;SPH+CPI;low;0,95;0,4;1;;
hde-OM1-4;0,0;12;3;2,4;5,0;SPH+CPI;low;0,95;0,4;1;;
hde-OM1-5;0,5;14;8;2,8;5,0;SPH+CPI;low;0,95;0,4;1;;
