Method,R_e,A@e,RA@e,Run,n,f,max info loss,n_clusters,algorithm,n_components,gini,p value
Birch,9,0.8533333333333334,2.734375,1,1050,100,,30.0,Birch,,,
Birch,10,0.88,2.9545454545454546,1,1050,100,,30.0,Birch,,,
Birch,1,0.34,1.0,1,1050,100,,35.0,Birch,,,
Birch,2,0.5233333333333333,1.3503184713375795,1,1050,100,,35.0,Birch,,,
Birch,3,0.6066666666666667,1.5769230769230769,1,1050,100,,35.0,Birch,,,
Birch,4,0.69,1.8695652173913044,1,1050,100,,35.0,Birch,,,
Birch,5,0.7666666666666667,2.1826086956521737,1,1050,100,,35.0,Birch,,,
Birch,6,0.81,2.3868312757201644,1,1050,100,,35.0,Birch,,,
Birch,7,0.83,2.497991967871486,1,1050,100,,35.0,Birch,,,
Birch,8,0.8433333333333334,2.5849802371541504,1,1050,100,,35.0,Birch,,,
Birch,9,0.8533333333333334,2.66015625,1,1050,100,,35.0,Birch,,,
Birch,10,0.8866666666666667,2.93609022556391,1,1050,100,,35.0,Birch,,,
Birch,1,0.3466666666666667,1.0,1,1050,100,,40.0,Birch,,,
Birch,2,0.5266666666666666,1.3417721518987342,1,1050,100,,40.0,Birch,,,
Birch,3,0.61,1.5683060109289617,1,1050,100,,40.0,Birch,,,
Birch,4,0.69,1.8502415458937198,1,1050,100,,40.0,Birch,,,
Birch,5,0.7666666666666667,2.1652173913043478,1,1050,100,,40.0,Birch,,,
Birch,6,0.8133333333333334,2.3852459016393444,1,1050,100,,40.0,Birch,,,
Birch,7,0.8333333333333334,2.496,1,1050,100,,40.0,Birch,,,
Birch,8,0.85,2.603921568627451,1,1050,100,,40.0,Birch,,,
Birch,9,0.86,2.6782945736434107,1,1050,100,,40.0,Birch,,,
Birch,10,0.8866666666666667,2.898496240601504,1,1050,100,,40.0,Birch,,,
Birch,1,0.34,1.0,1,1050,100,,45.0,Birch,,,
Birch,2,0.5133333333333333,1.3376623376623376,1,1050,100,,45.0,Birch,,,
Birch,3,0.6133333333333333,1.608695652173913,1,1050,100,,45.0,Birch,,,
Birch,4,0.6833333333333333,1.853658536585366,1,1050,100,,45.0,Birch,,,
Birch,5,0.7433333333333333,2.10762331838565,1,1050,100,,45.0,Birch,,,
Birch,6,0.78,2.2905982905982905,1,1050,100,,45.0,Birch,,,
Birch,7,0.8066666666666666,2.446280991735537,1,1050,100,,45.0,Birch,,,
Birch,8,0.8233333333333334,2.5587044534412957,1,1050,100,,45.0,Birch,,,
Birch,9,0.8366666666666667,2.6613545816733066,1,1050,100,,45.0,Birch,,,
Birch,10,0.8666666666666667,2.9153846153846152,1,1050,100,,45.0,Birch,,,
Birch,1,0.33666666666666667,1.0,1,1050,100,,50.0,Birch,,,
Birch,2,0.5166666666666667,1.3483870967741935,1,1050,100,,50.0,Birch,,,
Birch,3,0.6166666666666667,1.6162162162162161,1,1050,100,,50.0,Birch,,,
Birch,4,0.68,1.838235294117647,1,1050,100,,50.0,Birch,,,
Birch,5,0.7366666666666667,2.081447963800905,1,1050,100,,50.0,Birch,,,
Birch,6,0.77,2.2510822510822512,1,1050,100,,50.0,Birch,,,
Birch,7,0.7966666666666666,2.410041841004184,1,1050,100,,50.0,Birch,,,
Birch,8,0.8133333333333334,2.5245901639344264,1,1050,100,,50.0,Birch,,,
Birch,9,0.8266666666666667,2.629032258064516,1,1050,100,,50.0,Birch,,,
Birch,10,0.8566666666666667,2.88715953307393,1,1050,100,,50.0,Birch,,,
SPH+CPI,1,0.27666666666666667,1.0,1,1050,100,0.1,,,,0.2,0.7
SPH+CPI,2,0.44,1.371212121212121,1,1050,100,0.1,,,,0.2,0.7
SPH+CPI,3,0.56,1.7202380952380953,1,1050,100,0.1,,,,0.2,0.7
SPH+CPI,4,0.6333333333333333,1.9842105263157894,1,1050,100,0.1,,,,0.2,0.7
SPH+CPI,5,0.6666666666666666,2.135,1,1050,100,0.1,,,,0.2,0.7
SPH+CPI,6,0.6966666666666667,2.3014354066985647,1,1050,100,0.1,,,,0.2,0.7
SPH+CPI,7,0.7066666666666667,2.3679245283018866,1,1050,100,0.1,,,,0.2,0.7
SPH+CPI,8,0.7433333333333333,2.6457399103139014,1,1050,100,0.1,,,,0.2,0.7
SPH+CPI,9,0.75,2.7022222222222223,1,1050,100,0.1,,,,0.2,0.7
SPH+CPI,10,0.7566666666666667,2.7665198237885464,1,1050,100,0.1,,,,0.2,0.7
SPH+CPI,1,0.27666666666666667,1.0,1,1050,100,0.1,,,,0.2,0.75
SPH+CPI,2,0.44,1.371212121212121,1,1050,100,0.1,,,,0.2,0.75
SPH+CPI,3,0.5466666666666666,1.6890243902439024,1,1050,100,0.1,,,,0.2,0.75
SPH+CPI,4,0.6033333333333334,1.9060773480662982,1,1050,100,0.1,,,,0.2,0.75
SPH+CPI,5,0.64,2.0833333333333335,1,1050,100,0.1,,,,0.2,0.75
SPH+CPI,6,0.6766666666666666,2.2955665024630543,1,1050,100,0.1,,,,0.2,0.75
SPH+CPI,7,0.6966666666666667,2.430622009569378,1,1050,100,0.1,,,,0.2,0.75
SPH+CPI,8,0.71,2.535211267605634,1,1050,100,0.1,,,,0.2,0.75
SPH+CPI,9,0.7233333333333334,2.654377880184332,1,1050,100,0.1,,,,0.2,0.75
SPH+CPI,10,0.74,2.81981981981982,1,1050,100,0.1,,,,0.2,0.75
SPH+CPI,1,0.27666666666666667,1.0,1,1050,100,0.1,,,,0.2,0.8
SPH+CPI,2,0.44,1.371212121212121,1,1050,100,0.1,,,,0.2,0.8
SPH+CPI,3,0.5466666666666666,1.6890243902439024,1,1050,100,0.1,,,,0.2,0.8
SPH+CPI,4,0.6033333333333334,1.9060773480662982,1,1050,100,0.1,,,,0.2,0.8
SPH+CPI,5,0.64,2.0833333333333335,1,1050,100,0.1,,,,0.2,0.8
SPH+CPI,6,0.6766666666666666,2.2955665024630543,1,1050,100,0.1,,,,0.2,0.8
SPH+CPI,7,0.6966666666666667,2.430622009569378,1,1050,100,0.1,,,,0.2,0.8
SPH+CPI,8,0.71,2.535211267605634,1,1050,100,0.1,,,,0.2,0.8
SPH+CPI,9,0.7233333333333334,2.654377880184332,1,1050,100,0.1,,,,0.2,0.8
SPH+CPI,10,0.74,2.81981981981982,1,1050,100,0.1,,,,0.2,0.8
SPH+CPI,1,0.24,1.0,1,1050,100,0.1,,,,0.2,0.85
SPH+CPI,2,0.41,1.4146341463414633,1,1050,100,0.1,,,,0.2,0.85
SPH+CPI,3,0.49,1.6734693877551021,1,1050,100,0.1,,,,0.2,0.85
SPH+CPI,4,0.57,2.0,1,1050,100,0.1,,,,0.2,0.85
SPH+CPI,5,0.6266666666666667,2.271276595744681,1,1050,100,0.1,,,,0.2,0.85
SPH+CPI,6,0.6666666666666666,2.495,1,1050,100,0.1,,,,0.2,0.85
SPH+CPI,7,0.6966666666666667,2.688995215311005,1,1050,100,0.1,,,,0.2,0.85
SPH+CPI,8,0.7233333333333334,2.8847926267281108,1,1050,100,0.1,,,,0.2,0.85
SPH+CPI,9,0.74,3.0225225225225225,1,1050,100,0.1,,,,0.2,0.85
SPH+CPI,10,0.7566666666666667,3.1762114537444934,1,1050,100,0.1,,,,0.2,0.85
SPH+CPI,1,0.19666666666666666,1.0,1,1050,100,0.1,,,,0.2,0.9
SPH+CPI,2,0.34,1.4215686274509804,1,1050,100,0.1,,,,0.2,0.9
SPH+CPI,3,0.43,1.751937984496124,1,1050,100,0.1,,,,0.2,0.9
SPH+CPI,4,0.5066666666666667,2.0921052631578947,1,1050,100,0.1,,,,0.2,0.9
SPH+CPI,5,0.5766666666666667,2.445086705202312,1,1050,100,0.1,,,,0.2,0.9
SPH+CPI,6,0.63,2.746031746031746,1,1050,100,0.1,,,,0.2,0.9
SPH+CPI,7,0.6666666666666666,2.98,1,1050,100,0.1,,,,0.2,0.9
SPH+CPI,8,0.6833333333333333,3.102439024390244,1,1050,100,0.1,,,,0.2,0.9
SPH+CPI,9,0.6933333333333334,3.1875,1,1050,100,0.1,,,,0.2,0.9
SPH+CPI,10,0.71,3.347417840375587,1,1050,100,0.1,,,,0.2,0.9
SPH+CPI,1,0.2866666666666667,1.0,1,1050,100,0.1,,,,0.25,0.7
SPH+CPI,2,0.44,1.3484848484848484,1,1050,100,0.1,,,,0.25,0.7
SPH+CPI,3,0.56,1.7023809523809523,1,1050,100,0.1,,,,0.25,0.7
SPH+CPI,4,0.6333333333333333,1.9684210526315788,1,1050,100,0.1,,,,0.25,0.7
SPH+CPI,5,0.6666666666666666,2.12,1,1050,100,0.1,,,,0.25,0.7
SPH+CPI,6,0.6966666666666667,2.287081339712919,1,1050,100,0.1,,,,0.25,0.7
SPH+CPI,7,0.7066666666666667,2.3537735849056602,1,1050,100,0.1,,,,0.25,0.7
SPH+CPI,8,0.7433333333333333,2.632286995515695,1,1050,100,0.1,,,,0.25,0.7
SPH+CPI,9,0.75,2.688888888888889,1,1050,100,0.1,,,,0.25,0.7
SPH+CPI,10,0.7566666666666667,2.753303964757709,1,1050,100,0.1,,,,0.25,0.7
SPH+CPI,1,0.2866666666666667,1.0,1,1050,100,0.1,,,,0.25,0.75
SPH+CPI,2,0.44,1.3484848484848484,1,1050,100,0.1,,,,0.25,0.75
SPH+CPI,3,0.5466666666666666,1.670731707317073,1,1050,100,0.1,,,,0.25,0.75
SPH+CPI,4,0.6033333333333334,1.8895027624309393,1,1050,100,0.1,,,,0.25,0.75
SPH+CPI,5,0.64,2.0677083333333335,1,1050,100,0.1,,,,0.25,0.75
SPH+CPI,6,0.6766666666666666,2.2807881773399017,1,1050,100,0.1,,,,0.25,0.75
SPH+CPI,7,0.6966666666666667,2.416267942583732,1,1050,100,0.1,,,,0.25,0.75
SPH+CPI,8,0.71,2.5211267605633805,1,1050,100,0.1,,,,0.25,0.75
SPH+CPI,9,0.7233333333333334,2.640552995391705,1,1050,100,0.1,,,,0.25,0.75
SPH+CPI,10,0.74,2.8063063063063063,1,1050,100,0.1,,,,0.25,0.75
SPH+CPI,1,0.2866666666666667,1.0,1,1050,100,0.1,,,,0.25,0.8
SPH+CPI,2,0.44,1.3484848484848484,1,1050,100,0.1,,,,0.25,0.8
SPH+CPI,3,0.5466666666666666,1.670731707317073,1,1050,100,0.1,,,,0.25,0.8
SPH+CPI,4,0.6033333333333334,1.8895027624309393,1,1050,100,0.1,,,,0.25,0.8
SPH+CPI,5,0.64,2.0677083333333335,1,1050,100,0.1,,,,0.25,0.8
SPH+CPI,6,0.6766666666666666,2.2807881773399017,1,1050,100,0.1,,,,0.25,0.8
SPH+CPI,7,0.6966666666666667,2.416267942583732,1,1050,100,0.1,,,,0.25,0.8
SPH+CPI,8,0.71,2.5211267605633805,1,1050,100,0.1,,,,0.25,0.8
SPH+CPI,9,0.7233333333333334,2.640552995391705,1,1050,100,0.1,,,,0.25,0.8
SPH+CPI,10,0.74,2.8063063063063063,1,1050,100,0.1,,,,0.25,0.8
SPH+CPI,1,0.25,1.0,1,1050,100,0.1,,,,0.25,0.85
SPH+CPI,2,0.41,1.3902439024390243,1,1050,100,0.1,,,,0.25,0.85
SPH+CPI,3,0.49,1.653061224489796,1,1050,100,0.1,,,,0.25,0.85
SPH+CPI,4,0.57,1.9824561403508771,1,1050,100,0.1,,,,0.25,0.85
SPH+CPI,5,0.6266666666666667,2.25531914893617,1,1050,100,0.1,,,,0.25,0.85
SPH+CPI,6,0.6666666666666666,2.48,1,1050,100,0.1,,,,0.25,0.85
SPH+CPI,7,0.6966666666666667,2.674641148325359,1,1050,100,0.1,,,,0.25,0.85
SPH+CPI,8,0.7233333333333334,2.870967741935484,1,1050,100,0.1,,,,0.25,0.85
SPH+CPI,9,0.74,3.009009009009009,1,1050,100,0.1,,,,0.25,0.85
SPH+CPI,10,0.7566666666666667,3.1629955947136565,1,1050,100,0.1,,,,0.25,0.85
SPH+CPI,1,0.20666666666666667,1.0,1,1050,100,0.1,,,,0.25,0.9
SPH+CPI,2,0.34,1.392156862745098,1,1050,100,0.1,,,,0.25,0.9
SPH+CPI,3,0.43,1.7286821705426356,1,1050,100,0.1,,,,0.25,0.9
SPH+CPI,4,0.5066666666666667,2.0723684210526314,1,1050,100,0.1,,,,0.25,0.9
SPH+CPI,5,0.5766666666666667,2.4277456647398843,1,1050,100,0.1,,,,0.25,0.9
SPH+CPI,6,0.63,2.7301587301587302,1,1050,100,0.1,,,,0.25,0.9
SPH+CPI,7,0.6666666666666666,2.965,1,1050,100,0.1,,,,0.25,0.9
SPH+CPI,8,0.6833333333333333,3.0878048780487806,1,1050,100,0.1,,,,0.25,0.9
SPH+CPI,9,0.6933333333333334,3.173076923076923,1,1050,100,0.1,,,,0.25,0.9
SPH+CPI,10,0.71,3.3333333333333335,1,1050,100,0.1,,,,0.25,0.9
SPH+CPI,1,0.29,1.0,1,1050,100,0.1,,,,0.3,0.7
SPH+CPI,2,0.44,1.3409090909090908,1,1050,100,0.1,,,,0.3,0.7
SPH+CPI,3,0.56,1.6964285714285714,1,1050,100,0.1,,,,0.3,0.7
SPH+CPI,4,0.6333333333333333,1.9631578947368422,1,1050,100,0.1,,,,0.3,0.7
SPH+CPI,5,0.6666666666666666,2.115,1,1050,100,0.1,,,,0.3,0.7
SPH+CPI,6,0.6966666666666667,2.2822966507177034,1,1050,100,0.1,,,,0.3,0.7
SPH+CPI,7,0.7066666666666667,2.349056603773585,1,1050,100,0.1,,,,0.3,0.7
SPH+CPI,8,0.7433333333333333,2.6278026905829597,1,1050,100,0.1,,,,0.3,0.7
SPH+CPI,9,0.75,2.6844444444444444,1,1050,100,0.1,,,,0.3,0.7
SPH+CPI,10,0.7566666666666667,2.748898678414097,1,1050,100,0.1,,,,0.3,0.7
SPH+CPI,1,0.29,1.0,1,1050,100,0.1,,,,0.3,0.75
SPH+CPI,2,0.44,1.3409090909090908,1,1050,100,0.1,,,,0.3,0.75
SPH+CPI,3,0.5466666666666666,1.6646341463414633,1,1050,100,0.1,,,,0.3,0.75
SPH+CPI,4,0.6033333333333334,1.8839779005524862,1,1050,100,0.1,,,,0.3,0.75
SPH+CPI,5,0.64,2.0625,1,1050,100,0.1,,,,0.3,0.75
SPH+CPI,6,0.6766666666666666,2.2758620689655173,1,1050,100,0.1,,,,0.3,0.75
SPH+CPI,7,0.6966666666666667,2.411483253588517,1,1050,100,0.1,,,,0.3,0.75
SPH+CPI,8,0.71,2.516431924882629,1,1050,100,0.1,,,,0.3,0.75
SPH+CPI,9,0.7233333333333334,2.6359447004608296,1,1050,100,0.1,,,,0.3,0.75
SPH+CPI,10,0.74,2.8018018018018016,1,1050,100,0.1,,,,0.3,0.75
SPH+CPI,1,0.29,1.0,1,1050,100,0.1,,,,0.3,0.8
SPH+CPI,2,0.44,1.3409090909090908,1,1050,100,0.1,,,,0.3,0.8
SPH+CPI,3,0.5466666666666666,1.6646341463414633,1,1050,100,0.1,,,,0.3,0.8
SPH+CPI,4,0.6033333333333334,1.8839779005524862,1,1050,100,0.1,,,,0.3,0.8
SPH+CPI,5,0.64,2.0625,1,1050,100,0.1,,,,0.3,0.8
SPH+CPI,6,0.6766666666666666,2.2758620689655173,1,1050,100,0.1,,,,0.3,0.8
SPH+CPI,7,0.6966666666666667,2.411483253588517,1,1050,100,0.1,,,,0.3,0.8
SPH+CPI,8,0.71,2.516431924882629,1,1050,100,0.1,,,,0.3,0.8
SPH+CPI,9,0.7233333333333334,2.6359447004608296,1,1050,100,0.1,,,,0.3,0.8
SPH+CPI,10,0.74,2.8018018018018016,1,1050,100,0.1,,,,0.3,0.8
SPH+CPI,1,0.25333333333333335,1.0,1,1050,100,0.1,,,,0.3,0.85
SPH+CPI,2,0.41,1.3821138211382114,1,1050,100,0.1,,,,0.3,0.85
SPH+CPI,3,0.49,1.6462585034013606,1,1050,100,0.1,,,,0.3,0.85
SPH+CPI,4,0.57,1.976608187134503,1,1050,100,0.1,,,,0.3,0.85
SPH+CPI,5,0.6266666666666667,2.25,1,1050,100,0.1,,,,0.3,0.85
SPH+CPI,6,0.6666666666666666,2.475,1,1050,100,0.1,,,,0.3,0.85
SPH+CPI,7,0.6966666666666667,2.6698564593301435,1,1050,100,0.1,,,,0.3,0.85
SPH+CPI,8,0.7233333333333334,2.866359447004608,1,1050,100,0.1,,,,0.3,0.85
SPH+CPI,9,0.74,3.0045045045045047,1,1050,100,0.1,,,,0.3,0.85
SPH+CPI,10,0.7566666666666667,3.158590308370044,1,1050,100,0.1,,,,0.3,0.85
SPH+CPI,1,0.21,1.0,1,1050,100,0.1,,,,0.3,0.9
SPH+CPI,2,0.34,1.3823529411764706,1,1050,100,0.1,,,,0.3,0.9
SPH+CPI,3,0.43,1.7209302325581395,1,1050,100,0.1,,,,0.3,0.9
SPH+CPI,4,0.5066666666666667,2.0657894736842106,1,1050,100,0.1,,,,0.3,0.9
SPH+CPI,5,0.5766666666666667,2.421965317919075,1,1050,100,0.1,,,,0.3,0.9
SPH+CPI,6,0.63,2.7248677248677247,1,1050,100,0.1,,,,0.3,0.9
SPH+CPI,7,0.6666666666666666,2.96,1,1050,100,0.1,,,,0.3,0.9
SPH+CPI,8,0.6833333333333333,3.0829268292682928,1,1050,100,0.1,,,,0.3,0.9
SPH+CPI,9,0.6933333333333334,3.168269230769231,1,1050,100,0.1,,,,0.3,0.9
SPH+CPI,10,0.71,3.328638497652582,1,1050,100,0.1,,,,0.3,0.9
SPH+CPI,1,0.29,1.0,1,1050,100,0.1,,,,0.35,0.7
SPH+CPI,2,0.44,1.3409090909090908,1,1050,100,0.1,,,,0.35,0.7
SPH+CPI,3,0.56,1.6964285714285714,1,1050,100,0.1,,,,0.35,0.7
SPH+CPI,4,0.6333333333333333,1.9631578947368422,1,1050,100,0.1,,,,0.35,0.7
SPH+CPI,5,0.6666666666666666,2.115,1,1050,100,0.1,,,,0.35,0.7
SPH+CPI,6,0.6966666666666667,2.2822966507177034,1,1050,100,0.1,,,,0.35,0.7
SPH+CPI,7,0.7066666666666667,2.349056603773585,1,1050,100,0.1,,,,0.35,0.7
SPH+CPI,8,0.7433333333333333,2.6278026905829597,1,1050,100,0.1,,,,0.35,0.7
SPH+CPI,9,0.75,2.6844444444444444,1,1050,100,0.1,,,,0.35,0.7
SPH+CPI,10,0.7566666666666667,2.748898678414097,1,1050,100,0.1,,,,0.35,0.7
SPH+CPI,1,0.29,1.0,1,1050,100,0.1,,,,0.35,0.75
SPH+CPI,2,0.44,1.3409090909090908,1,1050,100,0.1,,,,0.35,0.75
SPH+CPI,3,0.5466666666666666,1.6646341463414633,1,1050,100,0.1,,,,0.35,0.75
SPH+CPI,4,0.6033333333333334,1.8839779005524862,1,1050,100,0.1,,,,0.35,0.75
SPH+CPI,5,0.64,2.0625,1,1050,100,0.1,,,,0.35,0.75
SPH+CPI,6,0.6766666666666666,2.2758620689655173,1,1050,100,0.1,,,,0.35,0.75
SPH+CPI,7,0.6966666666666667,2.411483253588517,1,1050,100,0.1,,,,0.35,0.75
SPH+CPI,8,0.71,2.516431924882629,1,1050,100,0.1,,,,0.35,0.75
SPH+CPI,9,0.7233333333333334,2.6359447004608296,1,1050,100,0.1,,,,0.35,0.75
SPH+CPI,10,0.74,2.8018018018018016,1,1050,100,0.1,,,,0.35,0.75
SPH+CPI,1,0.29,1.0,1,1050,100,0.1,,,,0.35,0.8
SPH+CPI,2,0.44,1.3409090909090908,1,1050,100,0.1,,,,0.35,0.8
SPH+CPI,3,0.5466666666666666,1.6646341463414633,1,1050,100,0.1,,,,0.35,0.8
SPH+CPI,4,0.6033333333333334,1.8839779005524862,1,1050,100,0.1,,,,0.35,0.8
SPH+CPI,5,0.64,2.0625,1,1050,100,0.1,,,,0.35,0.8
SPH+CPI,6,0.6766666666666666,2.2758620689655173,1,1050,100,0.1,,,,0.35,0.8
SPH+CPI,7,0.6966666666666667,2.411483253588517,1,1050,100,0.1,,,,0.35,0.8
SPH+CPI,8,0.71,2.516431924882629,1,1050,100,0.1,,,,0.35,0.8
SPH+CPI,9,0.7233333333333334,2.6359447004608296,1,1050,100,0.1,,,,0.35,0.8
SPH+CPI,10,0.74,2.8018018018018016,1,1050,100,0.1,,,,0.35,0.8
SPH+CPI,1,0.25333333333333335,1.0,1,1050,100,0.1,,,,0.35,0.85
SPH+CPI,2,0.41,1.3821138211382114,1,1050,100,0.1,,,,0.35,0.85
SPH+CPI,3,0.49,1.6462585034013606,1,1050,100,0.1,,,,0.35,0.85
SPH+CPI,4,0.57,1.976608187134503,1,1050,100,0.1,,,,0.35,0.85
SPH+CPI,5,0.6266666666666667,2.25,1,1050,100,0.1,,,,0.35,0.85
SPH+CPI,6,0.6666666666666666,2.475,1,1050,100,0.1,,,,0.35,0.85
SPH+CPI,7,0.6966666666666667,2.6698564593301435,1,1050,100,0.1,,,,0.35,0.85
SPH+CPI,8,0.7233333333333334,2.866359447004608,1,1050,100,0.1,,,,0.35,0.85
SPH+CPI,9,0.74,3.0045045045045047,1,1050,100,0.1,,,,0.35,0.85
SPH+CPI,10,0.7566666666666667,3.158590308370044,1,1050,100,0.1,,,,0.35,0.85
SPH+CPI,1,0.21,1.0,1,1050,100,0.1,,,,0.35,0.9
SPH+CPI,2,0.34,1.3823529411764706,1,1050,100,0.1,,,,0.35,0.9
SPH+CPI,3,0.43,1.7209302325581395,1,1050,100,0.1,,,,0.35,0.9
SPH+CPI,4,0.5066666666666667,2.0657894736842106,1,1050,100,0.1,,,,0.35,0.9
SPH+CPI,5,0.5766666666666667,2.421965317919075,1,1050,100,0.1,,,,0.35,0.9
SPH+CPI,6,0.63,2.7248677248677247,1,1050,100,0.1,,,,0.35,0.9
SPH+CPI,7,0.6666666666666666,2.96,1,1050,100,0.1,,,,0.35,0.9
SPH+CPI,8,0.6833333333333333,3.0829268292682928,1,1050,100,0.1,,,,0.35,0.9
SPH+CPI,9,0.6933333333333334,3.168269230769231,1,1050,100,0.1,,,,0.35,0.9
SPH+CPI,10,0.71,3.328638497652582,1,1050,100,0.1,,,,0.35,0.9
SPH+CPI,1,0.29,1.0,1,1050,100,0.1,,,,0.4,0.7
SPH+CPI,2,0.44,1.3409090909090908,1,1050,100,0.1,,,,0.4,0.7
SPH+CPI,3,0.56,1.6964285714285714,1,1050,100,0.1,,,,0.4,0.7
SPH+CPI,4,0.6333333333333333,1.9631578947368422,1,1050,100,0.1,,,,0.4,0.7
SPH+CPI,5,0.6666666666666666,2.115,1,1050,100,0.1,,,,0.4,0.7
SPH+CPI,6,0.6966666666666667,2.2822966507177034,1,1050,100,0.1,,,,0.4,0.7
SPH+CPI,7,0.7066666666666667,2.349056603773585,1,1050,100,0.1,,,,0.4,0.7
SPH+CPI,8,0.7433333333333333,2.6278026905829597,1,1050,100,0.1,,,,0.4,0.7
SPH+CPI,9,0.75,2.6844444444444444,1,1050,100,0.1,,,,0.4,0.7
SPH+CPI,10,0.7566666666666667,2.748898678414097,1,1050,100,0.1,,,,0.4,0.7
SPH+CPI,1,0.29,1.0,1,1050,100,0.1,,,,0.4,0.75
SPH+CPI,2,0.44,1.3409090909090908,1,1050,100,0.1,,,,0.4,0.75
SPH+CPI,3,0.5466666666666666,1.6646341463414633,1,1050,100,0.1,,,,0.4,0.75
SPH+CPI,4,0.6033333333333334,1.8839779005524862,1,1050,100,0.1,,,,0.4,0.75
SPH+CPI,5,0.64,2.0625,1,1050,100,0.1,,,,0.4,0.75
SPH+CPI,6,0.6766666666666666,2.2758620689655173,1,1050,100,0.1,,,,0.4,0.75
SPH+CPI,7,0.6966666666666667,2.411483253588517,1,1050,100,0.1,,,,0.4,0.75
SPH+CPI,8,0.71,2.516431924882629,1,1050,100,0.1,,,,0.4,0.75
SPH+CPI,9,0.7233333333333334,2.6359447004608296,1,1050,100,0.1,,,,0.4,0.75
SPH+CPI,10,0.74,2.8018018018018016,1,1050,100,0.1,,,,0.4,0.75
SPH+CPI,1,0.29,1.0,1,1050,100,0.1,,,,0.4,0.8
SPH+CPI,2,0.44,1.3409090909090908,1,1050,100,0.1,,,,0.4,0.8
SPH+CPI,3,0.5466666666666666,1.6646341463414633,1,1050,100,0.1,,,,0.4,0.8
SPH+CPI,4,0.6033333333333334,1.8839779005524862,1,1050,100,0.1,,,,0.4,0.8
SPH+CPI,5,0.64,2.0625,1,1050,100,0.1,,,,0.4,0.8
SPH+CPI,6,0.6766666666666666,2.2758620689655173,1,1050,100,0.1,,,,0.4,0.8
SPH+CPI,7,0.6966666666666667,2.411483253588517,1,1050,100,0.1,,,,0.4,0.8
SPH+CPI,8,0.71,2.516431924882629,1,1050,100,0.1,,,,0.4,0.8
SPH+CPI,9,0.7233333333333334,2.6359447004608296,1,1050,100,0.1,,,,0.4,0.8
SPH+CPI,10,0.74,2.8018018018018016,1,1050,100,0.1,,,,0.4,0.8
SPH+CPI,1,0.25333333333333335,1.0,1,1050,100,0.1,,,,0.4,0.85
SPH+CPI,2,0.41,1.3821138211382114,1,1050,100,0.1,,,,0.4,0.85
SPH+CPI,3,0.49,1.6462585034013606,1,1050,100,0.1,,,,0.4,0.85
SPH+CPI,4,0.57,1.976608187134503,1,1050,100,0.1,,,,0.4,0.85
SPH+CPI,5,0.6266666666666667,2.25,1,1050,100,0.1,,,,0.4,0.85
SPH+CPI,6,0.6666666666666666,2.475,1,1050,100,0.1,,,,0.4,0.85
SPH+CPI,7,0.6966666666666667,2.6698564593301435,1,1050,100,0.1,,,,0.4,0.85
SPH+CPI,8,0.7233333333333334,2.866359447004608,1,1050,100,0.1,,,,0.4,0.85
SPH+CPI,9,0.74,3.0045045045045047,1,1050,100,0.1,,,,0.4,0.85
SPH+CPI,10,0.7566666666666667,3.158590308370044,1,1050,100,0.1,,,,0.4,0.85
SPH+CPI,1,0.21,1.0,1,1050,100,0.1,,,,0.4,0.9
SPH+CPI,2,0.34,1.3823529411764706,1,1050,100,0.1,,,,0.4,0.9
SPH+CPI,3,0.43,1.7209302325581395,1,1050,100,0.1,,,,0.4,0.9
SPH+CPI,4,0.5066666666666667,2.0657894736842106,1,1050,100,0.1,,,,0.4,0.9
SPH+CPI,5,0.5766666666666667,2.421965317919075,1,1050,100,0.1,,,,0.4,0.9
SPH+CPI,6,0.63,2.7248677248677247,1,1050,100,0.1,,,,0.4,0.9
SPH+CPI,7,0.6666666666666666,2.96,1,1050,100,0.1,,,,0.4,0.9
SPH+CPI,8,0.6833333333333333,3.0829268292682928,1,1050,100,0.1,,,,0.4,0.9
SPH+CPI,9,0.6933333333333334,3.168269230769231,1,1050,100,0.1,,,,0.4,0.9
SPH+CPI,10,0.71,3.328638497652582,1,1050,100,0.1,,,,0.4,0.9
SPH+CPI,1,0.2833333333333333,1.0,1,1050,100,0.15,,,,0.2,0.7
SPH+CPI,2,0.44666666666666666,1.3656716417910448,1,1050,100,0.15,,,,0.2,0.7
SPH+CPI,3,0.5366666666666666,1.639751552795031,1,1050,100,0.15,,,,0.2,0.7
SPH+CPI,4,0.6566666666666666,2.0710659898477157,1,1050,100,0.15,,,,0.2,0.7
SPH+CPI,5,0.7033333333333334,2.265402843601896,1,1050,100,0.15,,,,0.2,0.7
SPH+CPI,6,0.73,2.401826484018265,1,1050,100,0.15,,,,0.2,0.7
SPH+CPI,7,0.7366666666666667,2.4434389140271495,1,1050,100,0.15,,,,0.2,0.7
SPH+CPI,8,0.77,2.683982683982684,1,1050,100,0.15,,,,0.2,0.7
SPH+CPI,9,0.78,2.764957264957265,1,1050,100,0.15,,,,0.2,0.7
SPH+CPI,10,0.79,2.8565400843881856,1,1050,100,0.15,,,,0.2,0.7
SPH+CPI,1,0.2833333333333333,1.0,1,1050,100,0.15,,,,0.2,0.75
SPH+CPI,2,0.44333333333333336,1.3609022556390977,1,1050,100,0.15,,,,0.2,0.75
SPH+CPI,3,0.5433333333333333,1.6625766871165644,1,1050,100,0.15,,,,0.2,0.75
