Method,R_e,A@e,RA@e,Run,n,f,max info loss,n_clusters,algorithm,n_components,gini,p value
SPH+CPI,4,0.65,2.046153846153846,1,1050,100,0.15,,,,0.2,0.75
SPH+CPI,5,0.7033333333333334,2.2701421800947865,1,1050,100,0.15,,,,0.2,0.75
SPH+CPI,6,0.73,2.406392694063927,1,1050,100,0.15,,,,0.2,0.75
SPH+CPI,7,0.74,2.4684684684684686,1,1050,100,0.15,,,,0.2,0.75
SPH+CPI,8,0.7566666666666667,2.590308370044053,1,1050,100,0.15,,,,0.2,0.75
SPH+CPI,9,0.7733333333333333,2.728448275862069,1,1050,100,0.15,,,,0.2,0.75
SPH+CPI,10,0.7933333333333333,2.911764705882353,1,1050,100,0.15,,,,0.2,0.75
SPH+CPI,1,0.26666666666666666,1.0,1,1050,100,0.15,,,,0.2,0.8
SPH+CPI,2,0.45,1.4074074074074074,1,1050,100,0.15,,,,0.2,0.8
SPH+CPI,3,0.5766666666666667,1.7572254335260116,1,1050,100,0.15,,,,0.2,0.8
SPH+CPI,4,0.6433333333333333,1.9896373056994818,1,1050,100,0.15,,,,0.2,0.8
SPH+CPI,5,0.7033333333333334,2.2464454976303316,1,1050,100,0.15,,,,0.2,0.8
SPH+CPI,6,0.7266666666666667,2.36697247706422,1,1050,100,0.15,,,,0.2,0.8
SPH+CPI,7,0.7433333333333333,2.4708520179372195,1,1050,100,0.15,,,,0.2,0.8
SPH+CPI,8,0.7566666666666667,2.5682819383259914,1,1050,100,0.15,,,,0.2,0.8
SPH+CPI,9,0.7733333333333333,2.706896551724138,1,1050,100,0.15,,,,0.2,0.8
SPH+CPI,10,0.7933333333333333,2.8907563025210083,1,1050,100,0.15,,,,0.2,0.8
SPH+CPI,1,0.2733333333333333,1.0,1,1050,100,0.15,,,,0.2,0.85
SPH+CPI,2,0.44666666666666666,1.3880597014925373,1,1050,100,0.15,,,,0.2,0.85
SPH+CPI,3,0.5566666666666666,1.7065868263473054,1,1050,100,0.15,,,,0.2,0.85
SPH+CPI,4,0.6233333333333333,1.9518716577540107,1,1050,100,0.15,,,,0.2,0.85
SPH+CPI,5,0.68,2.2058823529411766,1,1050,100,0.15,,,,0.2,0.85
SPH+CPI,6,0.71,2.3661971830985915,1,1050,100,0.15,,,,0.2,0.85
SPH+CPI,7,0.74,2.554054054054054,1,1050,100,0.15,,,,0.2,0.85
SPH+CPI,8,0.7633333333333333,2.7205240174672487,1,1050,100,0.15,,,,0.2,0.85
SPH+CPI,9,0.7766666666666666,2.828326180257511,1,1050,100,0.15,,,,0.2,0.85
SPH+CPI,10,0.7966666666666666,3.00836820083682,1,1050,100,0.15,,,,0.2,0.85
SPH+CPI,1,0.2733333333333333,1.0,1,1050,100,0.15,,,,0.2,0.9
SPH+CPI,2,0.43333333333333335,1.3692307692307693,1,1050,100,0.15,,,,0.2,0.9
SPH+CPI,3,0.52,1.641025641025641,1,1050,100,0.15,,,,0.2,0.9
SPH+CPI,4,0.58,1.8850574712643677,1,1050,100,0.15,,,,0.2,0.9
SPH+CPI,5,0.6466666666666666,2.2061855670103094,1,1050,100,0.15,,,,0.2,0.9
SPH+CPI,6,0.6866666666666666,2.4271844660194173,1,1050,100,0.15,,,,0.2,0.9
SPH+CPI,7,0.7166666666666667,2.6186046511627907,1,1050,100,0.15,,,,0.2,0.9
SPH+CPI,8,0.7333333333333333,2.7409090909090907,1,1050,100,0.15,,,,0.2,0.9
SPH+CPI,9,0.75,2.88,1,1050,100,0.15,,,,0.2,0.9
SPH+CPI,10,0.76,2.973684210526316,1,1050,100,0.15,,,,0.2,0.9
SPH+CPI,1,0.29333333333333333,1.0,1,1050,100,0.15,,,,0.25,0.7
SPH+CPI,2,0.44666666666666666,1.3432835820895523,1,1050,100,0.15,,,,0.25,0.7
SPH+CPI,3,0.5366666666666666,1.6211180124223603,1,1050,100,0.15,,,,0.25,0.7
SPH+CPI,4,0.6566666666666666,2.0558375634517767,1,1050,100,0.15,,,,0.25,0.7
SPH+CPI,5,0.7033333333333334,2.251184834123223,1,1050,100,0.15,,,,0.25,0.7
SPH+CPI,6,0.73,2.3881278538812785,1,1050,100,0.15,,,,0.25,0.7
SPH+CPI,7,0.7366666666666667,2.429864253393665,1,1050,100,0.15,,,,0.25,0.7
SPH+CPI,8,0.77,2.670995670995671,1,1050,100,0.15,,,,0.25,0.7
SPH+CPI,9,0.78,2.752136752136752,1,1050,100,0.15,,,,0.25,0.7
SPH+CPI,10,0.79,2.8438818565400843,1,1050,100,0.15,,,,0.25,0.7
SPH+CPI,1,0.29333333333333333,1.0,1,1050,100,0.15,,,,0.25,0.75
SPH+CPI,2,0.44333333333333336,1.3383458646616542,1,1050,100,0.15,,,,0.25,0.75
SPH+CPI,3,0.5433333333333333,1.6441717791411044,1,1050,100,0.15,,,,0.25,0.75
SPH+CPI,4,0.65,2.0307692307692307,1,1050,100,0.15,,,,0.25,0.75
SPH+CPI,5,0.7033333333333334,2.255924170616114,1,1050,100,0.15,,,,0.25,0.75
SPH+CPI,6,0.73,2.3926940639269407,1,1050,100,0.15,,,,0.25,0.75
SPH+CPI,7,0.74,2.454954954954955,1,1050,100,0.15,,,,0.25,0.75
SPH+CPI,8,0.7566666666666667,2.5770925110132157,1,1050,100,0.15,,,,0.25,0.75
SPH+CPI,9,0.7733333333333333,2.7155172413793105,1,1050,100,0.15,,,,0.25,0.75
SPH+CPI,10,0.7933333333333333,2.899159663865546,1,1050,100,0.15,,,,0.25,0.75
SPH+CPI,1,0.27666666666666667,1.0,1,1050,100,0.15,,,,0.25,0.8
SPH+CPI,2,0.45,1.385185185185185,1,1050,100,0.15,,,,0.25,0.8
SPH+CPI,3,0.5766666666666667,1.739884393063584,1,1050,100,0.15,,,,0.25,0.8
SPH+CPI,4,0.6433333333333333,1.9740932642487046,1,1050,100,0.15,,,,0.25,0.8
SPH+CPI,5,0.7033333333333334,2.2322274881516586,1,1050,100,0.15,,,,0.25,0.8
SPH+CPI,6,0.7266666666666667,2.353211009174312,1,1050,100,0.15,,,,0.25,0.8
SPH+CPI,7,0.7433333333333333,2.4573991031390134,1,1050,100,0.15,,,,0.25,0.8
SPH+CPI,8,0.7566666666666667,2.555066079295154,1,1050,100,0.15,,,,0.25,0.8
SPH+CPI,9,0.7733333333333333,2.6939655172413794,1,1050,100,0.15,,,,0.25,0.8
SPH+CPI,10,0.7933333333333333,2.8781512605042017,1,1050,100,0.15,,,,0.25,0.8
SPH+CPI,1,0.2833333333333333,1.0,1,1050,100,0.15,,,,0.25,0.85
SPH+CPI,2,0.44666666666666666,1.3656716417910448,1,1050,100,0.15,,,,0.25,0.85
SPH+CPI,3,0.5566666666666666,1.688622754491018,1,1050,100,0.15,,,,0.25,0.85
SPH+CPI,4,0.6233333333333333,1.9358288770053476,1,1050,100,0.15,,,,0.25,0.85
SPH+CPI,5,0.68,2.1911764705882355,1,1050,100,0.15,,,,0.25,0.85
SPH+CPI,6,0.71,2.352112676056338,1,1050,100,0.15,,,,0.25,0.85
SPH+CPI,7,0.74,2.5405405405405403,1,1050,100,0.15,,,,0.25,0.85
SPH+CPI,8,0.7633333333333333,2.7074235807860263,1,1050,100,0.15,,,,0.25,0.85
SPH+CPI,9,0.7766666666666666,2.815450643776824,1,1050,100,0.15,,,,0.25,0.85
SPH+CPI,10,0.7966666666666666,2.99581589958159,1,1050,100,0.15,,,,0.25,0.85
SPH+CPI,1,0.2833333333333333,1.0,1,1050,100,0.15,,,,0.25,0.9
SPH+CPI,2,0.43333333333333335,1.3461538461538463,1,1050,100,0.15,,,,0.25,0.9
SPH+CPI,3,0.52,1.6217948717948718,1,1050,100,0.15,,,,0.25,0.9
SPH+CPI,4,0.58,1.867816091954023,1,1050,100,0.15,,,,0.25,0.9
SPH+CPI,5,0.6466666666666666,2.1907216494845363,1,1050,100,0.15,,,,0.25,0.9
SPH+CPI,6,0.6866666666666666,2.412621359223301,1,1050,100,0.15,,,,0.25,0.9
SPH+CPI,7,0.7166666666666667,2.604651162790698,1,1050,100,0.15,,,,0.25,0.9
SPH+CPI,8,0.7333333333333333,2.727272727272727,1,1050,100,0.15,,,,0.25,0.9
SPH+CPI,9,0.75,2.8666666666666667,1,1050,100,0.15,,,,0.25,0.9
SPH+CPI,10,0.76,2.960526315789474,1,1050,100,0.15,,,,0.25,0.9
SPH+CPI,1,0.30333333333333334,1.0,1,1050,100,0.15,,,,0.3,0.7
SPH+CPI,2,0.44666666666666666,1.3208955223880596,1,1050,100,0.15,,,,0.3,0.7
SPH+CPI,3,0.5366666666666666,1.6024844720496894,1,1050,100,0.15,,,,0.3,0.7
SPH+CPI,4,0.6533333333333333,2.0306122448979593,1,1050,100,0.15,,,,0.3,0.7
SPH+CPI,5,0.7,2.2285714285714286,1,1050,100,0.15,,,,0.3,0.7
SPH+CPI,6,0.73,2.3835616438356166,1,1050,100,0.15,,,,0.3,0.7
SPH+CPI,7,0.7366666666666667,2.425339366515837,1,1050,100,0.15,,,,0.3,0.7
SPH+CPI,8,0.77,2.6666666666666665,1,1050,100,0.15,,,,0.3,0.7
SPH+CPI,9,0.78,2.747863247863248,1,1050,100,0.15,,,,0.3,0.7
SPH+CPI,10,0.79,2.839662447257384,1,1050,100,0.15,,,,0.3,0.7
SPH+CPI,1,0.30333333333333334,1.0,1,1050,100,0.15,,,,0.3,0.75
SPH+CPI,2,0.44333333333333336,1.3157894736842106,1,1050,100,0.15,,,,0.3,0.75
SPH+CPI,3,0.5433333333333333,1.6257668711656441,1,1050,100,0.15,,,,0.3,0.75
SPH+CPI,4,0.6466666666666666,2.0051546391752577,1,1050,100,0.15,,,,0.3,0.75
SPH+CPI,5,0.7,2.2333333333333334,1,1050,100,0.15,,,,0.3,0.75
SPH+CPI,6,0.73,2.3881278538812785,1,1050,100,0.15,,,,0.3,0.75
SPH+CPI,7,0.74,2.4504504504504503,1,1050,100,0.15,,,,0.3,0.75
SPH+CPI,8,0.7566666666666667,2.5726872246696035,1,1050,100,0.15,,,,0.3,0.75
SPH+CPI,9,0.7733333333333333,2.711206896551724,1,1050,100,0.15,,,,0.3,0.75
SPH+CPI,10,0.7933333333333333,2.8949579831932772,1,1050,100,0.15,,,,0.3,0.75
SPH+CPI,1,0.2866666666666667,1.0,1,1050,100,0.15,,,,0.3,0.8
SPH+CPI,2,0.45,1.362962962962963,1,1050,100,0.15,,,,0.3,0.8
SPH+CPI,3,0.5766666666666667,1.722543352601156,1,1050,100,0.15,,,,0.3,0.8
SPH+CPI,4,0.64,1.9479166666666667,1,1050,100,0.15,,,,0.3,0.8
SPH+CPI,5,0.7,2.2095238095238097,1,1050,100,0.15,,,,0.3,0.8
SPH+CPI,6,0.7266666666666667,2.3486238532110093,1,1050,100,0.15,,,,0.3,0.8
SPH+CPI,7,0.7433333333333333,2.4529147982062782,1,1050,100,0.15,,,,0.3,0.8
SPH+CPI,8,0.7566666666666667,2.550660792951542,1,1050,100,0.15,,,,0.3,0.8
SPH+CPI,9,0.7733333333333333,2.689655172413793,1,1050,100,0.15,,,,0.3,0.8
SPH+CPI,10,0.7933333333333333,2.8739495798319328,1,1050,100,0.15,,,,0.3,0.8
SPH+CPI,1,0.29333333333333333,1.0,1,1050,100,0.15,,,,0.3,0.85
SPH+CPI,2,0.44666666666666666,1.3432835820895523,1,1050,100,0.15,,,,0.3,0.85
SPH+CPI,3,0.5566666666666666,1.6706586826347305,1,1050,100,0.15,,,,0.3,0.85
SPH+CPI,4,0.62,1.9086021505376345,1,1050,100,0.15,,,,0.3,0.85
SPH+CPI,5,0.6766666666666666,2.167487684729064,1,1050,100,0.15,,,,0.3,0.85
SPH+CPI,6,0.71,2.347417840375587,1,1050,100,0.15,,,,0.3,0.85
SPH+CPI,7,0.74,2.536036036036036,1,1050,100,0.15,,,,0.3,0.85
SPH+CPI,8,0.7633333333333333,2.703056768558952,1,1050,100,0.15,,,,0.3,0.85
SPH+CPI,9,0.7766666666666666,2.811158798283262,1,1050,100,0.15,,,,0.3,0.85
SPH+CPI,10,0.7966666666666666,2.99163179916318,1,1050,100,0.15,,,,0.3,0.85
SPH+CPI,1,0.29333333333333333,1.0,1,1050,100,0.15,,,,0.3,0.9
SPH+CPI,2,0.43333333333333335,1.323076923076923,1,1050,100,0.15,,,,0.3,0.9
SPH+CPI,3,0.52,1.6025641025641026,1,1050,100,0.15,,,,0.3,0.9
SPH+CPI,4,0.5766666666666667,1.8381502890173411,1,1050,100,0.15,,,,0.3,0.9
SPH+CPI,5,0.6433333333333333,2.1658031088082903,1,1050,100,0.15,,,,0.3,0.9
SPH+CPI,6,0.6866666666666666,2.407766990291262,1,1050,100,0.15,,,,0.3,0.9
SPH+CPI,7,0.7166666666666667,2.6,1,1050,100,0.15,,,,0.3,0.9
SPH+CPI,8,0.7333333333333333,2.7227272727272727,1,1050,100,0.15,,,,0.3,0.9
SPH+CPI,9,0.75,2.862222222222222,1,1050,100,0.15,,,,0.3,0.9
SPH+CPI,10,0.76,2.956140350877193,1,1050,100,0.15,,,,0.3,0.9
SPH+CPI,1,0.3,1.0,1,1050,100,0.15,,,,0.35,0.7
SPH+CPI,2,0.44666666666666666,1.328358208955224,1,1050,100,0.15,,,,0.35,0.7
SPH+CPI,3,0.5366666666666666,1.608695652173913,1,1050,100,0.15,,,,0.35,0.7
SPH+CPI,4,0.6533333333333333,2.0357142857142856,1,1050,100,0.15,,,,0.35,0.7
SPH+CPI,5,0.7,2.2333333333333334,1,1050,100,0.15,,,,0.35,0.7
SPH+CPI,6,0.73,2.3881278538812785,1,1050,100,0.15,,,,0.35,0.7
SPH+CPI,7,0.7366666666666667,2.429864253393665,1,1050,100,0.15,,,,0.35,0.7
SPH+CPI,8,0.77,2.670995670995671,1,1050,100,0.15,,,,0.35,0.7
SPH+CPI,9,0.78,2.752136752136752,1,1050,100,0.15,,,,0.35,0.7
SPH+CPI,10,0.79,2.8438818565400843,1,1050,100,0.15,,,,0.35,0.7
SPH+CPI,1,0.3,1.0,1,1050,100,0.15,,,,0.35,0.75
SPH+CPI,2,0.44333333333333336,1.3233082706766917,1,1050,100,0.15,,,,0.35,0.75
SPH+CPI,3,0.5433333333333333,1.6319018404907975,1,1050,100,0.15,,,,0.35,0.75
SPH+CPI,4,0.6466666666666666,2.0103092783505154,1,1050,100,0.15,,,,0.35,0.75
SPH+CPI,5,0.7,2.238095238095238,1,1050,100,0.15,,,,0.35,0.75
SPH+CPI,6,0.73,2.3926940639269407,1,1050,100,0.15,,,,0.35,0.75
SPH+CPI,7,0.74,2.454954954954955,1,1050,100,0.15,,,,0.35,0.75
SPH+CPI,8,0.7566666666666667,2.5770925110132157,1,1050,100,0.15,,,,0.35,0.75
SPH+CPI,9,0.7733333333333333,2.7155172413793105,1,1050,100,0.15,,,,0.35,0.75
SPH+CPI,10,0.7933333333333333,2.899159663865546,1,1050,100,0.15,,,,0.35,0.75
SPH+CPI,1,0.2833333333333333,1.0,1,1050,100,0.15,,,,0.35,0.8
SPH+CPI,2,0.45,1.3703703703703705,1,1050,100,0.15,,,,0.35,0.8
SPH+CPI,3,0.5766666666666667,1.7283236994219653,1,1050,100,0.15,,,,0.35,0.8
SPH+CPI,4,0.64,1.953125,1,1050,100,0.15,,,,0.35,0.8
SPH+CPI,5,0.7,2.2142857142857144,1,1050,100,0.15,,,,0.35,0.8
SPH+CPI,6,0.7266666666666667,2.353211009174312,1,1050,100,0.15,,,,0.35,0.8
SPH+CPI,7,0.7433333333333333,2.4573991031390134,1,1050,100,0.15,,,,0.35,0.8
SPH+CPI,8,0.7566666666666667,2.555066079295154,1,1050,100,0.15,,,,0.35,0.8
SPH+CPI,9,0.7733333333333333,2.6939655172413794,1,1050,100,0.15,,,,0.35,0.8
SPH+CPI,10,0.7933333333333333,2.8781512605042017,1,1050,100,0.15,,,,0.35,0.8
SPH+CPI,1,0.29,1.0,1,1050,100,0.15,,,,0.35,0.85
SPH+CPI,2,0.44666666666666666,1.3507462686567164,1,1050,100,0.15,,,,0.35,0.85
SPH+CPI,3,0.5566666666666666,1.6766467065868262,1,1050,100,0.15,,,,0.35,0.85
SPH+CPI,4,0.62,1.913978494623656,1,1050,100,0.15,,,,0.35,0.85
SPH+CPI,5,0.6766666666666666,2.1724137931034484,1,1050,100,0.15,,,,0.35,0.85
SPH+CPI,6,0.71,2.352112676056338,1,1050,100,0.15,,,,0.35,0.85
SPH+CPI,7,0.74,2.5405405405405403,1,1050,100,0.15,,,,0.35,0.85
SPH+CPI,8,0.7633333333333333,2.7074235807860263,1,1050,100,0.15,,,,0.35,0.85
SPH+CPI,9,0.7766666666666666,2.815450643776824,1,1050,100,0.15,,,,0.35,0.85
SPH+CPI,10,0.7966666666666666,2.99581589958159,1,1050,100,0.15,,,,0.35,0.85
SPH+CPI,1,0.29,1.0,1,1050,100,0.15,,,,0.35,0.9
SPH+CPI,2,0.43333333333333335,1.3307692307692307,1,1050,100,0.15,,,,0.35,0.9
SPH+CPI,3,0.52,1.608974358974359,1,1050,100,0.15,,,,0.35,0.9
SPH+CPI,4,0.5766666666666667,1.8439306358381502,1,1050,100,0.15,,,,0.35,0.9
SPH+CPI,5,0.6433333333333333,2.1709844559585494,1,1050,100,0.15,,,,0.35,0.9
SPH+CPI,6,0.6866666666666666,2.412621359223301,1,1050,100,0.15,,,,0.35,0.9
SPH+CPI,7,0.7166666666666667,2.604651162790698,1,1050,100,0.15,,,,0.35,0.9
SPH+CPI,8,0.7333333333333333,2.727272727272727,1,1050,100,0.15,,,,0.35,0.9
SPH+CPI,9,0.75,2.8666666666666667,1,1050,100,0.15,,,,0.35,0.9
SPH+CPI,10,0.76,2.960526315789474,1,1050,100,0.15,,,,0.35,0.9
SPH+CPI,1,0.30333333333333334,1.0,1,1050,100,0.15,,,,0.4,0.7
SPH+CPI,2,0.45,1.325925925925926,1,1050,100,0.15,,,,0.4,0.7
SPH+CPI,3,0.5433333333333333,1.6134969325153374,1,1050,100,0.15,,,,0.4,0.7
SPH+CPI,4,0.6533333333333333,2.0153061224489797,1,1050,100,0.15,,,,0.4,0.7
SPH+CPI,5,0.69,2.1739130434782608,1,1050,100,0.15,,,,0.4,0.7
SPH+CPI,6,0.7233333333333334,2.3502304147465436,1,1050,100,0.15,,,,0.4,0.7
SPH+CPI,7,0.7366666666666667,2.434389140271493,1,1050,100,0.15,,,,0.4,0.7
SPH+CPI,8,0.77,2.675324675324675,1,1050,100,0.15,,,,0.4,0.7
SPH+CPI,9,0.78,2.7564102564102564,1,1050,100,0.15,,,,0.4,0.7
SPH+CPI,10,0.79,2.848101265822785,1,1050,100,0.15,,,,0.4,0.7
SPH+CPI,1,0.3,1.0,1,1050,100,0.15,,,,0.4,0.75
SPH+CPI,2,0.45,1.3333333333333333,1,1050,100,0.15,,,,0.4,0.75
SPH+CPI,3,0.5433333333333333,1.6196319018404908,1,1050,100,0.15,,,,0.4,0.75
SPH+CPI,4,0.6466666666666666,2.0,1,1050,100,0.15,,,,0.4,0.75
SPH+CPI,5,0.6933333333333334,2.201923076923077,1,1050,100,0.15,,,,0.4,0.75
SPH+CPI,6,0.7266666666666667,2.376146788990826,1,1050,100,0.15,,,,0.4,0.75
SPH+CPI,7,0.7433333333333333,2.4798206278026904,1,1050,100,0.15,,,,0.4,0.75
SPH+CPI,8,0.7566666666666667,2.5770925110132157,1,1050,100,0.15,,,,0.4,0.75
SPH+CPI,9,0.7733333333333333,2.7155172413793105,1,1050,100,0.15,,,,0.4,0.75
SPH+CPI,10,0.7933333333333333,2.899159663865546,1,1050,100,0.15,,,,0.4,0.75
SPH+CPI,1,0.2833333333333333,1.0,1,1050,100,0.15,,,,0.4,0.8
SPH+CPI,2,0.45666666666666667,1.3795620437956204,1,1050,100,0.15,,,,0.4,0.8
SPH+CPI,3,0.5766666666666667,1.716763005780347,1,1050,100,0.15,,,,0.4,0.8
SPH+CPI,4,0.64,1.9427083333333333,1,1050,100,0.15,,,,0.4,0.8
SPH+CPI,5,0.6933333333333334,2.1778846153846154,1,1050,100,0.15,,,,0.4,0.8
SPH+CPI,6,0.7233333333333334,2.3364055299539173,1,1050,100,0.15,,,,0.4,0.8
SPH+CPI,7,0.7466666666666667,2.482142857142857,1,1050,100,0.15,,,,0.4,0.8
SPH+CPI,8,0.7566666666666667,2.555066079295154,1,1050,100,0.15,,,,0.4,0.8
SPH+CPI,9,0.7733333333333333,2.6939655172413794,1,1050,100,0.15,,,,0.4,0.8
SPH+CPI,10,0.7933333333333333,2.8781512605042017,1,1050,100,0.15,,,,0.4,0.8
SPH+CPI,1,0.29,1.0,1,1050,100,0.15,,,,0.4,0.85
SPH+CPI,2,0.4533333333333333,1.3602941176470589,1,1050,100,0.15,,,,0.4,0.85
SPH+CPI,3,0.5566666666666666,1.6646706586826348,1,1050,100,0.15,,,,0.4,0.85
SPH+CPI,4,0.62,1.903225806451613,1,1050,100,0.15,,,,0.4,0.85
SPH+CPI,5,0.67,2.1343283582089554,1,1050,100,0.15,,,,0.4,0.85
SPH+CPI,6,0.7066666666666667,2.3349056603773586,1,1050,100,0.15,,,,0.4,0.85
SPH+CPI,7,0.7433333333333333,2.5650224215246635,1,1050,100,0.15,,,,0.4,0.85
SPH+CPI,8,0.7633333333333333,2.7074235807860263,1,1050,100,0.15,,,,0.4,0.85
SPH+CPI,9,0.7766666666666666,2.815450643776824,1,1050,100,0.15,,,,0.4,0.85
SPH+CPI,10,0.7966666666666666,2.99581589958159,1,1050,100,0.15,,,,0.4,0.85
SPH+CPI,1,0.29,1.0,1,1050,100,0.15,,,,0.4,0.9
SPH+CPI,2,0.44,1.3409090909090908,1,1050,100,0.15,,,,0.4,0.9
SPH+CPI,3,0.52,1.5961538461538463,1,1050,100,0.15,,,,0.4,0.9
SPH+CPI,4,0.5766666666666667,1.8323699421965318,1,1050,100,0.15,,,,0.4,0.9
SPH+CPI,5,0.6366666666666667,2.130890052356021,1,1050,100,0.15,,,,0.4,0.9
SPH+CPI,6,0.6833333333333333,2.395121951219512,1,1050,100,0.15,,,,0.4,0.9
SPH+CPI,7,0.72,2.6296296296296298,1,1050,100,0.15,,,,0.4,0.9
SPH+CPI,8,0.7333333333333333,2.727272727272727,1,1050,100,0.15,,,,0.4,0.9
SPH+CPI,9,0.75,2.8666666666666667,1,1050,100,0.15,,,,0.4,0.9
SPH+CPI,10,0.76,2.960526315789474,1,1050,100,0.15,,,,0.4,0.9
SPH+CPI,1,0.29,1.0,1,1050,100,0.2,,,,0.2,0.7
SPH+CPI,2,0.4633333333333333,1.3741007194244603,1,1050,100,0.2,,,,0.2,0.7
SPH+CPI,3,0.5566666666666666,1.6467065868263473,1,1050,100,0.2,,,,0.2,0.7
SPH+CPI,4,0.67,2.044776119402985,1,1050,100,0.2,,,,0.2,0.7
SPH+CPI,5,0.7166666666666667,2.2372093023255815,1,1050,100,0.2,,,,0.2,0.7
SPH+CPI,6,0.74,2.355855855855856,1,1050,100,0.2,,,,0.2,0.7
SPH+CPI,7,0.74,2.355855855855856,1,1050,100,0.2,,,,0.2,0.7
SPH+CPI,8,0.7633333333333333,2.5283842794759823,1,1050,100,0.2,,,,0.2,0.7
SPH+CPI,9,0.7733333333333333,2.6120689655172415,1,1050,100,0.2,,,,0.2,0.7
SPH+CPI,10,0.78,2.675213675213675,1,1050,100,0.2,,,,0.2,0.7
SPH+CPI,1,0.2866666666666667,1.0,1,1050,100,0.2,,,,0.2,0.75
SPH+CPI,2,0.4666666666666667,1.3857142857142857,1,1050,100,0.2,,,,0.2,0.75
SPH+CPI,3,0.57,1.6783625730994152,1,1050,100,0.2,,,,0.2,0.75
SPH+CPI,4,0.6733333333333333,2.0346534653465347,1,1050,100,0.2,,,,0.2,0.75
SPH+CPI,5,0.72,2.2268518518518516,1,1050,100,0.2,,,,0.2,0.75
SPH+CPI,6,0.75,2.3777777777777778,1,1050,100,0.2,,,,0.2,0.75
SPH+CPI,7,0.7533333333333333,2.398230088495575,1,1050,100,0.2,,,,0.2,0.75
SPH+CPI,8,0.77,2.5194805194805197,1,1050,100,0.2,,,,0.2,0.75
SPH+CPI,9,0.78,2.6025641025641026,1,1050,100,0.2,,,,0.2,0.75
SPH+CPI,10,0.8,2.7875,1,1050,100,0.2,,,,0.2,0.75
SPH+CPI,1,0.27,1.0,1,1050,100,0.2,,,,0.2,0.8
SPH+CPI,2,0.47333333333333333,1.4295774647887325,1,1050,100,0.2,,,,0.2,0.8
SPH+CPI,3,0.6033333333333334,1.7679558011049723,1,1050,100,0.2,,,,0.2,0.8
SPH+CPI,4,0.6666666666666666,1.98,1,1050,100,0.2,,,,0.2,0.8
SPH+CPI,5,0.72,2.2037037037037037,1,1050,100,0.2,,,,0.2,0.8
SPH+CPI,6,0.7466666666666667,2.3392857142857144,1,1050,100,0.2,,,,0.2,0.8
SPH+CPI,7,0.7566666666666667,2.4008810572687223,1,1050,100,0.2,,,,0.2,0.8
SPH+CPI,8,0.77,2.497835497835498,1,1050,100,0.2,,,,0.2,0.8
SPH+CPI,9,0.78,2.5811965811965814,1,1050,100,0.2,,,,0.2,0.8
SPH+CPI,10,0.8,2.7666666666666666,1,1050,100,0.2,,,,0.2,0.8
SPH+CPI,1,0.27666666666666667,1.0,1,1050,100,0.2,,,,0.2,0.85
SPH+CPI,2,0.47333333333333333,1.4154929577464788,1,1050,100,0.2,,,,0.2,0.85
SPH+CPI,3,0.5866666666666667,1.7215909090909092,1,1050,100,0.2,,,,0.2,0.85
SPH+CPI,4,0.65,1.9435897435897436,1,1050,100,0.2,,,,0.2,0.85
SPH+CPI,5,0.7033333333333334,2.175355450236967,1,1050,100,0.2,,,,0.2,0.85
SPH+CPI,6,0.72,2.263888888888889,1,1050,100,0.2,,,,0.2,0.85
SPH+CPI,7,0.7433333333333333,2.412556053811659,1,1050,100,0.2,,,,0.2,0.85
SPH+CPI,8,0.76,2.5350877192982457,1,1050,100,0.2,,,,0.2,0.85
SPH+CPI,9,0.7733333333333333,2.646551724137931,1,1050,100,0.2,,,,0.2,0.85
SPH+CPI,10,0.79,2.80168776371308,1,1050,100,0.2,,,,0.2,0.85
SPH+CPI,1,0.29333333333333333,1.0,1,1050,100,0.2,,,,0.2,0.9
SPH+CPI,2,0.48,1.3888888888888888,1,1050,100,0.2,,,,0.2,0.9
SPH+CPI,3,0.57,1.6432748538011697,1,1050,100,0.2,,,,0.2,0.9
SPH+CPI,4,0.6266666666666667,1.8563829787234043,1,1050,100,0.2,,,,0.2,0.9
SPH+CPI,5,0.6833333333333333,2.1170731707317074,1,1050,100,0.2,,,,0.2,0.9
SPH+CPI,6,0.7066666666666667,2.2452830188679247,1,1050,100,0.2,,,,0.2,0.9
SPH+CPI,7,0.7266666666666667,2.376146788990826,1,1050,100,0.2,,,,0.2,0.9
SPH+CPI,8,0.7366666666666667,2.4524886877828056,1,1050,100,0.2,,,,0.2,0.9
SPH+CPI,9,0.7566666666666667,2.6255506607929515,1,1050,100,0.2,,,,0.2,0.9
SPH+CPI,10,0.7633333333333333,2.6899563318777293,1,1050,100,0.2,,,,0.2,0.9
SPH+CPI,1,0.3,1.0,1,1050,100,0.2,,,,0.25,0.7
SPH+CPI,2,0.4633333333333333,1.3525179856115108,1,1050,100,0.2,,,,0.25,0.7
SPH+CPI,3,0.5566666666666666,1.6287425149700598,1,1050,100,0.2,,,,0.25,0.7
SPH+CPI,4,0.67,2.029850746268657,1,1050,100,0.2,,,,0.25,0.7
SPH+CPI,5,0.7166666666666667,2.2232558139534886,1,1050,100,0.2,,,,0.25,0.7
SPH+CPI,6,0.74,2.3423423423423424,1,1050,100,0.2,,,,0.25,0.7
SPH+CPI,7,0.74,2.3423423423423424,1,1050,100,0.2,,,,0.25,0.7
SPH+CPI,8,0.7633333333333333,2.51528384279476,1,1050,100,0.2,,,,0.25,0.7
