Method,R_e,A@e,RA@e,Run,max info loss,n,f,mf,n_clusters,algorithm,n_components,gini,p value
Birch,3,0.6966666666666667,1.492822966507177,1,,1050,100,0.2,10.0,Birch,,,
Birch,4,0.75,1.6711111111111112,1,,1050,100,0.2,10.0,Birch,,,
Birch,5,0.7866666666666666,1.826271186440678,1,,1050,100,0.2,10.0,Birch,,,
Birch,6,0.82,1.9959349593495934,1,,1050,100,0.2,10.0,Birch,,,
Birch,7,0.8233333333333334,2.016194331983806,1,,1050,100,0.2,10.0,Birch,,,
Birch,8,0.8366666666666667,2.1115537848605577,1,,1050,100,0.2,10.0,Birch,,,
Birch,9,0.85,2.219607843137255,1,,1050,100,0.2,10.0,Birch,,,
Birch,10,0.8866666666666667,2.5413533834586466,1,,1050,100,0.2,10.0,Birch,,,
Birch,1,0.4633333333333333,1.0,1,,1050,100,0.2,15.0,Birch,,,
Birch,2,0.61,1.2404371584699454,1,,1050,100,0.2,15.0,Birch,,,
Birch,3,0.7033333333333334,1.4739336492890995,1,,1050,100,0.2,15.0,Birch,,,
Birch,4,0.7633333333333333,1.6724890829694323,1,,1050,100,0.2,15.0,Birch,,,
Birch,5,0.81,1.8641975308641976,1,,1050,100,0.2,15.0,Birch,,,
Birch,6,0.8366666666666667,1.99601593625498,1,,1050,100,0.2,15.0,Birch,,,
Birch,7,0.8466666666666667,2.0551181102362204,1,,1050,100,0.2,15.0,Birch,,,
Birch,8,0.8566666666666667,2.124513618677043,1,,1050,100,0.2,15.0,Birch,,,
Birch,9,0.87,2.2298850574712645,1,,1050,100,0.2,15.0,Birch,,,
Birch,10,0.89,2.404494382022472,1,,1050,100,0.2,15.0,Birch,,,
Birch,1,0.4666666666666667,1.0,1,,1050,100,0.2,20.0,Birch,,,
Birch,2,0.6233333333333333,1.2513368983957218,1,,1050,100,0.2,20.0,Birch,,,
Birch,3,0.7133333333333334,1.47196261682243,1,,1050,100,0.2,20.0,Birch,,,
Birch,4,0.79,1.7172995780590716,1,,1050,100,0.2,20.0,Birch,,,
Birch,5,0.8233333333333334,1.8502024291497976,1,,1050,100,0.2,20.0,Birch,,,
Birch,6,0.8466666666666667,1.9645669291338583,1,,1050,100,0.2,20.0,Birch,,,
Birch,7,0.8566666666666667,2.0233463035019454,1,,1050,100,0.2,20.0,Birch,,,
Birch,8,0.86,2.046511627906977,1,,1050,100,0.2,20.0,Birch,,,
Birch,9,0.88,2.2045454545454546,1,,1050,100,0.2,20.0,Birch,,,
Birch,10,0.9,2.3777777777777778,1,,1050,100,0.2,20.0,Birch,,,
Birch,1,0.47333333333333333,1.0,1,,1050,100,0.2,25.0,Birch,,,
Birch,2,0.6266666666666667,1.2446808510638299,1,,1050,100,0.2,25.0,Birch,,,
Birch,3,0.7233333333333334,1.4792626728110598,1,,1050,100,0.2,25.0,Birch,,,
Birch,4,0.7966666666666666,1.711297071129707,1,,1050,100,0.2,25.0,Birch,,,
Birch,5,0.82,1.8048780487804879,1,,1050,100,0.2,25.0,Birch,,,
Birch,6,0.85,1.9529411764705882,1,,1050,100,0.2,25.0,Birch,,,
Birch,7,0.8566666666666667,1.9922178988326849,1,,1050,100,0.2,25.0,Birch,,,
Birch,8,0.86,2.0155038759689923,1,,1050,100,0.2,25.0,Birch,,,
Birch,9,0.8733333333333333,2.122137404580153,1,,1050,100,0.2,25.0,Birch,,,
Birch,10,0.8933333333333333,2.298507462686567,1,,1050,100,0.2,25.0,Birch,,,
Birch,1,0.4766666666666667,1.0,1,,1050,100,0.2,26.0,Birch,,,
Birch,2,0.63,1.2433862433862435,1,,1050,100,0.2,26.0,Birch,,,
Birch,3,0.7233333333333334,1.4700460829493087,1,,1050,100,0.2,26.0,Birch,,,
Birch,4,0.7966666666666666,1.702928870292887,1,,1050,100,0.2,26.0,Birch,,,
Birch,5,0.82,1.7967479674796747,1,,1050,100,0.2,26.0,Birch,,,
Birch,6,0.85,1.9450980392156862,1,,1050,100,0.2,26.0,Birch,,,
Birch,7,0.8566666666666667,1.9844357976653697,1,,1050,100,0.2,26.0,Birch,,,
Birch,8,0.86,2.007751937984496,1,,1050,100,0.2,26.0,Birch,,,
Birch,9,0.8733333333333333,2.114503816793893,1,,1050,100,0.2,26.0,Birch,,,
Birch,10,0.8933333333333333,2.291044776119403,1,,1050,100,0.2,26.0,Birch,,,
Birch,1,0.48,1.0,1,,1050,100,0.2,30.0,Birch,,,
Birch,2,0.6433333333333333,1.2538860103626943,1,,1050,100,0.2,30.0,Birch,,,
Birch,3,0.75,1.5022222222222221,1,,1050,100,0.2,30.0,Birch,,,
Birch,4,0.8233333333333334,1.7246963562753037,1,,1050,100,0.2,30.0,Birch,,,
Birch,5,0.84,1.7896825396825398,1,,1050,100,0.2,30.0,Birch,,,
Birch,6,0.8533333333333334,1.85546875,1,,1050,100,0.2,30.0,Birch,,,
Birch,7,0.86,1.8953488372093024,1,,1050,100,0.2,30.0,Birch,,,
Birch,8,0.8666666666666667,1.9423076923076923,1,,1050,100,0.2,30.0,Birch,,,
Birch,9,0.88,2.0492424242424243,1,,1050,100,0.2,30.0,Birch,,,
Birch,10,0.9,2.225925925925926,1,,1050,100,0.2,30.0,Birch,,,
Birch,1,0.47333333333333333,1.0,1,,1050,100,0.2,35.0,Birch,,,
Birch,2,0.6366666666666667,1.256544502617801,1,,1050,100,0.2,35.0,Birch,,,
Birch,3,0.7366666666666667,1.493212669683258,1,,1050,100,0.2,35.0,Birch,,,
Birch,4,0.8166666666666667,1.7387755102040816,1,,1050,100,0.2,35.0,Birch,,,
Birch,5,0.8333333333333334,1.804,1,,1050,100,0.2,35.0,Birch,,,
Birch,6,0.8433333333333334,1.8537549407114624,1,,1050,100,0.2,35.0,Birch,,,
Birch,7,0.8533333333333334,1.9140625,1,,1050,100,0.2,35.0,Birch,,,
Birch,8,0.86,1.9612403100775193,1,,1050,100,0.2,35.0,Birch,,,
Birch,9,0.87,2.0421455938697317,1,,1050,100,0.2,35.0,Birch,,,
Birch,10,0.8933333333333333,2.25,1,,1050,100,0.2,35.0,Birch,,,
Birch,1,0.4766666666666667,1.0,1,,1050,100,0.2,40.0,Birch,,,
Birch,2,0.6366666666666667,1.2513089005235603,1,,1050,100,0.2,40.0,Birch,,,
Birch,3,0.74,1.4954954954954955,1,,1050,100,0.2,40.0,Birch,,,
Birch,4,0.8066666666666666,1.7024793388429753,1,,1050,100,0.2,40.0,Birch,,,
Birch,5,0.8233333333333334,1.7692307692307692,1,,1050,100,0.2,40.0,Birch,,,
Birch,6,0.8366666666666667,1.8366533864541832,1,,1050,100,0.2,40.0,Birch,,,
Birch,7,0.84,1.8571428571428572,1,,1050,100,0.2,40.0,Birch,,,
Birch,8,0.8466666666666667,1.905511811023622,1,,1050,100,0.2,40.0,Birch,,,
Birch,9,0.8566666666666667,1.9883268482490273,1,,1050,100,0.2,40.0,Birch,,,
Birch,10,0.8766666666666667,2.171102661596958,1,,1050,100,0.2,40.0,Birch,,,
Birch,1,0.4766666666666667,1.0,1,,1050,100,0.2,45.0,Birch,,,
Birch,2,0.64,1.2552083333333333,1,,1050,100,0.2,45.0,Birch,,,
Birch,3,0.7333333333333333,1.4772727272727273,1,,1050,100,0.2,45.0,Birch,,,
Birch,4,0.7933333333333333,1.6680672268907564,1,,1050,100,0.2,45.0,Birch,,,
Birch,5,0.8233333333333334,1.7894736842105263,1,,1050,100,0.2,45.0,Birch,,,
Birch,6,0.8333333333333334,1.84,1,,1050,100,0.2,45.0,Birch,,,
Birch,7,0.8366666666666667,1.8605577689243027,1,,1050,100,0.2,45.0,Birch,,,
Birch,8,0.8433333333333334,1.9090909090909092,1,,1050,100,0.2,45.0,Birch,,,
Birch,9,0.8533333333333334,1.9921875,1,,1050,100,0.2,45.0,Birch,,,
Birch,10,0.8766666666666667,2.20532319391635,1,,1050,100,0.2,45.0,Birch,,,
Birch,1,0.48,1.0,1,,1050,100,0.2,50.0,Birch,,,
Birch,2,0.6366666666666667,1.2460732984293195,1,,1050,100,0.2,50.0,Birch,,,
Birch,3,0.73,1.4703196347031964,1,,1050,100,0.2,50.0,Birch,,,
Birch,4,0.7933333333333333,1.6722689075630253,1,,1050,100,0.2,50.0,Birch,,,
Birch,5,0.8266666666666667,1.8064516129032258,1,,1050,100,0.2,50.0,Birch,,,
Birch,6,0.8366666666666667,1.8565737051792828,1,,1050,100,0.2,50.0,Birch,,,
Birch,7,0.84,1.876984126984127,1,,1050,100,0.2,50.0,Birch,,,
Birch,8,0.8466666666666667,1.9251968503937007,1,,1050,100,0.2,50.0,Birch,,,
Birch,9,0.8566666666666667,2.007782101167315,1,,1050,100,0.2,50.0,Birch,,,
Birch,10,0.8766666666666667,2.1901140684410647,1,,1050,100,0.2,50.0,Birch,,,
SPH+CPI,1,0.45,1.0,1,0.1,1050,100,0.2,,,,0.2,0.7
SPH+CPI,2,0.6466666666666666,1.3041237113402062,1,0.1,1050,100,0.2,,,,0.2,0.7
SPH+CPI,3,0.7166666666666667,1.4697674418604652,1,0.1,1050,100,0.2,,,,0.2,0.7
SPH+CPI,4,0.7733333333333333,1.6551724137931034,1,0.1,1050,100,0.2,,,,0.2,0.7
SPH+CPI,5,0.7866666666666666,1.7118644067796611,1,0.1,1050,100,0.2,,,,0.2,0.7
SPH+CPI,6,0.8033333333333333,1.8008298755186722,1,0.1,1050,100,0.2,,,,0.2,0.7
SPH+CPI,7,0.8133333333333334,1.8647540983606556,1,0.1,1050,100,0.2,,,,0.2,0.7
SPH+CPI,8,0.84,2.0595238095238093,1,0.1,1050,100,0.2,,,,0.2,0.7
SPH+CPI,9,0.8433333333333334,2.0869565217391304,1,0.1,1050,100,0.2,,,,0.2,0.7
SPH+CPI,10,0.8466666666666667,2.1181102362204722,1,0.1,1050,100,0.2,,,,0.2,0.7
SPH+CPI,1,0.44333333333333336,1.0,1,0.1,1050,100,0.2,,,,0.2,0.75
SPH+CPI,2,0.66,1.3282828282828283,1,0.1,1050,100,0.2,,,,0.2,0.75
SPH+CPI,3,0.7333333333333333,1.4954545454545454,1,0.1,1050,100,0.2,,,,0.2,0.75
SPH+CPI,4,0.79,1.6751054852320675,1,0.1,1050,100,0.2,,,,0.2,0.75
SPH+CPI,5,0.8033333333333333,1.7302904564315353,1,0.1,1050,100,0.2,,,,0.2,0.75
SPH+CPI,6,0.8166666666666667,1.8,1,0.1,1050,100,0.2,,,,0.2,0.75
SPH+CPI,7,0.8233333333333334,1.8421052631578947,1,0.1,1050,100,0.2,,,,0.2,0.75
SPH+CPI,8,0.84,1.9642857142857142,1,0.1,1050,100,0.2,,,,0.2,0.75
SPH+CPI,9,0.8433333333333334,1.992094861660079,1,0.1,1050,100,0.2,,,,0.2,0.75
SPH+CPI,10,0.8466666666666667,2.0236220472440944,1,0.1,1050,100,0.2,,,,0.2,0.75
SPH+CPI,1,0.43666666666666665,1.0,1,0.1,1050,100,0.2,,,,0.2,0.8
SPH+CPI,2,0.6666666666666666,1.345,1,0.1,1050,100,0.2,,,,0.2,0.8
SPH+CPI,3,0.73,1.4885844748858448,1,0.1,1050,100,0.2,,,,0.2,0.8
SPH+CPI,4,0.7966666666666666,1.698744769874477,1,0.1,1050,100,0.2,,,,0.2,0.8
SPH+CPI,5,0.81,1.7530864197530864,1,0.1,1050,100,0.2,,,,0.2,0.8
SPH+CPI,6,0.82,1.8048780487804879,1,0.1,1050,100,0.2,,,,0.2,0.8
SPH+CPI,7,0.8233333333333334,1.825910931174089,1,0.1,1050,100,0.2,,,,0.2,0.8
SPH+CPI,8,0.8433333333333334,1.9723320158102766,1,0.1,1050,100,0.2,,,,0.2,0.8
SPH+CPI,9,0.8533333333333334,2.0546875,1,0.1,1050,100,0.2,,,,0.2,0.8
SPH+CPI,10,0.8566666666666667,2.085603112840467,1,0.1,1050,100,0.2,,,,0.2,0.8
SPH+CPI,1,0.43,1.0,1,0.1,1050,100,0.2,,,,0.2,0.85
SPH+CPI,2,0.6666666666666666,1.355,1,0.1,1050,100,0.2,,,,0.2,0.85
SPH+CPI,3,0.7366666666666667,1.51131221719457,1,0.1,1050,100,0.2,,,,0.2,0.85
SPH+CPI,4,0.8166666666666667,1.7551020408163265,1,0.1,1050,100,0.2,,,,0.2,0.85
SPH+CPI,5,0.8233333333333334,1.7813765182186234,1,0.1,1050,100,0.2,,,,0.2,0.85
SPH+CPI,6,0.8333333333333334,1.832,1,0.1,1050,100,0.2,,,,0.2,0.85
SPH+CPI,7,0.8433333333333334,1.8932806324110671,1,0.1,1050,100,0.2,,,,0.2,0.85
SPH+CPI,8,0.8466666666666667,1.9173228346456692,1,0.1,1050,100,0.2,,,,0.2,0.85
SPH+CPI,9,0.8566666666666667,2.0,1,0.1,1050,100,0.2,,,,0.2,0.85
SPH+CPI,10,0.8633333333333333,2.0617760617760617,1,0.1,1050,100,0.2,,,,0.2,0.85
SPH+CPI,1,0.4266666666666667,1.0,1,0.1,1050,100,0.2,,,,0.2,0.9
SPH+CPI,2,0.6733333333333333,1.3663366336633664,1,0.1,1050,100,0.2,,,,0.2,0.9
SPH+CPI,3,0.77,1.5714285714285714,1,0.1,1050,100,0.2,,,,0.2,0.9
SPH+CPI,4,0.8266666666666667,1.7379032258064515,1,0.1,1050,100,0.2,,,,0.2,0.9
SPH+CPI,5,0.8366666666666667,1.7768924302788844,1,0.1,1050,100,0.2,,,,0.2,0.9
SPH+CPI,6,0.8433333333333334,1.8102766798418972,1,0.1,1050,100,0.2,,,,0.2,0.9
SPH+CPI,7,0.8466666666666667,1.830708661417323,1,0.1,1050,100,0.2,,,,0.2,0.9
SPH+CPI,8,0.85,1.8549019607843138,1,0.1,1050,100,0.2,,,,0.2,0.9
SPH+CPI,9,0.8633333333333333,1.9652509652509653,1,0.1,1050,100,0.2,,,,0.2,0.9
SPH+CPI,1,0.46,1.0,1,0.1,1050,100,0.2,,,,0.25,0.7
SPH+CPI,2,0.6466666666666666,1.288659793814433,1,0.1,1050,100,0.2,,,,0.25,0.7
SPH+CPI,3,0.7166666666666667,1.455813953488372,1,0.1,1050,100,0.2,,,,0.25,0.7
SPH+CPI,4,0.7733333333333333,1.6422413793103448,1,0.1,1050,100,0.2,,,,0.25,0.7
SPH+CPI,5,0.7866666666666666,1.6991525423728813,1,0.1,1050,100,0.2,,,,0.25,0.7
SPH+CPI,6,0.8033333333333333,1.7883817427385893,1,0.1,1050,100,0.2,,,,0.25,0.7
SPH+CPI,7,0.8133333333333334,1.8524590163934427,1,0.1,1050,100,0.2,,,,0.25,0.7
SPH+CPI,8,0.84,2.0476190476190474,1,0.1,1050,100,0.2,,,,0.25,0.7
SPH+CPI,9,0.8433333333333334,2.075098814229249,1,0.1,1050,100,0.2,,,,0.25,0.7
SPH+CPI,10,0.8466666666666667,2.106299212598425,1,0.1,1050,100,0.2,,,,0.25,0.7
SPH+CPI,1,0.4533333333333333,1.0,1,0.1,1050,100,0.2,,,,0.25,0.75
SPH+CPI,2,0.66,1.3131313131313131,1,0.1,1050,100,0.2,,,,0.25,0.75
SPH+CPI,3,0.7333333333333333,1.481818181818182,1,0.1,1050,100,0.2,,,,0.25,0.75
SPH+CPI,4,0.79,1.6624472573839661,1,0.1,1050,100,0.2,,,,0.25,0.75
SPH+CPI,5,0.8033333333333333,1.7178423236514522,1,0.1,1050,100,0.2,,,,0.25,0.75
SPH+CPI,6,0.8166666666666667,1.7877551020408162,1,0.1,1050,100,0.2,,,,0.25,0.75
SPH+CPI,7,0.8233333333333334,1.8299595141700404,1,0.1,1050,100,0.2,,,,0.25,0.75
SPH+CPI,8,0.84,1.9523809523809523,1,0.1,1050,100,0.2,,,,0.25,0.75
SPH+CPI,9,0.8433333333333334,1.9802371541501975,1,0.1,1050,100,0.2,,,,0.25,0.75
SPH+CPI,10,0.8466666666666667,2.0118110236220472,1,0.1,1050,100,0.2,,,,0.25,0.75
SPH+CPI,1,0.44666666666666666,1.0,1,0.1,1050,100,0.2,,,,0.25,0.8
SPH+CPI,2,0.6666666666666666,1.33,1,0.1,1050,100,0.2,,,,0.25,0.8
SPH+CPI,3,0.73,1.4748858447488584,1,0.1,1050,100,0.2,,,,0.25,0.8
SPH+CPI,4,0.7966666666666666,1.6861924686192469,1,0.1,1050,100,0.2,,,,0.25,0.8
SPH+CPI,5,0.81,1.7407407407407407,1,0.1,1050,100,0.2,,,,0.25,0.8
SPH+CPI,6,0.82,1.7926829268292683,1,0.1,1050,100,0.2,,,,0.25,0.8
SPH+CPI,7,0.8233333333333334,1.8137651821862348,1,0.1,1050,100,0.2,,,,0.25,0.8
SPH+CPI,8,0.8433333333333334,1.9604743083003953,1,0.1,1050,100,0.2,,,,0.25,0.8
SPH+CPI,9,0.8533333333333334,2.04296875,1,0.1,1050,100,0.2,,,,0.25,0.8
SPH+CPI,10,0.8566666666666667,2.0739299610894943,1,0.1,1050,100,0.2,,,,0.25,0.8
SPH+CPI,1,0.44,1.0,1,0.1,1050,100,0.2,,,,0.25,0.85
SPH+CPI,2,0.6666666666666666,1.34,1,0.1,1050,100,0.2,,,,0.25,0.85
SPH+CPI,3,0.7366666666666667,1.497737556561086,1,0.1,1050,100,0.2,,,,0.25,0.85
SPH+CPI,4,0.8166666666666667,1.7428571428571429,1,0.1,1050,100,0.2,,,,0.25,0.85
SPH+CPI,5,0.8233333333333334,1.7692307692307692,1,0.1,1050,100,0.2,,,,0.25,0.85
SPH+CPI,6,0.8333333333333334,1.82,1,0.1,1050,100,0.2,,,,0.25,0.85
SPH+CPI,7,0.8433333333333334,1.8814229249011858,1,0.1,1050,100,0.2,,,,0.25,0.85
SPH+CPI,8,0.8466666666666667,1.905511811023622,1,0.1,1050,100,0.2,,,,0.25,0.85
SPH+CPI,9,0.8566666666666667,1.9883268482490273,1,0.1,1050,100,0.2,,,,0.25,0.85
SPH+CPI,10,0.8633333333333333,2.0501930501930503,1,0.1,1050,100,0.2,,,,0.25,0.85
SPH+CPI,1,0.43666666666666665,1.0,1,0.1,1050,100,0.2,,,,0.25,0.9
SPH+CPI,2,0.6733333333333333,1.3514851485148516,1,0.1,1050,100,0.2,,,,0.25,0.9
SPH+CPI,3,0.77,1.5584415584415585,1,0.1,1050,100,0.2,,,,0.25,0.9
SPH+CPI,4,0.8266666666666667,1.7258064516129032,1,0.1,1050,100,0.2,,,,0.25,0.9
SPH+CPI,5,0.8366666666666667,1.7649402390438247,1,0.1,1050,100,0.2,,,,0.25,0.9
SPH+CPI,6,0.8433333333333334,1.7984189723320159,1,0.1,1050,100,0.2,,,,0.25,0.9
SPH+CPI,7,0.8466666666666667,1.8188976377952757,1,0.1,1050,100,0.2,,,,0.25,0.9
SPH+CPI,8,0.85,1.8431372549019607,1,0.1,1050,100,0.2,,,,0.25,0.9
SPH+CPI,9,0.8633333333333333,1.9536679536679538,1,0.1,1050,100,0.2,,,,0.25,0.9
SPH+CPI,1,0.4866666666666667,1.0,1,0.1,1050,100,0.2,,,,0.3,0.7
SPH+CPI,2,0.6466666666666666,1.2474226804123711,1,0.1,1050,100,0.2,,,,0.3,0.7
SPH+CPI,3,0.7166666666666667,1.4186046511627908,1,0.1,1050,100,0.2,,,,0.3,0.7
SPH+CPI,4,0.7733333333333333,1.6077586206896552,1,0.1,1050,100,0.2,,,,0.3,0.7
SPH+CPI,5,0.7866666666666666,1.6652542372881356,1,0.1,1050,100,0.2,,,,0.3,0.7
SPH+CPI,6,0.8033333333333333,1.7551867219917012,1,0.1,1050,100,0.2,,,,0.3,0.7
SPH+CPI,7,0.8133333333333334,1.819672131147541,1,0.1,1050,100,0.2,,,,0.3,0.7
SPH+CPI,8,0.84,2.015873015873016,1,0.1,1050,100,0.2,,,,0.3,0.7
SPH+CPI,9,0.8433333333333334,2.0434782608695654,1,0.1,1050,100,0.2,,,,0.3,0.7
SPH+CPI,10,0.8466666666666667,2.074803149606299,1,0.1,1050,100,0.2,,,,0.3,0.7
SPH+CPI,1,0.48,1.0,1,0.1,1050,100,0.2,,,,0.3,0.75
SPH+CPI,2,0.66,1.2727272727272727,1,0.1,1050,100,0.2,,,,0.3,0.75
SPH+CPI,3,0.7333333333333333,1.4454545454545455,1,0.1,1050,100,0.2,,,,0.3,0.75
SPH+CPI,4,0.79,1.628691983122363,1,0.1,1050,100,0.2,,,,0.3,0.75
SPH+CPI,5,0.8033333333333333,1.6846473029045643,1,0.1,1050,100,0.2,,,,0.3,0.75
SPH+CPI,6,0.8166666666666667,1.7551020408163265,1,0.1,1050,100,0.2,,,,0.3,0.75
SPH+CPI,7,0.8233333333333334,1.7975708502024292,1,0.1,1050,100,0.2,,,,0.3,0.75
SPH+CPI,8,0.84,1.9206349206349207,1,0.1,1050,100,0.2,,,,0.3,0.75
SPH+CPI,9,0.8433333333333334,1.948616600790514,1,0.1,1050,100,0.2,,,,0.3,0.75
SPH+CPI,10,0.8466666666666667,1.9803149606299213,1,0.1,1050,100,0.2,,,,0.3,0.75
SPH+CPI,1,0.47333333333333333,1.0,1,0.1,1050,100,0.2,,,,0.3,0.8
SPH+CPI,2,0.6666666666666666,1.29,1,0.1,1050,100,0.2,,,,0.3,0.8
SPH+CPI,3,0.73,1.4383561643835616,1,0.1,1050,100,0.2,,,,0.3,0.8
SPH+CPI,4,0.7966666666666666,1.6527196652719665,1,0.1,1050,100,0.2,,,,0.3,0.8
SPH+CPI,5,0.81,1.7078189300411524,1,0.1,1050,100,0.2,,,,0.3,0.8
SPH+CPI,6,0.82,1.7601626016260163,1,0.1,1050,100,0.2,,,,0.3,0.8
SPH+CPI,7,0.8233333333333334,1.7813765182186234,1,0.1,1050,100,0.2,,,,0.3,0.8
SPH+CPI,8,0.8433333333333334,1.9288537549407114,1,0.1,1050,100,0.2,,,,0.3,0.8
SPH+CPI,9,0.8533333333333334,2.01171875,1,0.1,1050,100,0.2,,,,0.3,0.8
SPH+CPI,10,0.8566666666666667,2.0428015564202333,1,0.1,1050,100,0.2,,,,0.3,0.8
SPH+CPI,1,0.4666666666666667,1.0,1,0.1,1050,100,0.2,,,,0.3,0.85
SPH+CPI,2,0.6666666666666666,1.3,1,0.1,1050,100,0.2,,,,0.3,0.85
SPH+CPI,3,0.7366666666666667,1.4615384615384615,1,0.1,1050,100,0.2,,,,0.3,0.85
SPH+CPI,4,0.8166666666666667,1.7102040816326531,1,0.1,1050,100,0.2,,,,0.3,0.85
SPH+CPI,5,0.8233333333333334,1.736842105263158,1,0.1,1050,100,0.2,,,,0.3,0.85
SPH+CPI,6,0.8333333333333334,1.788,1,0.1,1050,100,0.2,,,,0.3,0.85
SPH+CPI,7,0.8433333333333334,1.849802371541502,1,0.1,1050,100,0.2,,,,0.3,0.85
SPH+CPI,8,0.8466666666666667,1.874015748031496,1,0.1,1050,100,0.2,,,,0.3,0.85
SPH+CPI,9,0.8566666666666667,1.9571984435797665,1,0.1,1050,100,0.2,,,,0.3,0.85
SPH+CPI,10,0.8633333333333333,2.0193050193050195,1,0.1,1050,100,0.2,,,,0.3,0.85
SPH+CPI,1,0.4633333333333333,1.0,1,0.1,1050,100,0.2,,,,0.3,0.9
SPH+CPI,2,0.6733333333333333,1.311881188118812,1,0.1,1050,100,0.2,,,,0.3,0.9
SPH+CPI,3,0.77,1.5238095238095237,1,0.1,1050,100,0.2,,,,0.3,0.9
SPH+CPI,4,0.8266666666666667,1.6935483870967742,1,0.1,1050,100,0.2,,,,0.3,0.9
SPH+CPI,5,0.8366666666666667,1.7330677290836654,1,0.1,1050,100,0.2,,,,0.3,0.9
SPH+CPI,6,0.8433333333333334,1.766798418972332,1,0.1,1050,100,0.2,,,,0.3,0.9
SPH+CPI,7,0.8466666666666667,1.7874015748031495,1,0.1,1050,100,0.2,,,,0.3,0.9
SPH+CPI,8,0.85,1.811764705882353,1,0.1,1050,100,0.2,,,,0.3,0.9
SPH+CPI,9,0.8633333333333333,1.9227799227799227,1,0.1,1050,100,0.2,,,,0.3,0.9
SPH+CPI,1,0.4866666666666667,1.0,1,0.1,1050,100,0.2,,,,0.35,0.7
SPH+CPI,2,0.6433333333333333,1.2435233160621761,1,0.1,1050,100,0.2,,,,0.35,0.7
SPH+CPI,3,0.7133333333333334,1.4158878504672898,1,0.1,1050,100,0.2,,,,0.35,0.7
SPH+CPI,4,0.7733333333333333,1.6163793103448276,1,0.1,1050,100,0.2,,,,0.35,0.7
SPH+CPI,5,0.7866666666666666,1.673728813559322,1,0.1,1050,100,0.2,,,,0.35,0.7
SPH+CPI,6,0.8033333333333333,1.7634854771784232,1,0.1,1050,100,0.2,,,,0.35,0.7
SPH+CPI,7,0.8133333333333334,1.8278688524590163,1,0.1,1050,100,0.2,,,,0.35,0.7
SPH+CPI,8,0.84,2.0238095238095237,1,0.1,1050,100,0.2,,,,0.35,0.7
SPH+CPI,9,0.8433333333333334,2.0513833992094863,1,0.1,1050,100,0.2,,,,0.35,0.7
SPH+CPI,10,0.8466666666666667,2.0826771653543306,1,0.1,1050,100,0.2,,,,0.35,0.7
SPH+CPI,1,0.48,1.0,1,0.1,1050,100,0.2,,,,0.35,0.75
SPH+CPI,2,0.6566666666666666,1.2690355329949239,1,0.1,1050,100,0.2,,,,0.35,0.75
SPH+CPI,3,0.73,1.4429223744292237,1,0.1,1050,100,0.2,,,,0.35,0.75
SPH+CPI,4,0.79,1.6371308016877637,1,0.1,1050,100,0.2,,,,0.35,0.75
SPH+CPI,5,0.8033333333333333,1.6929460580912863,1,0.1,1050,100,0.2,,,,0.35,0.75
SPH+CPI,6,0.8166666666666667,1.763265306122449,1,0.1,1050,100,0.2,,,,0.35,0.75
SPH+CPI,7,0.8233333333333334,1.805668016194332,1,0.1,1050,100,0.2,,,,0.35,0.75
SPH+CPI,8,0.84,1.9285714285714286,1,0.1,1050,100,0.2,,,,0.35,0.75
SPH+CPI,9,0.8433333333333334,1.9565217391304348,1,0.1,1050,100,0.2,,,,0.35,0.75
SPH+CPI,10,0.8466666666666667,1.9881889763779528,1,0.1,1050,100,0.2,,,,0.35,0.75
SPH+CPI,1,0.47333333333333333,1.0,1,0.1,1050,100,0.2,,,,0.35,0.8
SPH+CPI,2,0.6633333333333333,1.2864321608040201,1,0.1,1050,100,0.2,,,,0.35,0.8
SPH+CPI,3,0.7266666666666667,1.4357798165137614,1,0.1,1050,100,0.2,,,,0.35,0.8
SPH+CPI,4,0.7966666666666666,1.6610878661087867,1,0.1,1050,100,0.2,,,,0.35,0.8
SPH+CPI,5,0.81,1.7160493827160495,1,0.1,1050,100,0.2,,,,0.35,0.8
SPH+CPI,6,0.82,1.7682926829268293,1,0.1,1050,100,0.2,,,,0.35,0.8
SPH+CPI,7,0.8233333333333334,1.7894736842105263,1,0.1,1050,100,0.2,,,,0.35,0.8
SPH+CPI,8,0.8433333333333334,1.9367588932806323,1,0.1,1050,100,0.2,,,,0.35,0.8
SPH+CPI,9,0.8533333333333334,2.01953125,1,0.1,1050,100,0.2,,,,0.35,0.8
SPH+CPI,10,0.8566666666666667,2.0505836575875485,1,0.1,1050,100,0.2,,,,0.35,0.8
SPH+CPI,1,0.4666666666666667,1.0,1,0.1,1050,100,0.2,,,,0.35,0.85
SPH+CPI,2,0.6666666666666666,1.3,1,0.1,1050,100,0.2,,,,0.35,0.85
SPH+CPI,3,0.7366666666666667,1.4615384615384615,1,0.1,1050,100,0.2,,,,0.35,0.85
SPH+CPI,4,0.8166666666666667,1.7102040816326531,1,0.1,1050,100,0.2,,,,0.35,0.85
SPH+CPI,5,0.8233333333333334,1.736842105263158,1,0.1,1050,100,0.2,,,,0.35,0.85
SPH+CPI,6,0.8333333333333334,1.788,1,0.1,1050,100,0.2,,,,0.35,0.85
SPH+CPI,7,0.8433333333333334,1.849802371541502,1,0.1,1050,100,0.2,,,,0.35,0.85
SPH+CPI,8,0.8466666666666667,1.874015748031496,1,0.1,1050,100,0.2,,,,0.35,0.85
