,#Samples,missing,#Features,#Classes,Gini,#SPH,#CPI,Method,Run,n_clusters,algorithm,n_components,max info loss,gini,p value
0,109.9090909090909,9.429350434723558,84.63636363636364,13.333333333333334,0.17913244295086506,6,4,SPH+CPI,1,,,,0.35,0.35,0.8
0,109.9090909090909,9.423501112072444,84.63636363636364,13.333333333333334,0.1775311350660019,6,4,SPH+CPI,1,,,,0.35,0.35,0.85
0,109.9090909090909,9.425133622194501,84.63636363636364,13.333333333333334,0.17592003778414772,6,4,SPH+CPI,1,,,,0.35,0.35,0.9
0,120.9,8.294678197985672,83.5,14.666666666666666,0.1898495837237456,6,1,SPH+CPI,1,,,,0.35,0.4,0.7
0,120.9,8.294678197985672,83.5,14.666666666666666,0.1898495837237456,6,1,SPH+CPI,1,,,,0.35,0.4,0.75
0,120.9,8.294678197985672,83.5,14.666666666666666,0.1898495837237456,6,1,SPH+CPI,1,,,,0.35,0.4,0.8
0,120.9,8.294678197985672,83.5,14.666666666666666,0.1898495837237456,6,1,SPH+CPI,1,,,,0.35,0.4,0.85
0,120.9,8.293352566881593,83.5,14.666666666666666,0.1901625295604796,6,1,SPH+CPI,1,,,,0.35,0.4,0.9
0,103.62857142857143,9.706008022237373,84.91428571428571,12.571428571428571,0.16689946110181664,6,6,SPH+CPI,1,,,,0.4,0.3,0.7
0,103.62857142857143,9.705289027880148,84.91428571428571,12.571428571428571,0.16726100688815737,6,6,SPH+CPI,1,,,,0.4,0.3,0.75
0,103.62857142857143,9.700793373739948,84.91428571428571,12.571428571428571,0.16968297202269436,6,6,SPH+CPI,1,,,,0.4,0.3,0.8
0,103.62857142857143,9.695278298097467,84.91428571428571,12.571428571428571,0.1681731674455377,6,6,SPH+CPI,1,,,,0.4,0.3,0.85
0,103.62857142857143,9.682154446665384,84.91428571428571,12.571428571428571,0.16584606669232602,6,6,SPH+CPI,1,,,,0.4,0.3,0.9
0,109.9090909090909,9.431849250179214,84.63636363636364,13.333333333333334,0.17879665189200986,6,4,SPH+CPI,1,,,,0.4,0.35,0.7
0,109.9090909090909,9.4310866804064,84.63636363636364,13.333333333333334,0.17918010954418945,6,4,SPH+CPI,1,,,,0.4,0.35,0.75
0,109.9090909090909,9.429350434723558,84.63636363636364,13.333333333333334,0.17913244295086506,6,4,SPH+CPI,1,,,,0.4,0.35,0.8
0,109.9090909090909,9.423501112072444,84.63636363636364,13.333333333333334,0.1775311350660019,6,4,SPH+CPI,1,,,,0.4,0.35,0.85
0,109.9090909090909,9.425133622194501,84.63636363636364,13.333333333333334,0.17592003778414772,6,4,SPH+CPI,1,,,,0.4,0.35,0.9
0,120.9,8.294678197985672,83.5,14.666666666666666,0.1898495837237456,6,1,SPH+CPI,1,,,,0.4,0.4,0.7
0,120.9,8.294678197985672,83.5,14.666666666666666,0.1898495837237456,6,1,SPH+CPI,1,,,,0.4,0.4,0.75
0,120.9,8.294678197985672,83.5,14.666666666666666,0.1898495837237456,6,1,SPH+CPI,1,,,,0.4,0.4,0.8
0,120.9,8.294678197985672,83.5,14.666666666666666,0.1898495837237456,6,1,SPH+CPI,1,,,,0.4,0.4,0.85
0,120.9,8.293352566881593,83.5,14.666666666666666,0.1901625295604796,6,1,SPH+CPI,1,,,,0.4,0.4,0.9
0,751.0,23.946737683089214,100.0,84.0,0.4219928983577452,0,0,RF,1,,,,,,
